A;RTSALEDATA;232;20250609 01:19;VALNET;
B;232;2611215;1;20250609 01:19;;;27;HOSPITAL RD;NYNGAN;2825;3200;M;20250423;20250604;580000;R1;R;RESIDENCE;;AXH;;0;AV119855;
C;232;2611215;1;20250609 01:19;332/623204;
D;232;2611215;1;20250609 01:19;P;;;;;;
D;232;2611215;1;20250609 01:19;P;;;;;;
D;232;2611215;1;20250609 01:19;V;;;;;;
D;232;2611215;1;20250609 01:19;V;;;;;;
B;232;4616873;2;20250609 01:19;;;;MITCHELL HWY LOT 3;COOLABAH;2831;2023;M;20250517;20250526;14750;;R;RESIDENCE;;;;0;AV90351;
C;232;4616873;2;20250609 01:19;3/21/758274;
D;232;4616873;2;20250609 01:19;P;;;;;;
D;232;4616873;2;20250609 01:19;V;;;;;;
B;232;4616874;3;20250609 01:19;;;;MITCHELL HWY LOT 9;COOLABAH;2831;2023;M;20250501;20250528;13950;;V;VACANT LAND;;;;0;AV98233;
C;232;4616874;3;20250609 01:19;9/21/758274;
D;232;4616874;3;20250609 01:19;P;;;;;;
D;232;4616874;3;20250609 01:19;P;;;;;;
D;232;4616874;3;20250609 01:19;V;;;;;;
Z;17;3;3;9;
