A;117;20021101 11:43;PDANN;
B;117;1245574;1;20021101 11:43;;;;PH ERASA;FORBES;2871;525.9;H;20020620;20020701;584750;R;3;FARMLAND;;RM;RM;;8991122;
C;117;1245574;1;20021101 11:43;44, 52//752938;
D;117;1245574;1;20021101 11:43;P;;;;;;
D;117;1245574;1;20021101 11:43;P;;;;;;
D;117;1245574;1;20021101 11:43;V;;;;;;
B;117;1246553;2;20021101 11:43;;;35;BANDON ST;FORBES;2871;607;M;20011122;20011210;104000;A;R;RESIDENCE;;AB;;;9041508;
C;117;1246553;2;20021101 11:43;2//35383;
D;117;1246553;2;20021101 11:43;P;;;;;;
D;117;1246553;2;20021101 11:43;V;;;;;;
B;117;1246713;3;20021101 11:43;;;;BEDJEREBONG RD;FORBES;2871;5188;M;20020517;20020619;196000;A;R;RESIDENCE;;RF;;;9032861;
C;117;1246713;3;20021101 11:43;1120//750158;
D;117;1246713;3;20021101 11:43;P;;;;;;
D;117;1246713;3;20021101 11:43;P;;;;;;
D;117;1246713;3;20021101 11:43;V;;;;;;
B;117;1248209;4;20021101 11:43;;;53;HILDA ST;FORBES;2871;;;20020705;20020816;129000;A;R;RESIDENCE;;AD;;;9044320;
C;117;1248209;4;20021101 11:43;11//21476;
D;117;1248209;4;20021101 11:43;P;;;;;;
D;117;1248209;4;20021101 11:43;P;;;;;;
D;117;1248209;4;20021101 11:43;V;;;;;;
B;117;1248217;5;20021101 11:43;;;15;HILDA ST;FORBES;2871;1012;M;20020710;20020807;70000;A;R;RESIDENCE;;AD;RM;;8980788;
C;117;1248217;5;20021101 11:43;1399//750158;
D;117;1248217;5;20021101 11:43;P;;;;;;
D;117;1248217;5;20021101 11:43;V;;;;;;
B;117;1248487;6;20021101 11:43;;;127;LACHLAN ST ALBION HOTEL;FORBES;2871;1720;M;20020709;20020823;2660000;B;3;HOTEL;;BH;;;9033936;
C;117;1248487;6;20021101 11:43;2//113614 1//165352 11, 12, 13/4/758418;
D;117;1248487;6;20021101 11:43;P;;;;;;
D;117;1248487;6;20021101 11:43;P;;;;;;
D;117;1248487;6;20021101 11:43;V;;;;;;
D;117;1248487;6;20021101 11:43;V;;;;;;
D;117;1248487;6;20021101 11:43;V;;;;;;
B;117;1248709;7;20021101 11:43;;;29;OXFORD ST;FORBES;2871;486.9;M;20020726;20020902;20500;A;R;RESIDENCE;;AB;;;9037321;
C;117;1248709;7;20021101 11:43;2//503884;
D;117;1248709;7;20021101 11:43;P;;;;;;
D;117;1248709;7;20021101 11:43;P;;;;;;
D;117;1248709;7;20021101 11:43;V;;;;;;
D;117;1248709;7;20021101 11:43;V;;;;;;
B;117;1248726;8;20021101 11:43;;;14;OXFORD ST;FORBES;2871;765.11;M;20020614;20020809;162500;A;R;RESIDENCE;;AB;;;9044504;
C;117;1248726;8;20021101 11:43;5//338572;
D;117;1248726;8;20021101 11:43;P;;;;;;
D;117;1248726;8;20021101 11:43;V;;;;;;
B;117;1248935;9;20021101 11:43;;;60;QUARRY RD;FORBES;2871;1155;M;20020829;20020926;138333;A;R;RESIDENCE;;AC;AC;;9005131;
C;117;1248935;9;20021101 11:43;2//247743;
D;117;1248935;9;20021101 11:43;P;;;;;;
D;117;1248935;9;20021101 11:43;V;;;;;;
B;117;1249468;10;20021101 11:43;;;26;THAMES ST;FORBES;2871;950.4;M;20020808;20020905;148080;A;R;RESIDENCE;;AC;;;9055442;
C;117;1249468;10;20021101 11:43;143//814500;
D;117;1249468;10;20021101 11:43;P;;;;;;
D;117;1249468;10;20021101 11:43;P;;;;;;
D;117;1249468;10;20021101 11:43;V;;;;;;
D;117;1249468;10;20021101 11:43;V;;;;;;
B;117;2912362;11;20021101 11:43;;;;FARNELL ST;FORBES;2871;1.431;H;20020701;20020806;70000;R;V;VACANT LAND;;RR;;;9052722;
C;117;2912362;11;20021101 11:43;41//1041448;
D;117;2912362;11;20021101 11:43;P;;;;;;
B;117;2938950;12;20021101 11:43;;;D/22;WAMBAT ST;FORBES;2871;;;20020506;20021011;171460;;R;RESIDENCE;;;;;9051689;
C;117;2938950;12;20021101 11:43;5//285754;
D;117;2938950;12;20021101 11:43;P;;;;;;
D;117;2938950;12;20021101 11:43;V;;;;;;
D;117;2938950;12;20021101 11:43;V;;;;;;
Z;60;12;12;34;
