A;153;20020102 13:01;PTHIRLWELL;
B;153;1715805;1;20020102 13:01;;;1255;STOCKYARD CREEK RD;STOCKYARD CREEK;2460;40;H;20011023;20011122;63500;R;R;RESIDENCE;;RP;;;8195946;
C;153;1715805;1;20020102 13:01;2//736067;
D;153;1715805;1;20020102 13:01;P;;;;;;
D;153;1715805;1;20020102 13:01;P;;;;;;
D;153;1715805;1;20020102 13:01;V;;;;;;
B;153;1716871;2;20020102 13:01;;;1152;LAWRENCE RD;SOUTHGATE;2460;1214;M;20011121;20011206;75000;R;R;RESIDENCE;;GH;RR;;8182305;
C;153;1716871;2;20020102 13:01;21, 22/2/1329;
D;153;1716871;2;20020102 13:01;P;;;;;;
D;153;1716871;2;20020102 13:01;P;;;;;;
D;153;1716871;2;20020102 13:01;V;;;;;;
D;153;1716871;2;20020102 13:01;V;;;;;;
B;153;1716881;3;20020102 13:01;;;18;CLARENCE WAY;MOUNTAIN VIEW;2460;3237.488;M;20010924;20011016;160000;R;R;RESIDENCE;;GH;RR;;8110839;
C;153;1716881;3;20020102 13:01;1//21879;
D;153;1716881;3;20020102 13:01;P;;;;;;
D;153;1716881;3;20020102 13:01;P;;;;;;
D;153;1716881;3;20020102 13:01;V;;;;;;
B;153;1716895;4;20020102 13:01;;;30;CLARENCE WAY;MOUNTAIN VIEW;2460;2.872;H;20010914;20010928;210000;R;R;RESIDENCE;;HG;RR;;8013139;
C;153;1716895;4;20020102 13:01;15//584606;
D;153;1716895;4;20020102 13:01;P;;;;;;
D;153;1716895;4;20020102 13:01;P;;;;;;
D;153;1716895;4;20020102 13:01;V;;;;;;
D;153;1716895;4;20020102 13:01;V;;;;;;
B;153;1716919;5;20020102 13:01;;;16;AQUARIUS DR;JUNCTION HILL;2460;1094;M;20011031;20011212;145000;Z;R;RESIDENCE;;JB;;;8207649;
C;153;1716919;5;20020102 13:01;101//252966;
D;153;1716919;5;20020102 13:01;P;;;;;;
D;153;1716919;5;20020102 13:01;P;;;;;;
D;153;1716919;5;20020102 13:01;V;;;;;;
B;153;1717042;6;20020102 13:01;;;6;CRONIN AVE;JUNCTION HILL;2460;2138;M;20011030;20011123;77500;R;V;VACANT LAND;;TC;RV;;8158722;
C;153;1717042;6;20020102 13:01;12//815322;
D;153;1717042;6;20020102 13:01;P;;;;;;
D;153;1717042;6;20020102 13:01;P;;;;;;
D;153;1717042;6;20020102 13:01;V;;;;;;
B;153;1717175;7;20020102 13:01;;;4;LAKE EDGECOMBE CL;JUNCTION HILL;2460;1164;M;20011017;20011114;56000;Z;R;RESIDENCE;;JK;AV;;8183277;
C;153;1717175;7;20020102 13:01;7//1014525;
D;153;1717175;7;20020102 13:01;P;;;;;;
D;153;1717175;7;20020102 13:01;V;;;;;;
B;153;2876900;8;20020102 13:01;;;;PUNCHBOWL RD;PUNCHBOWL;2460;321.991;H;20010824;20011030;120000;;V;VACANT LAND;;;RV;;8088672;
C;153;2876900;8;20020102 13:01;1//127188 17, 50, 51, 52, 69, 80//751364;
D;153;2876900;8;20020102 13:01;P;;;;;;
D;153;2876900;8;20020102 13:01;P;;;;;;
Z;42;8;8;24;
