A;090;20011109 09:21;CDIXON;
B;090;858213;1;20011109 09:21;;10;2;ADELAIDE ST;WEST RYDE;2114;;;20010514;20010625;155000;;R;RESIDENCE;10;;;;7745133;
C;090;858213;1;20011109 09:21;10//20893;
D;090;858213;1;20011109 09:21;P;;;;;;
D;090;858213;1;20011109 09:21;V;;;;;;
B;090;858472;2;20011109 09:21;;2;1 A;AEOLUS AVE;RYDE;2112;;;20010607;20010719;235000;;R;RESIDENCE;2;;;;7794060;
C;090;858472;2;20011109 09:21;2//11398;
D;090;858472;2;20011109 09:21;P;;;;;;
D;090;858472;2;20011109 09:21;V;;;;;;
B;090;858497;3;20011109 09:21;;3;1;AEOLUS AVE;RYDE;2112;;;20010608;20010720;195000;;3;;3;;;;7794375;
C;090;858497;3;20011109 09:21;3//12265;
D;090;858497;3;20011109 09:21;P;;;;;;
D;090;858497;3;20011109 09:21;V;;;;;;
B;090;858568;4;20011109 09:21;;;;AGINCOURT RD;EASTWOOD;2122;789.2;M;20000428;20010705;160000;A;3;;;EZ;;;7806331;
C;090;858568;4;20011109 09:21;2//1002890;
D;090;858568;4;20011109 09:21;P;;;;;;
D;090;858568;4;20011109 09:21;P;;;;;;
B;090;859146;5;20011109 09:21;;2;47;ANTHONY RD;DENISTONE;2114;;;20010602;20010720;358000;;R;RESIDENCE;2;;;;7808884;
C;090;859146;5;20011109 09:21;2//33849;
D;090;859146;5;20011109 09:21;P;;;;;;
D;090;859146;5;20011109 09:21;P;;;;;;
D;090;859146;5;20011109 09:21;V;;;;;;
B;090;859171;6;20011109 09:21;;2;9;ANTHONY RD;WEST RYDE;2114;;;20010606;20010717;302000;;3;VILLA;2;;;;7802770;
C;090;859171;6;20011109 09:21;2//32799;
D;090;859171;6;20011109 09:21;P;;;;;;
D;090;859171;6;20011109 09:21;V;;;;;;
D;090;859171;6;20011109 09:21;V;;;;;;
B;090;859348;7;20011109 09:21;;;2 A;ARGYLE AVE;RYDE;2112;335.5;M;20010420;20010629;415000;A;R;RESIDENCE;;EF;;;7747319;
