A;092;20030501 12:41;PBARBER;
B;092;949606;1;20030501 12:41;;;16;ALBERT AVE;CHATSWOOD;2067;;;20030227;20030410;1300000;A;R;RESIDENCE;;EV;;;9548357;
C;092;949606;1;20030501 12:41;1//102763;
D;092;949606;1;20030501 12:41;P;;;;;;
D;092;949606;1;20030501 12:41;P;;;;;;
D;092;949606;1;20030501 12:41;P;;;;;;
D;092;949606;1;20030501 12:41;V;;;;;;
B;092;950061;2;20030501 12:41;;;15;ARCHER ST;CHATSWOOD;2067;;;20020902;20030131;1040000;A;R;RESIDENCE;;GM;;;9456457;
C;092;950061;2;20030501 12:41;B//309233;
D;092;950061;2;20030501 12:41;P;;;;;;
D;092;950061;2;20030501 12:41;P;;;;;;
D;092;950061;2;20030501 12:41;V;;;;;;
B;092;950932;3;20030501 12:41;;;34;BALDRY ST;CHATSWOOD;2067;474.2;M;20030301;20030416;692000;A;R;RESIDENCE;;EB;;;9540414;
C;092;950932;3;20030501 12:41;1//525596;
D;092;950932;3;20030501 12:41;P;;;;;;
D;092;950932;3;20030501 12:41;V;;;;;;
B;092;951311;4;20030501 12:41;;;42;BEACONSFIELD RD;CHATSWOOD;2067;562.6;M;20021123;20030410;860000;A;R;RESIDENCE;;EY;;;9531674;
C;092;951311;4;20030501 12:41;2//17879;
D;092;951311;4;20030501 12:41;P;;;;;;
D;092;951311;4;20030501 12:41;P;;;;;;
D;092;951311;4;20030501 12:41;V;;;;;;
D;092;951311;4;20030501 12:41;V;;;;;;
B;092;951660;5;20030501 12:41;;;2 D;BERTRAM ST;CHATSWOOD;2067;244.7;M;20030311;20030415;760000;A;R;RESIDENCE;;EV;;;9548376;
C;092;951660;5;20030501 12:41;45//870068;
D;092;951660;5;20030501 12:41;P;;;;;;
D;092;951660;5;20030501 12:41;P;;;;;;
D;092;951660;5;20030501 12:41;V;;;;;;
B;092;952053;6;20030501 12:41;;2;2;BOWEN ST;CHATSWOOD;2067;;;20030221;20030404;380000;;R;RESIDENCE;2;;;;9534016;
C;092;952053;6;20030501 12:41;2//SP 6563;
D;092;952053;6;20030501 12:41;P;;;;;;
D;092;952053;6;20030501 12:41;V;;;;;;
D;092;952053;6;20030501 12:41;V;;;;;;
B;092;952329;7;20030501 12:41;;4;12;BROUGHTON RD;ARTARMON;2064;;;20030212;20030326;330000;;R;RESIDENCE;4;;;;9542676;
C;092;952329;7;20030501 12:41;4//SP 9122;
D;092;952329;7;20030501 12:41;P;;;;;;
D;092;952329;7;20030501 12:41;V;;;;;;
B;092;952412;8;20030501 12:41;;12;7;BROUGHTON RD;ARTARMON;2064;;;20030217;20030331;369000;;R;RESIDENCE;12;;;;9528567;
C;092;952412;8;20030501 12:41;12//SP 13284;
D;092;952412;8;20030501 12:41;P;;;;;;
D;092;952412;8;20030501 12:41;V;;;;;;
D;092;952412;8;20030501 12:41;V;;;;;;
D;092;952412;8;20030501 12:41;V;;;;;;
B;092;952693;9;20030501 12:41;;106;8;BROWN ST;CHATSWOOD;2067;;;20030225;20030408;218000;;R;RESIDENCE;106;;;;9517240;
C;092;952693;9;20030501 12:41;106//SP 61288;
D;092;952693;9;20030501 12:41;P;;;;;;
D;092;952693;9;20030501 12:41;P;;;;;;
D;092;952693;9;20030501 12:41;V;;;;;;
B;092;953334;10;20030501 12:41;;;36;CASTLECOVE DR;CASTLE COVE;2069;344.8;M;20030310;20030414;775000;A;R;RESIDENCE;;EE;;;9538618;
C;092;953334;10;20030501 12:41;2//847209;
D;092;953334;10;20030501 12:41;P;;;;;;
D;092;953334;10;20030501 12:41;P;;;;;;
D;092;953334;10;20030501 12:41;V;;;;;;
B;092;953451;11;20030501 12:41;;1;14;CENTENNIAL AVE;CHATSWOOD;2067;;;20030220;20030404;342000;;R;RESIDENCE;1;;;;9523210;
C;092;953451;11;20030501 12:41;1//SP 12286;
D;092;953451;11;20030501 12:41;P;;;;;;
D;092;953451;11;20030501 12:41;P;;;;;;
D;092;953451;11;20030501 12:41;V;;;;;;
B;092;953572;12;20030501 12:41;;3;106;CHANDOS ST;CROWS NEST;2065;;;20030225;20030408;460000;;R;RESIDENCE;3;;;;9547802;
C;092;953572;12;20030501 12:41;3//SP 54469;
D;092;953572;12;20030501 12:41;P;;;;;;
D;092;953572;12;20030501 12:41;V;;;;;;
D;092;953572;12;20030501 12:41;V;;;;;;
B;092;953674;13;20030501 12:41;;;1;CHATSWOOD AVE;CHATSWOOD;2067;;;20030301;20030414;1085000;A;R;RESIDENCE;;EB;;;9533134;
C;092;953674;13;20030501 12:41;60//5679;
D;092;953674;13;20030501 12:41;P;;;;;;
D;092;953674;13;20030501 12:41;V;;;;;;
B;092;953825;14;20030501 12:41;;;23 A;CHILTERN RD;WILLOUGHBY;2068;474.2;M;20030308;20030404;794000;A;R;RESIDENCE;;GD;;;9516701;
C;092;953825;14;20030501 12:41;A//402338;
D;092;953825;14;20030501 12:41;P;;;;;;
D;092;953825;14;20030501 12:41;P;;;;;;
D;092;953825;14;20030501 12:41;V;;;;;;
D;092;953825;14;20030501 12:41;V;;;;;;
B;092;953978;15;20030501 12:41;;9;15;CHURCH ST;CHATSWOOD;2067;;;20030303;20030409;385000;;R;RESIDENCE;9;;;;9530661;
C;092;953978;15;20030501 12:41;9//SP 8740;
D;092;953978;15;20030501 12:41;P;;;;;;
D;092;953978;15;20030501 12:41;P;;;;;;
D;092;953978;15;20030501 12:41;V;;;;;;
B;092;954231;16;20030501 12:41;;3;38;CLELAND RD;ARTARMON;2064;;;20030307;20030404;360000;;R;RESIDENCE;3;;;;9543798;
C;092;954231;16;20030501 12:41;3//SP 698;
D;092;954231;16;20030501 12:41;P;;;;;;
D;092;954231;16;20030501 12:41;P;;;;;;
D;092;954231;16;20030501 12:41;V;;;;;;
D;092;954231;16;20030501 12:41;V;;;;;;
B;092;955163;17;20030501 12:41;;;8;DARDANELLES RD;CHATSWOOD;2067;;;20021022;20030114;1000000;A;R;RESIDENCE;;EY;;;9387056;
C;092;955163;17;20030501 12:41;PT 7, 8//8794;
D;092;955163;17;20030501 12:41;P;;;;;;
D;092;955163;17;20030501 12:41;P;;;;;;
D;092;955163;17;20030501 12:41;V;;;;;;
B;092;955173;18;20030501 12:41;;;17;DARGAN ST;NAREMBURN;2065;;;20030212;20030411;870000;A;R;RESIDENCE;;ER;;;9532610;
C;092;955173;18;20030501 12:41;2/C/8460;
D;092;955173;18;20030501 12:41;P;;;;;;
D;092;955173;18;20030501 12:41;P;;;;;;
D;092;955173;18;20030501 12:41;V;;;;;;
D;092;955173;18;20030501 12:41;V;;;;;;
B;092;955796;19;20030501 12:41;;;30;DONNELLY RD;CROWS NEST;2065;;;20030227;20030410;1575000;A;3;;;ES;;;9540768;
C;092;955796;19;20030501 12:41;21//13866;
D;092;955796;19;20030501 12:41;P;;;;;;
D;092;955796;19;20030501 12:41;V;;;;;;
B;092;955904;20;20030501 12:41;;;8;DOWEL ST;CHATSWOOD;2067;774.94;M;20021112;20021219;1345000;A;R;RESIDENCE;;EB;;;9237607;
C;092;955904;20;20030501 12:41;29/1/3973 1//942463;
D;092;955904;20;20030501 12:41;P;;;;;;
D;092;955904;20;20030501 12:41;P;;;;;;
D;092;955904;20;20030501 12:41;V;;;;;;
D;092;955904;20;20030501 12:41;V;;;;;;
B;092;956413;21;20030501 12:41;;;23;EATON ST;WILLOUGHBY;2068;526.5;M;20030305;20030415;870100;A;R;RESIDENCE;;EA;;;9548460;
C;092;956413;21;20030501 12:41;4/D/2631 1//953369;
D;092;956413;21;20030501 12:41;P;;;;;;
D;092;956413;21;20030501 12:41;P;;;;;;
D;092;956413;21;20030501 12:41;V;;;;;;
D;092;956413;21;20030501 12:41;V;;;;;;
D;092;956413;21;20030501 12:41;V;;;;;;
B;092;956441;22;20030501 12:41;;18;5;EDDY AVE;CHATSWOOD;2067;;;20030226;20030409;408000;;R;RESIDENCE;18;;;;9538980;
C;092;956441;22;20030501 12:41;18//SP 63393;
D;092;956441;22;20030501 12:41;P;;;;;;
D;092;956441;22;20030501 12:41;V;;;;;;
B;092;957076;23;20030501 12:41;;4;8;ELLIS ST;CHATSWOOD;2067;;;20030215;20030422;468000;;R;RESIDENCE;4;;;;9547525;
C;092;957076;23;20030501 12:41;4//SP 5565;
D;092;957076;23;20030501 12:41;P;;;;;;
D;092;957076;23;20030501 12:41;V;;;;;;
D;092;957076;23;20030501 12:41;V;;;;;;
B;092;958065;24;20030501 12:41;;11;3;FREEMAN RD;CHATSWOOD;2067;;;20030214;20030324;450000;;R;RESIDENCE;11;;;;9526355;
C;092;958065;24;20030501 12:41;11//SP 61321;
D;092;958065;24;20030501 12:41;P;;;;;;
D;092;958065;24;20030501 12:41;P;;;;;;
D;092;958065;24;20030501 12:41;V;;;;;;
D;092;958065;24;20030501 12:41;V;;;;;;
