A;150;20030501 12:45;PBARBER;
B;150;1665326;1;20030501 12:45;;;102;BALEMO DR;OCEAN SHORES;2483;923.2;M;20030307;20030307;330000;A;R;RESIDENCE;;HR;AC;;9544535;
C;150;1665326;1;20030501 12:45;771//240399;
D;150;1665326;1;20030501 12:45;P;;;;;;
D;150;1665326;1;20030501 12:45;P;;;;;;
D;150;1665326;1;20030501 12:45;V;;;;;;
B;150;1666830;2;20030501 12:45;;;31;BRANDON ST;SUFFOLK PARK;2481;708.2;M;20030326;20030411;500000;A;3;;;HG;AC;;9546522;
C;150;1666830;2;20030501 12:45;4/8/11632;
D;150;1666830;2;20030501 12:45;P;;;;;;
D;150;1666830;2;20030501 12:45;P;;;;;;
D;150;1666830;2;20030501 12:45;V;;;;;;
D;150;1666830;2;20030501 12:45;V;;;;;;
B;150;1666934;3;20030501 12:45;;2;34;BROWNELL DR;BYRON BAY;2481;;;20030326;20030326;1555000;;R;RESIDENCE;2;;;;9553238;
C;150;1666934;3;20030501 12:45;2//SP 64916;
D;150;1666934;3;20030501 12:45;P;;;;;;
D;150;1666934;3;20030501 12:45;P;;;;;;
D;150;1666934;3;20030501 12:45;V;;;;;;
B;150;1667296;4;20030501 12:45;;;13;BRYCE ST;SUFFOLK PARK;2481;647.6;M;20030224;20030328;474000;A;R;RESIDENCE;;HG;AC;;9533088;
C;150;1667296;4;20030501 12:45;7/2/11632;
D;150;1667296;4;20030501 12:45;P;;;;;;
D;150;1667296;4;20030501 12:45;V;;;;;;
B;150;1668188;5;20030501 12:45;;;26;CHILDE ST;BYRON BAY;2481;726.3;M;20030206;20030411;1025000;P;R;RESIDENCE;;XY;;;9538686;
C;150;1668188;5;20030501 12:45;1//781461;
D;150;1668188;5;20030501 12:45;P;;;;;;
D;150;1668188;5;20030501 12:45;V;;;;;;
B;150;1669125;6;20030501 12:45;;;;CYPRESS CT;BYRON BAY;2481;904.7;M;20030227;20030402;350000;A;R;RESIDENCE;;KA;AC;;9519393;
C;150;1669125;6;20030501 12:45;66//849353;
D;150;1669125;6;20030501 12:45;P;;;;;;
D;150;1669125;6;20030501 12:45;V;;;;;;
B;150;1669965;7;20030501 12:45;;;534;FRIDAY HUT RD;COORABELL;2479;4.057;H;20030314;20030411;625000;R;R;RESIDENCE;;RL;RR;;9539134;
C;150;1669965;7;20030501 12:45;3//710039;
D;150;1669965;7;20030501 12:45;P;;;;;;
D;150;1669965;7;20030501 12:45;P;;;;;;
D;150;1669965;7;20030501 12:45;V;;;;;;
B;150;1670040;8;20030501 12:45;;;16;GAGGIN ST;NEW BRIGHTON;2483;1088;M;20010607;20010807;656750;P;R;RESIDENCE;;XQ;AC;;9543664;
C;150;1670040;8;20030501 12:45;325//755687;
D;150;1670040;8;20030501 12:45;P;;;;;;
D;150;1670040;8;20030501 12:45;V;;;;;;
D;150;1670040;8;20030501 12:45;V;;;;;;
B;150;1670450;9;20030501 12:45;;;;GOREMANS RD;EUREKA;2480;8000;M;20030214;20030317;417500;R;R;RESIDENCE;;RL;RR;;9517542;
C;150;1670450;9;20030501 12:45;1//602058;
D;150;1670450;9;20030501 12:45;P;;;;;;
D;150;1670450;9;20030501 12:45;P;;;;;;
D;150;1670450;9;20030501 12:45;V;;;;;;
B;150;1670692;10;20030501 12:45;;;11;HAYTER ST;SUFFOLK PARK;2481;647.5;M;20020902;20021224;510000;A;R;RESIDENCE;;HG;AC;;9550582;
C;150;1670692;10;20030501 12:45;6/1/11632;
D;150;1670692;10;20030501 12:45;P;;;;;;
D;150;1670692;10;20030501 12:45;V;;;;;;
D;150;1670692;10;20030501 12:45;V;;;;;;
B;150;1672447;11;20030501 12:45;;;63;LISMORE RD;BANGALOW;2479;1817;M;20030220;20030320;300000;R;R;RESIDENCE;;RL;RR;;9525986;
C;150;1672447;11;20030501 12:45;2//852928;
D;150;1672447;11;20030501 12:45;P;;;;;;
D;150;1672447;11;20030501 12:45;P;;;;;;
D;150;1672447;11;20030501 12:45;V;;;;;;
B;150;1673215;12;20030501 12:45;;;;MELALEUCA DR;BELONGIL;2481;49.21;H;20020923;20030407;860000;R;3;;;TF;RV;;9522880;
C;150;1673215;12;20030501 12:45;22//793702;
D;150;1673215;12;20030501 12:45;P;;;;;;
D;150;1673215;12;20030501 12:45;V;;;;;;
B;150;1674905;13;20030501 12:45;;;106;PARKWAY DR;EWINGSDALE;2481;4471;M;20021224;20030123;580000;R;R;RESIDENCE;;RZ;RR;;9540527;
