A;RTSALEDATA;051;20250331 01:06;VALNET;
B;051;505434;1;20250331 01:06;;;142;DENISON ST;FINLEY;2713;1012;M;20250310;20250321;300000;RU5;R;RESIDENCE;;FR1;;0;AU910741;
C;051;505434;1;20250331 01:06;4/24073;
D;051;505434;1;20250331 01:06;P;;;;;;
D;051;505434;1;20250331 01:06;P;;;;;;
D;051;505434;1;20250331 01:06;V;;;;;;
D;051;505434;1;20250331 01:06;V;;;;;;
B;051;505785;2;20250331 01:06;;4;70;MURRAY ST;FINLEY;2713;199.5;M;20250220;20250320;280000;RU5;R;RESIDENCE;;FR1;;0;AU906967;
C;051;505785;2;20250331 01:06;9/285395;
D;051;505785;2;20250331 01:06;P;;;;;;
D;051;505785;2;20250331 01:06;V;;;;;;
D;051;505785;2;20250331 01:06;V;;;;;;
B;051;504579;3;20250331 01:06;;13;45;GOLF COURSE RD;BAROOGA;3644;380.7;M;20241217;20250321;385000;RU5;R;RESIDENCE;;VB1;;0;AU910226;
C;051;504579;3;20250331 01:06;2/285149;
D;051;504579;3;20250331 01:06;P;;;;;;
D;051;504579;3;20250331 01:06;V;;;;;;
D;051;504579;3;20250331 01:06;V;;;;;;
B;051;504642;4;20250331 01:06;;;31;HOWARD ST;BAROOGA;3644;1012;M;20241206;20250325;350000;RU5;R;RESIDENCE;;VB1;;0;AU921174;
C;051;504642;4;20250331 01:06;11/605357;
D;051;504642;4;20250331 01:06;P;;;;;;
D;051;504642;4;20250331 01:06;V;;;;;;
B;051;504780;5;20250331 01:06;;;6;ORANGE GR;BAROOGA;3644;851.4;M;20241220;20250320;760000;RU5;R;RESIDENCE;;VB1;;0;AU907871;
C;051;504780;5;20250331 01:06;31/803483;
D;051;504780;5;20250331 01:06;P;;;;;;
D;051;504780;5;20250331 01:06;P;;;;;;
D;051;504780;5;20250331 01:06;V;;;;;;
B;051;4592078;6;20250331 01:06;;;14;ALLAN ST;TOCUMWAL;2714;949.9;M;20250218;20250320;145000;RU5;V;VACANT LAND;;TR1;;0;AU909596;
C;051;4592078;6;20250331 01:06;68/1306463;
D;051;4592078;6;20250331 01:06;P;;;;;;
D;051;4592078;6;20250331 01:06;P;;;;;;
D;051;4592078;6;20250331 01:06;V;;;;;;
Z;32;6;6;18;
