A;066;20020603 09:56;PTHIRLWELL;
B;066;541388;1;20020603 09:56;;;;EMILY ST;THE ROCK;2655;1.335;H;20020416;20020507;115000;Z;3;;;RB;;;8591685;
C;066;541388;1;20020603 09:56;26, 27, 28//12884;
D;066;541388;1;20020603 09:56;P;;;;;;
D;066;541388;1;20020603 09:56;V;;;;;;
B;066;541506;2;20020603 09:56;;;44;NICHOLAS ST;THE ROCK;2655;1012;M;20020306;20020426;85000;Z;R;RESIDENCE;;RE;;;8569339;
C;066;541506;2;20020603 09:56;2//581622;
D;066;541506;2;20020603 09:56;P;;;;;;
D;066;541506;2;20020603 09:56;V;;;;;;
D;066;541506;2;20020603 09:56;V;;;;;;
B;066;541522;3;20020603 09:56;;;;NICHOLAS ST;THE ROCK;2655;7727;M;20020320;20020419;78000;Z;R;RESIDENCE;;RA;;;8547758;
C;066;541522;3;20020603 09:56;1, 2//199594;
D;066;541522;3;20020603 09:56;P;;;;;;
D;066;541522;3;20020603 09:56;V;;;;;;
D;066;541522;3;20020603 09:56;V;;;;;;
B;066;541739;4;20020603 09:56;;;;PH BURKE ENVIRONS;THE ROCK;2655;1.778;H;20011008;20011102;82500;Z;R;RESIDENCE;;RD;RR;;8151061;
C;066;541739;4;20020603 09:56;97//754543 Suburban Holding 1934/35 LEASE OVER PROPERTY;
D;066;541739;4;20020603 09:56;P;;;;;;
D;066;541739;4;20020603 09:56;V;;;;;;
B;066;541997;5;20020603 09:56;;;;PH GALORE;LOCKHART;2656;262.2;H;20020313;20020419;157200;R;3;FARM;;MC;;;8545359;
C;066;541997;5;20020603 09:56;1//661871 6//756417;
D;066;541997;5;20020603 09:56;P;;;;;;
D;066;541997;5;20020603 09:56;V;;;;;;
D;066;541997;5;20020603 09:56;V;;;;;;
B;066;542196;6;20020603 09:56;;;;PH LEITCH;LOCKHART;2656;28.13;H;20020313;20020328;190000;R;R;RESIDENCE;;HE;;;8555670;
C;066;542196;6;20020603 09:56;95//754555;
D;066;542196;6;20020603 09:56;P;;;;;;
D;066;542196;6;20020603 09:56;P;;;;;;
D;066;542196;6;20020603 09:56;P;;;;;;
D;066;542196;6;20020603 09:56;P;;;;;;
D;066;542196;6;20020603 09:56;V;;;;;;
D;066;542196;6;20020603 09:56;V;;;;;;
B;066;542380;7;20020603 09:56;;;73;FERRIER ST;LOCKHART;2656;1012;M;20020409;20020503;75000;Z;R;RESIDENCE;;LA;;;8621002;
C;066;542380;7;20020603 09:56;14/53/758621;
D;066;542380;7;20020603 09:56;P;;;;;;
D;066;542380;7;20020603 09:56;V;;;;;;
B;066;542393;8;20020603 09:56;;;29;FERRIER ST;LOCKHART;2656;1012;M;20011207;20011221;31200;Z;R;RESIDENCE;;LB;;;8566191;
C;066;542393;8;20020603 09:56;9//667836;
D;066;542393;8;20020603 09:56;P;;;;;;
D;066;542393;8;20020603 09:56;V;;;;;;
B;066;542445;9;20020603 09:56;;;32;GALORE ST;LOCKHART;2656;1012;M;20020218;20020417;79000;Z;R;RESIDENCE;;LB;;;8549916;
C;066;542445;9;20020603 09:56;1//528115;
D;066;542445;9;20020603 09:56;P;;;;;;
D;066;542445;9;20020603 09:56;V;;;;;;
D;066;542445;9;20020603 09:56;V;;;;;;
B;066;542490;10;20020603 09:56;;;;GREEN ST;LOCKHART;2656;874.3;M;20011101;20011130;125000;Z;R;RESIDENCE;;LD;AC;;8222128;
C;066;542490;10;20020603 09:56;2//776477 Telstra Site Number 2721 LEASE OVER PROPERTY;
D;066;542490;10;20020603 09:56;P;;;;;;
D;066;542490;10;20020603 09:56;V;;;;;;
B;066;542628;11;20020603 09:56;;;65;HEBDEN ST;LOCKHART;2656;1012;M;20011128;20011221;35000;Z;R;RESIDENCE;;LB;AC;;8243130;
C;066;542628;11;20020603 09:56;B//316312;
D;066;542628;11;20020603 09:56;P;;;;;;
D;066;542628;11;20020603 09:56;V;;;;;;
B;066;543264;12;20020603 09:56;;;;PH TOOTOOL DP'S;LOCKHART;2656;194;H;20020312;20020412;300000;R;3;FARM;;MC;;;8625481;
C;066;543264;12;20020603 09:56;22//700626;
D;066;543264;12;20020603 09:56;P;;;;;;
D;066;543264;12;20020603 09:56;P;;;;;;
D;066;543264;12;20020603 09:56;V;;;;;;
D;066;543264;12;20020603 09:56;V;;;;;;
Z;60;12;12;34;
