A;035;20011109 08:52;CDIXON;
B;035;446951;1;20011109 08:53;;;;PH CAOURA;TALLONG;2579;20.23;H;20010613;20010613;40000;R;V;VACANT LAND;;RD;;;7812850;
C;035;446951;1;20011109 08:53;68//751266;
D;035;446951;1;20011109 08:53;P;;;;;;
D;035;446951;1;20011109 08:53;P;;;;;;
D;035;446951;1;20011109 08:53;V;;;;;;
B;035;446971;2;20011109 08:53;;;;PH COOKBUNDOON;MARULAN;2579;10.81;H;20010628;20010716;282000;R;R;RESIDENCE;;HC;;;7793567;
C;035;446971;2;20011109 08:53;1//838312;
D;035;446971;2;20011109 08:53;P;;;;;;
D;035;446971;2;20011109 08:53;V;;;;;;
D;035;446971;2;20011109 08:53;V;;;;;;
B;035;446974;3;20011109 08:53;;;;PH COOKBUNDOON;MARULAN;2579;11.63;H;20010316;20010702;270000;R;R;RESIDENCE;;RC;;;7742938;
C;035;446974;3;20011109 08:53;7//867426;
D;035;446974;3;20011109 08:53;P;;;;;;
D;035;446974;3;20011109 08:53;P;;;;;;
D;035;446974;3;20011109 08:53;V;;;;;;
D;035;446974;3;20011109 08:53;V;;;;;;
B;035;446976;4;20011109 08:53;;;;PH COOKBUNDOON;MARULAN;2579;10.97;H;20010608;20010706;193000;R;R;RESIDENCE;;HC;;;7797371;
C;035;446976;4;20011109 08:53;9//867426;
D;035;446976;4;20011109 08:53;P;;;;;;
D;035;446976;4;20011109 08:53;P;;;;;;
D;035;446976;4;20011109 08:53;V;;;;;;
D;035;446976;4;20011109 08:53;V;;;;;;
B;035;447090;5;20011109 08:53;;;;PH CULLULLA;WINDELLAMA;2580;16.19;H;20010329;20010420;35000;R;3;;;HJ;;;7612043;
C;035;447090;5;20011109 08:53;35//750012 Enclosure Permit 152760 LEASE OVER PROPERTY;
D;035;447090;5;20011109 08:53;P;;;;;;
B;035;447505;6;20011109 08:53;;;;RUN-O-WATER DR;GOULBURN;2580;1.755;H;20010627;20010627;33000;R;3;;;VE;;;7794921;
C;035;447505;6;20011109 08:53;41//785528;
D;035;447505;6;20011109 08:53;P;;;;;;
D;035;447505;6;20011109 08:53;P;;;;;;
D;035;447505;6;20011109 08:53;P;;;;;;
D;035;447505;6;20011109 08:53;V;;;;;;
D;035;447505;6;20011109 08:53;V;;;;;;
B;035;447509;7;20011109 08:53;;;;RUN-O-WATER DR;GOULBURN;2580;1.3;H;20010503;20010503;95000;R;V;VACANT LAND;;VE;;;7730245;
C;035;447509;7;20011109 08:53;45//785528;
D;035;447509;7;20011109 08:53;P;;;;;;
D;035;447509;7;20011109 08:53;V;;;;;;
D;035;447509;7;20011109 08:53;V;;;;;;
