A;074;20030619 08:59;PDANN;
B;074;562779;1;20030619 08:59;;;15;COONONG ST;GRIFFITH;2680;1050;M;20030203;20030303;197000;A;R;RESIDENCE;;AB;AC;0;9454620;
C;074;562779;1;20030619 08:59;8/75/758476;
D;074;562779;1;20030619 08:59;P;;;;;;
D;074;562779;1;20030619 08:59;V;;;;;;
D;074;562779;1;20030619 08:59;V;;;;;;
B;074;563428;2;20030619 08:59;;;;FORESHAW AVE;GRIFFITH;2680;698.6;M;20030211;20030312;242000;A;R;RESIDENCE;;AB;AC;0;9454318;
C;074;563428;2;20030619 08:59;141//882875;
D;074;563428;2;20030619 08:59;P;;;;;;
D;074;563428;2;20030619 08:59;P;;;;;;
D;074;563428;2;20030619 08:59;V;;;;;;
D;074;563428;2;20030619 08:59;V;;;;;;
B;074;563757;3;20030619 08:59;;;8;GUNBAR ST;GRIFFITH;2680;891.6;M;20030206;20030314;188000;A;R;RESIDENCE;;AB;AC;0;9465553;
C;074;563757;3;20030619 08:59;8/100/758476;
D;074;563757;3;20030619 08:59;P;;;;;;
D;074;563757;3;20030619 08:59;P;;;;;;
D;074;563757;3;20030619 08:59;V;;;;;;
D;074;563757;3;20030619 08:59;V;;;;;;
B;074;563777;4;20030619 08:59;;;10 N;GUNDALINE CT;GRIFFITH;2680;691.2;M;20030212;20030321;221000;A;R;RESIDENCE;;AB;AC;0;9479468;
C;074;563777;4;20030619 08:59;102//878166;
D;074;563777;4;20030619 08:59;P;;;;;;
D;074;563777;4;20030619 08:59;P;;;;;;
D;074;563777;4;20030619 08:59;V;;;;;;
B;074;564386;5;20030619 08:59;;;14;KOOBA ST;GRIFFITH;2680;758.8;M;20021125;20030320;152000;A;R;RESIDENCE;;AA;ACI;0;9475381;
C;074;564386;5;20030619 08:59;9/65/758476;
D;074;564386;5;20030619 08:59;P;;;;;;
D;074;564386;5;20030619 08:59;V;;;;;;
D;074;564386;5;20030619 08:59;V;;;;;;
D;074;564386;5;20030619 08:59;V;;;;;;
D;074;564386;5;20030619 08:59;V;;;;;;
B;074;564687;6;20030619 08:59;;;11;LAWSON CRES;GRIFFITH;2680;948.5;M;20021202;20021202;85000;A;R;RESIDENCE;;AB;ACI;0;9471605;
C;074;564687;6;20030619 08:59;5/126/758476;
D;074;564687;6;20030619 08:59;P;;;;;;
D;074;564687;6;20030619 08:59;V;;;;;;
B;074;564795;7;20030619 08:59;;;15;MONTROSE DR;GRIFFITH;2680;760.1;M;20030117;20030214;62500;A;V;VACANT LAND;;AB;AV;0;9460043;
C;074;564795;7;20030619 08:59;63//1009389;
D;074;564795;7;20030619 08:59;P;;;;;;
D;074;564795;7;20030619 08:59;V;;;;;;
D;074;564795;7;20030619 08:59;V;;;;;;
B;074;565004;8;20030619 08:59;;;43;MARCUS ST;GRIFFITH;2680;803;M;20030204;20030228;180000;A;R;RESIDENCE;;AA;AC;0;9478829;
