A;RTSALEDATA;269;20250616 10:43;VALNET;
B;269;3061306;1;20250616 10:43;;;1;NIEMUR RAILWAY RD;NIEMUR;2733;171.2;H;20250414;20250606;300000;RU1;3;FARM;;RW;;0;AV129296;
C;269;3061306;1;20250616 10:43;1/1008081;
D;269;3061306;1;20250616 10:43;P;;;;;;
D;269;3061306;1;20250616 10:43;V;;;;;;
B;269;4103342;2;20250616 10:43;;;26;VINECOMBE LANE;BARHAM;2732;3049;M;20250422;20250606;780000;R5;R;RESIDENCE;;RR;;0;AV126488;
C;269;4103342;2;20250616 10:43;19/1240379;
D;269;4103342;2;20250616 10:43;P;;;;;;
D;269;4103342;2;20250616 10:43;P;;;;;;
D;269;4103342;2;20250616 10:43;V;;;;;;
B;269;546753;3;20250616 10:43;;;62;THYRA RD;THYRA;2731;78.5;H;20250520;20250606;398970;RU1;3;FARM;;RB1;;0;AV126370;
C;269;546753;3;20250616 10:43;62/661323;
D;269;546753;3;20250616 10:43;P;;;;;;
D;269;546753;3;20250616 10:43;V;;;;;;
B;269;546811;4;20250616 10:43;WINDY HOLLOW;;1012;BARHAM RD;DENILIQUIN;2710;40;H;20250424;20250606;260000;RU1;3;FARM;;RF1;;0;AV129285;
C;269;546811;4;20250616 10:43;2/747604;
D;269;546811;4;20250616 10:43;P;;;;;;
D;269;546811;4;20250616 10:43;P;;;;;;
D;269;546811;4;20250616 10:43;V;;;;;;
B;269;547071;5;20250616 10:43;;;3;MAYFIELD CT;MOAMA;2731;5833;M;20250520;20250606;950000;R5;R;RESIDENCE;;RR4;;0;AV126322;
C;269;547071;5;20250616 10:43;8/702867;
D;269;547071;5;20250616 10:43;P;;;;;;
D;269;547071;5;20250616 10:43;V;;;;;;
D;269;547071;5;20250616 10:43;V;;;;;;
B;269;3201110;6;20250616 10:43;;;2 A;GLENCOE BVD;MOAMA;2731;;;20250416;20250606;575000;;R;RESIDENCE;2;;;0;AV126275;
C;269;3201110;6;20250616 10:43;2/SP75730;
D;269;3201110;6;20250616 10:43;P;;;;;;
D;269;3201110;6;20250616 10:43;V;;;;;;
B;269;3745682;7;20250616 10:43;;1;5;CHANTER ST;MOAMA;2731;361;M;20250409;20250606;470000;;R;RESIDENCE;1;;;0;AV127929;
C;269;3745682;7;20250616 10:43;1/SP89252;
D;269;3745682;7;20250616 10:43;P;;;;;;
D;269;3745682;7;20250616 10:43;V;;;;;;
Z;33;7;7;17;
