A;188;20030619 09:13;PDANN;
B;188;1855036;1;20030619 09:13;BLAIR ATHOL;;;WARIALDA RD;INVERELL;2360;21.81;H;20021220;20030220;715000;R;R;RESIDENCE;;RF;RR;0;9456784;
C;188;1855036;1;20030619 09:13;1//380114;
D;188;1855036;1;20030619 09:13;P;;;;;;
D;188;1855036;1;20030619 09:13;V;;;;;;
D;188;1855036;1;20030619 09:13;V;;;;;;
B;188;1855704;2;20030619 09:13;;;;PH BYRON;INVERELL;2360;18.68;H;20030130;20030314;121000;R;3;FARM;;RF;RF;0;9468524;
C;188;1855704;2;20030619 09:13;220//665487;
D;188;1855704;2;20030619 09:13;P;;;;;;
D;188;1855704;2;20030619 09:13;V;;;;;;
B;188;1855955;3;20030619 09:13;;;3488;BUNDARRA RD;GILGAI;2360;3.836;H;20030206;20030221;165000;R;R;RESIDENCE;;RG;RR;0;9424116;
C;188;1855955;3;20030619 09:13;3//825243;
D;188;1855955;3;20030619 09:13;P;;;;;;
D;188;1855955;3;20030619 09:13;P;;;;;;
D;188;1855955;3;20030619 09:13;V;;;;;;
B;188;1856302;4;20030619 09:13;;;;ELSMORE RD;INVERELL;2360;7.77;H;20021229;20030122;145000;R;R;RESIDENCE;;RS;RR;0;9407067;
C;188;1856302;4;20030619 09:13;4//846739;
D;188;1856302;4;20030619 09:13;P;;;;;;
D;188;1856302;4;20030619 09:13;P;;;;;;
D;188;1856302;4;20030619 09:13;V;;;;;;
B;188;1856341;5;20030619 09:13;KEETAH DOWNS;;;KEETAH RD CAMP CREEK;YELARBON;4388;2104;H;20021204;20021219;1335000;R;3;FARM/RURAL;;RN;RM;0;9365897;
C;188;1856341;5;20030619 09:13;28, 30//704656 16, 19//750094 . . . . WB 126377 WB 125126 WB 125127 WB;
C;188;1856341;5;20030619 09:13; 249608;
D;188;1856341;5;20030619 09:13;P;;;;;;
D;188;1856341;5;20030619 09:13;V;;;;;;
B;188;1856749;6;20030619 09:13;;;LOT3;AUBURN VALE RD;INVERELL;2360;2;H;20030203;20030317;45000;R;V;VACANT LAND;;RS;RV;0;9477664;
C;188;1856749;6;20030619 09:13;3//879495;
D;188;1856749;6;20030619 09:13;P;;;;;;
D;188;1856749;6;20030619 09:13;V;;;;;;
B;188;1856929;7;20030619 09:13;;;41;AUBURN VALE RD;INVERELL;2360;;;20030203;20030212;93000;A;R;RESIDENCE;;AJ;AC;0;9473349;
C;188;1856929;7;20030619 09:13;10//202029;
D;188;1856929;7;20030619 09:13;P;;;;;;
D;188;1856929;7;20030619 09:13;P;;;;;;
D;188;1856929;7;20030619 09:13;V;;;;;;
B;188;1856960;8;20030619 09:13;;;48;AUBURN VALE RD;INVERELL;2360;724.7;M;20030205;20030214;153000;A;R;RESIDENCE;;AJ;AC;0;9487177;
C;188;1856960;8;20030619 09:13;8//245869;
D;188;1856960;8;20030619 09:13;P;;;;;;
D;188;1856960;8;20030619 09:13;P;;;;;;
D;188;1856960;8;20030619 09:13;V;;;;;;
D;188;1856960;8;20030619 09:13;V;;;;;;
B;188;1857075;9;20030619 09:13;;;13;BENNETT ST;INVERELL;2360;663.9;M;20030124;20030219;75000;A;R;RESIDENCE;;AL;AC;0;9453659;
C;188;1857075;9;20030619 09:13;1//20451;
D;188;1857075;9;20030619 09:13;P;;;;;;
D;188;1857075;9;20030619 09:13;V;;;;;;
B;188;1857252;10;20030619 09:13;;;96;BRAE ST;INVERELL;2360;1012;M;20030214;20030314;140000;A;R;RESIDENCE;;AP;AC;0;9467247;
C;188;1857252;10;20030619 09:13;A//321995;
D;188;1857252;10;20030619 09:13;P;;;;;;
D;188;1857252;10;20030619 09:13;P;;;;;;
D;188;1857252;10;20030619 09:13;V;;;;;;
D;188;1857252;10;20030619 09:13;V;;;;;;
B;188;1858047;11;20030619 09:13;;;37;EUGENE ST;INVERELL;2360;613.1;M;20030324;20030324;30000;A;R;RESIDENCE;;AR;AC;0;9488031;
C;188;1858047;11;20030619 09:13;26//248961;
D;188;1858047;11;20030619 09:13;P;;;;;;
D;188;1858047;11;20030619 09:13;P;;;;;;
D;188;1858047;11;20030619 09:13;V;;;;;;
B;188;1858232;12;20030619 09:13;;;45;GEORGE ST;INVERELL;2360;1100;M;20020717;20020821;75000;A;R;RESIDENCE;;AC;AC;0;9480075;
C;188;1858232;12;20030619 09:13;A//335431;
D;188;1858232;12;20030619 09:13;P;;;;;;
D;188;1858232;12;20030619 09:13;P;;;;;;
D;188;1858232;12;20030619 09:13;V;;;;;;
B;188;1858305;13;20030619 09:13;;;11;GILCHRIST ST;INVERELL;2360;834.7;M;20021227;20030207;55000;A;R;RESIDENCE;;AG;AC;0;9452238;
C;188;1858305;13;20030619 09:13;15//35315;
D;188;1858305;13;20030619 09:13;P;;;;;;
D;188;1858305;13;20030619 09:13;V;;;;;;
D;188;1858305;13;20030619 09:13;V;;;;;;
D;188;1858305;13;20030619 09:13;V;;;;;;
B;188;1858467;14;20030619 09:13;;;15;GORDON ST;INVERELL;2360;803;M;20030217;20030314;102000;A;R;RESIDENCE;;AG;AC;0;9464603;
C;188;1858467;14;20030619 09:13;7//18585;
D;188;1858467;14;20030619 09:13;P;;;;;;
D;188;1858467;14;20030619 09:13;V;;;;;;
B;188;1858486;15;20030619 09:13;;;57;GORDON ST;INVERELL;2360;824;M;20030204;20030228;190000;A;R;RESIDENCE;;AA;AC;0;9485171;
C;188;1858486;15;20030619 09:13;16//259258;
D;188;1858486;15;20030619 09:13;P;;;;;;
D;188;1858486;15;20030619 09:13;V;;;;;;
B;188;1858868;16;20030619 09:13;;;21;HIGH ST;INVERELL;2360;834.7;M;20030130;20030228;85000;A;R;RESIDENCE;;AG;AC;0;9478794;
C;188;1858868;16;20030619 09:13;17/10/2173;
D;188;1858868;16;20030619 09:13;P;;;;;;
D;188;1858868;16;20030619 09:13;P;;;;;;
D;188;1858868;16;20030619 09:13;V;;;;;;
B;188;1859546;17;20030619 09:13;;;35;MAY ST;INVERELL;2360;809.4;M;20030204;20030307;84000;A;3;HOUSE;;AP;AC;0;9482594;
C;188;1859546;17;20030619 09:13;2//23123;
D;188;1859546;17;20030619 09:13;P;;;;;;
D;188;1859546;17;20030619 09:13;V;;;;;;
B;188;1860533;18;20030619 09:13;;;;STIRLING ST;INVERELL;2360;750;M;20030115;20030228;81000;A;R;RESIDENCE;;AQ;AC;0;9462879;
C;188;1860533;18;20030619 09:13;1//704034;
D;188;1860533;18;20030619 09:13;P;;;;;;
D;188;1860533;18;20030619 09:13;P;;;;;;
D;188;1860533;18;20030619 09:13;V;;;;;;
D;188;1860533;18;20030619 09:13;V;;;;;;
B;188;1861352;19;20030619 09:13;;;;INVERELL ST;LITTLE PLAIN;2360;27.22;H;20021220;20030129;100000;R;R;RESIDENCE;;RF;RF;0;9359717;
C;188;1861352;19;20030619 09:13;2//984289;
D;188;1861352;19;20030619 09:13;P;;;;;;
D;188;1861352;19;20030619 09:13;P;;;;;;
D;188;1861352;19;20030619 09:13;V;;;;;;
B;188;1861937;20;20030619 09:13;;;;WARIALDA ST;YETMAN;2410;4047;M;20030205;20030320;35000;A;R;RESIDENCE;;VY;AC;0;9483242;
C;188;1861937;20;20030619 09:13;6, 7/5/759142;
D;188;1861937;20;20030619 09:13;P;;;;;;
D;188;1861937;20;20030619 09:13;P;;;;;;
D;188;1861937;20;20030619 09:13;V;;;;;;
D;188;1861937;20;20030619 09:13;V;;;;;;
B;188;2976545;21;20030619 09:13;;;;'RETFORD SPRINGS & EAST RIDGEL;BONSHAW;2361;1851.6;H;20021219;20030221;475000;R;3;FARM;;RN;RG;0;9410863;
C;188;2976545;21;20030619 09:13;22//44694 5//239738 10, 11, 13, 14, 15, 16//750119 WILDLIFE REFUGE NO.;
C;188;2976545;21;20030619 09:13; 4195 . WB 031427;
D;188;2976545;21;20030619 09:13;P;;;;;;
D;188;2976545;21;20030619 09:13;V;;;;;;
Z;106;21;23;60;
