A;124;20020603 10:18;PTHIRLWELL;
B;124;1265722;1;20020603 10:18;;;23;AGLAND CRES;ORANGE;2800;930.6;M;20020418;20020517;174000;A;R;RESIDENCE;;AS;;;8618759;
C;124;1265722;1;20020603 10:18;186//851293;
D;124;1265722;1;20020603 10:18;P;;;;;;
D;124;1265722;1;20020603 10:18;V;;;;;;
B;124;1265751;2;20020603 10:18;;;1;ALAN RIDLEY PL;ORANGE;2800;644.3;M;20020218;20020402;180000;A;R;RESIDENCE;;AG;;;8549402;
C;124;1265751;2;20020603 10:18;21//830947;
D;124;1265751;2;20020603 10:18;P;;;;;;
D;124;1265751;2;20020603 10:18;P;;;;;;
D;124;1265751;2;20020603 10:18;V;;;;;;
B;124;1265766;3;20020603 10:18;;;16;ALAN RIDLEY PL;ORANGE;2800;721.5;M;20020318;20020422;177000;A;R;RESIDENCE;;AG;AC;;8585261;
C;124;1265766;3;20020603 10:18;6//830947;
D;124;1265766;3;20020603 10:18;P;;;;;;
D;124;1265766;3;20020603 10:18;P;;;;;;
D;124;1265766;3;20020603 10:18;V;;;;;;
B;124;1265791;4;20020603 10:18;;;13;ALBION PL;ORANGE;2800;699.9;M;20020116;20020129;226500;A;R;RESIDENCE;;AS;;;8635755;
C;124;1265791;4;20020603 10:18;318//878656;
D;124;1265791;4;20020603 10:18;P;;;;;;
D;124;1265791;4;20020603 10:18;P;;;;;;
D;124;1265791;4;20020603 10:18;V;;;;;;
D;124;1265791;4;20020603 10:18;V;;;;;;
B;124;1265905;5;20020603 10:18;;;46;ALLENBY RD;ORANGE;2800;1214;M;20020402;20020430;199000;A;R;RESIDENCE;;AP;;;8622032;
C;124;1265905;5;20020603 10:18;21/5/9684;
D;124;1265905;5;20020603 10:18;P;;;;;;
D;124;1265905;5;20020603 10:18;P;;;;;;
D;124;1265905;5;20020603 10:18;V;;;;;;
D;124;1265905;5;20020603 10:18;V;;;;;;
B;124;1266049;6;20020603 10:18;;;19;AMANGU CL;ORANGE;2800;863.6;M;20020417;20020522;214000;A;R;RESIDENCE;;AE;;;8628335;
C;124;1266049;6;20020603 10:18;93//259728;
D;124;1266049;6;20020603 10:18;P;;;;;;
D;124;1266049;6;20020603 10:18;P;;;;;;
D;124;1266049;6;20020603 10:18;V;;;;;;
D;124;1266049;6;20020603 10:18;V;;;;;;
B;124;1266217;7;20020603 10:18;;;121;ANSON ST;ORANGE;2800;822;M;20020318;20020415;109000;A;R;RESIDENCE;;AE;;;8638245;
C;124;1266217;7;20020603 10:18;1//22430;
D;124;1266217;7;20020603 10:18;P;;;;;;
D;124;1266217;7;20020603 10:18;V;;;;;;
B;124;1266352;8;20020603 10:18;;;500;ANSON ST;ORANGE;2800;375.9;M;20020408;20020510;136500;A;R;RESIDENCE;;AS;;;8611748;
C;124;1266352;8;20020603 10:18;100//1015017;
D;124;1266352;8;20020603 10:18;P;;;;;;
D;124;1266352;8;20020603 10:18;V;;;;;;
D;124;1266352;8;20020603 10:18;V;;;;;;
B;124;1266574;9;20020603 10:18;;;1;ANNABELLE CL;ORANGE;2800;808.1;M;20011221;20020403;52000;A;V;VACANT LAND;;SH;AV;;8579454;
C;124;1266574;9;20020603 10:18;30//860472;
D;124;1266574;9;20020603 10:18;P;;;;;;
D;124;1266574;9;20020603 10:18;P;;;;;;
D;124;1266574;9;20020603 10:18;V;;;;;;
D;124;1266574;9;20020603 10:18;V;;;;;;
B;124;1266587;10;20020603 10:18;;;8;ANTHONY CRES;ORANGE;2800;657.9;M;20020314;20020426;211000;A;R;RESIDENCE;;AR;AC;;8569294;
C;124;1266587;10;20020603 10:18;14//790829;
D;124;1266587;10;20020603 10:18;P;;;;;;
D;124;1266587;10;20020603 10:18;P;;;;;;
D;124;1266587;10;20020603 10:18;V;;;;;;
D;124;1266587;10;20020603 10:18;V;;;;;;
B;124;1266607;11;20020603 10:18;;1;13;ANZAC PL;ORANGE;2800;;;20020415;20020430;74000;;R;RESIDENCE;1;;XA;;8566600;
