A;135;20031201 11:20;PDANN;
B;135;1308384;1;20031201 11:20;;30;54;AMY ST;REGENTS PARK;2143;;;20030830;20031021;298000;;R;RESIDENCE;30;;;0;AA148394;
C;135;1308384;1;20031201 11:20;30//SP 55562;
D;135;1308384;1;20031201 11:20;P;;;;;;
D;135;1308384;1;20031201 11:20;V;;;;;;
D;135;1308384;1;20031201 11:20;V;;;;;;
B;135;1308615;2;20031201 11:20;;;27;ANN ST;LIDCOMBE;2141;;;20030909;20031104;580000;A;R;RESIDENCE;;HB;;0;AA153202;
C;135;1308615;2;20031201 11:20;17//64696;
D;135;1308615;2;20031201 11:20;P;;;;;;
D;135;1308615;2;20031201 11:20;P;;;;;;
D;135;1308615;2;20031201 11:20;V;;;;;;
B;135;1308898;3;20031201 11:20;;;221 B;AUBURN RD;AUBURN;2144;556.4;M;20030730;20031029;417500;A;R;RESIDENCE;;HE;;0;AA152092;
C;135;1308898;3;20031201 11:20;1//529180;
D;135;1308898;3;20031201 11:20;P;;;;;;
D;135;1308898;3;20031201 11:20;P;;;;;;
D;135;1308898;3;20031201 11:20;V;;;;;;
B;135;1309275;4;20031201 11:20;;;3;BEACONSFIELD ST;SILVERWATER;2128;487.7;M;20031003;20031107;435000;A;R;RESIDENCE;;HA;;0;AA190433;
C;135;1309275;4;20031201 11:20;17/6/979426;
D;135;1309275;4;20031201 11:20;P;;;;;;
D;135;1309275;4;20031201 11:20;P;;;;;;
D;135;1309275;4;20031201 11:20;V;;;;;;
B;135;1309407;5;20031201 11:20;;;25;BEATRICE ST;AUBURN;2144;;;20030612;20030808;500000;A;R;RESIDENCE;;HD;;0;9907165;
C;135;1309407;5;20031201 11:20;23/7/982836;
D;135;1309407;5;20031201 11:20;P;;;;;;
D;135;1309407;5;20031201 11:20;P;;;;;;
D;135;1309407;5;20031201 11:20;P;;;;;;
D;135;1309407;5;20031201 11:20;V;;;;;;
B;135;1310026;6;20031201 11:20;;18;11;BLAXLAND AVE;NEWINGTON;2127;;;20031029;20031110;387000;;R;RESIDENCE;18;;;0;AA154936;
C;135;1310026;6;20031201 11:20;18//SP 58861;
D;135;1310026;6;20031201 11:20;P;;;;;;
D;135;1310026;6;20031201 11:20;V;;;;;;
B;135;1310076;7;20031201 11:20;;57;17;BLAXLAND AVE;NEWINGTON;2127;;;20030807;20031105;475000;;R;RESIDENCE;27;;;0;AA151616;
C;135;1310076;7;20031201 11:20;27//SP 59118;
D;135;1310076;7;20031201 11:20;P;;;;;;
D;135;1310076;7;20031201 11:20;P;;;;;;
D;135;1310076;7;20031201 11:20;V;;;;;;
B;135;1310269;8;20031201 11:20;;;38;BOMBAY ST;LIDCOMBE;2141;;;20031010;20031111;400000;A;R;RESIDENCE;;HB;;0;AA174995;
C;135;1310269;8;20031201 11:20;45/1/12474;
D;135;1310269;8;20031201 11:20;P;;;;;;
D;135;1310269;8;20031201 11:20;P;;;;;;
D;135;1310269;8;20031201 11:20;V;;;;;;
D;135;1310269;8;20031201 11:20;V;;;;;;
B;135;1310935;9;20031201 11:20;;;100;CARDIGAN ST;AUBURN;2144;490.8;M;20030912;20031024;435000;A;R;RESIDENCE;;HD;;0;AA159188;
C;135;1310935;9;20031201 11:20;17//450320;
D;135;1310935;9;20031201 11:20;P;;;;;;
D;135;1310935;9;20031201 11:20;P;;;;;;
D;135;1310935;9;20031201 11:20;V;;;;;;
B;135;1311028;10;20031201 11:20;;;86;CARNARVON ST;SILVERWATER;2128;;;20030927;20031110;490000;A;R;RESIDENCE;;HA;;0;AA173155;
C;135;1311028;10;20031201 11:20;1//6299;
D;135;1311028;10;20031201 11:20;P;;;;;;
D;135;1311028;10;20031201 11:20;V;;;;;;
B;135;1311824;11;20031201 11:20;;51;18;CLARENCE ST;LIDCOMBE;2141;;;20030815;20030926;260000;;R;RESIDENCE;51;;;0;AA41462;
C;135;1311824;11;20031201 11:20;51//SP 44258;
D;135;1311824;11;20031201 11:20;P;;;;;;
D;135;1311824;11;20031201 11:20;P;;;;;;
D;135;1311824;11;20031201 11:20;V;;;;;;
B;135;1312527;12;20031201 11:20;;;125;CUMBERLAND RD;AUBURN;2144;;;20030823;20031024;430000;A;R;RESIDENCE;;HD;;0;AA149396;
C;135;1312527;12;20031201 11:20;6/1/7097;
D;135;1312527;12;20031201 11:20;P;;;;;;
D;135;1312527;12;20031201 11:20;P;;;;;;
D;135;1312527;12;20031201 11:20;V;;;;;;
D;135;1312527;12;20031201 11:20;V;;;;;;
B;135;1312889;13;20031201 11:20;;;64;DALLEY ST;LIDCOMBE;2141;663.9;M;20030915;20031114;340000;A;R;RESIDENCE;;HB;;0;AA166354;
C;135;1312889;13;20031201 11:20;3//22031;
D;135;1312889;13;20031201 11:20;P;;;;;;
D;135;1312889;13;20031201 11:20;P;;;;;;
D;135;1312889;13;20031201 11:20;V;;;;;;
B;135;1313105;14;20031201 11:20;;11;45;DARTBROOK RD;AUBURN;2144;;;20030828;20031010;250000;;R;RESIDENCE;11;;;0;AA167342;
C;135;1313105;14;20031201 11:20;11//SP 7927;
D;135;1313105;14;20031201 11:20;P;;;;;;
D;135;1313105;14;20031201 11:20;P;;;;;;
D;135;1313105;14;20031201 11:20;V;;;;;;
B;135;1313141;15;20031201 11:20;;3;61;DARTBROOK RD;AUBURN;2144;;;20030909;20031021;232500;;R;RESIDENCE;3;;;0;AA148866;
C;135;1313141;15;20031201 11:20;3//SP 9998;
D;135;1313141;15;20031201 11:20;P;;;;;;
D;135;1313141;15;20031201 11:20;V;;;;;;
D;135;1313141;15;20031201 11:20;V;;;;;;
D;135;1313141;15;20031201 11:20;V;;;;;;
B;135;1313752;16;20031201 11:20;;;55;DERBY ST;SILVERWATER;2128;;;20030318;20030519;1762500;;R;RESIDENCE;2;;;0;AA183735;
C;135;1313752;16;20031201 11:20;2//SP 30026;
D;135;1313752;16;20031201 11:20;P;;;;;;
D;135;1313752;16;20031201 11:20;P;;;;;;
D;135;1313752;16;20031201 11:20;P;;;;;;
D;135;1313752;16;20031201 11:20;P;;;;;;
D;135;1313752;16;20031201 11:20;V;;;;;;
B;135;1314281;17;20031201 11:20;;7;7;EDWIN ST;REGENTS PARK;2143;;;20030905;20031015;220000;;R;RESIDENCE;7;;;0;AA115921;
C;135;1314281;17;20031201 11:20;7//SP 8640;
D;135;1314281;17;20031201 11:20;P;;;;;;
D;135;1314281;17;20031201 11:20;V;;;;;;
B;135;1314281;18;20031201 11:20;;13;7;EDWIN ST;REGENTS PARK;2143;;;20030911;20031023;190000;;3;HOME UNIT;13;;;0;AA161672;
C;135;1314281;18;20031201 11:20;13//SP 8640;
D;135;1314281;18;20031201 11:20;P;;;;;;
D;135;1314281;18;20031201 11:20;V;;;;;;
B;135;1315128;19;20031201 11:20;;;14;FOURTH AVE;BERALA;2141;;;20031010;20031117;395000;A;R;RESIDENCE;;HE;;0;AA187179;
C;135;1315128;19;20031201 11:20;56/5/2057;
D;135;1315128;19;20031201 11:20;P;;;;;;
D;135;1315128;19;20031201 11:20;P;;;;;;
D;135;1315128;19;20031201 11:20;V;;;;;;
D;135;1315128;19;20031201 11:20;V;;;;;;
B;135;1315161;20;20031201 11:20;;;21;FRAMPTON ST;LIDCOMBE;2141;;;20030908;20031024;580000;A;R;RESIDENCE;;HB;;0;AA153447;
C;135;1315161;20;20031201 11:20;177//14875;
D;135;1315161;20;20031201 11:20;P;;;;;;
D;135;1315161;20;20031201 11:20;P;;;;;;
D;135;1315161;20;20031201 11:20;V;;;;;;
D;135;1315161;20;20031201 11:20;V;;;;;;
B;135;1315913;21;20031201 11:20;;;3;GORMLEY ST;LIDCOMBE;2141;460.8;M;20030930;20031110;410000;A;R;RESIDENCE;;HC;;0;AA180288;
C;135;1315913;21;20031201 11:20;8//737372;
D;135;1315913;21;20031201 11:20;P;;;;;;
D;135;1315913;21;20031201 11:20;P;;;;;;
D;135;1315913;21;20031201 11:20;V;;;;;;
D;135;1315913;21;20031201 11:20;V;;;;;;
B;135;1316077;22;20031201 11:20;;;10;GRAHAM ST;AUBURN;2144;556.4;M;20030820;20031029;460000;A;R;RESIDENCE;;HE;;0;AA148009;
C;135;1316077;22;20031201 11:20;1//953132;
D;135;1316077;22;20031201 11:20;P;;;;;;
D;135;1316077;22;20031201 11:20;P;;;;;;
D;135;1316077;22;20031201 11:20;V;;;;;;
D;135;1316077;22;20031201 11:20;V;;;;;;
B;135;1316443;23;20031201 11:20;;4;65;HARROW RD;AUBURN;2144;;;20030811;20031010;210000;;R;RESIDENCE;4;;;0;AA154795;
C;135;1316443;23;20031201 11:20;4//SP 49928;
D;135;1316443;23;20031201 11:20;P;;;;;;
D;135;1316443;23;20031201 11:20;V;;;;;;
D;135;1316443;23;20031201 11:20;V;;;;;;
