A;116;20011203 13:05;CDIXON;
B;116;1238104;1;20011203 13:05;;;2;HUTTON ST;BOGAN GATE;2876;2024;M;20011009;20011029;34500;Z;R;RESIDENCE;;ZB;;;8087729;
C;116;1238104;1;20011203 13:05;1, 2/3/758125;
D;116;1238104;1;20011203 13:05;P;;;;;;
D;116;1238104;1;20011203 13:05;V;;;;;;
B;116;1238681;2;20011203 13:05;;;97;BOORI ST;PEAK HILL;2869;2023.2;M;20010918;20011102;25000;Z;R;RESIDENCE;;ZP;;;8114213;
C;116;1238681;2;20011203 13:05;11, 12/6/758832;
D;116;1238681;2;20011203 13:05;P;;;;;;
D;116;1238681;2;20011203 13:05;V;;;;;;
B;116;1238999;3;20011203 13:05;;;130;EUCHIE ST;PEAK HILL;2869;1012;M;20010829;20011011;50000;Z;R;RESIDENCE;;ZP;;;8068455;
C;116;1238999;3;20011203 13:05;5/23/758832;
D;116;1238999;3;20011203 13:05;P;;;;;;
D;116;1238999;3;20011203 13:05;P;;;;;;
D;116;1238999;3;20011203 13:05;V;;;;;;
B;116;1239045;4;20011203 13:05;;;47;HOWARD ST;PEAK HILL;2869;1012;M;20011011;20011030;50000;Z;R;RESIDENCE;;ZP;;;8108191;
C;116;1239045;4;20011203 13:05;14/13/758832;
D;116;1239045;4;20011203 13:05;P;;;;;;
D;116;1239045;4;20011203 13:05;P;;;;;;
D;116;1239045;4;20011203 13:05;V;;;;;;
D;116;1239045;4;20011203 13:05;V;;;;;;
B;116;1239909;5;20011203 13:05;;;;GOBONDERY ST;TRUNDLE;2875;1998;M;20010918;20010928;20000;Z;R;RESIDENCE;;ZF;;;8020901;
C;116;1239909;5;20011203 13:05;C//33887 6//957239;
D;116;1239909;5;20011203 13:05;P;;;;;;
D;116;1239909;5;20011203 13:05;V;;;;;;
B;116;1240451;6;20011203 13:05;;;32;BARTON ST;PARKES;2870;1670.3;M;20010913;20011026;165000;Z;R;RESIDENCE;;AA;;;8093090;
C;116;1240451;6;20011203 13:05;5//215112;
D;116;1240451;6;20011203 13:05;P;;;;;;
D;116;1240451;6;20011203 13:05;P;;;;;;
D;116;1240451;6;20011203 13:05;V;;;;;;
B;116;1240484;7;20011203 13:05;;;3;BASIL AVE;PARKES;2870;572;M;20010928;20011107;67000;Z;R;RESIDENCE;;AP;;;8115052;
C;116;1240484;7;20011203 13:05;9//263553;
D;116;1240484;7;20011203 13:05;P;;;;;;
D;116;1240484;7;20011203 13:05;V;;;;;;
B;116;1240557;8;20011203 13:05;;;13;BILLABONG CRES;PARKES;2870;4154;M;20011011;20011101;321000;R;R;RESIDENCE;;RR;;;8113950;
C;116;1240557;8;20011203 13:05;3//804705;
D;116;1240557;8;20011203 13:05;P;;;;;;
D;116;1240557;8;20011203 13:05;P;;;;;;
D;116;1240557;8;20011203 13:05;V;;;;;;
D;116;1240557;8;20011203 13:05;V;;;;;;
B;116;1240711;9;20011203 13:05;;;8;BOLLINGER ST;PARKES;2870;;;20010928;20011031;47000;Z;R;RESIDENCE;;AJ;;;8090740;
C;116;1240711;9;20011203 13:05;5//12374;
D;116;1240711;9;20011203 13:05;P;;;;;;
D;116;1240711;9;20011203 13:05;P;;;;;;
D;116;1240711;9;20011203 13:05;V;;;;;;
B;116;1240741;10;20011203 13:05;;;78;BROLGAN RD;PARKES;2870;741.6;M;20011002;20011024;137500;Z;R;RESIDENCE;;AN;;;8064225;
C;116;1240741;10;20011203 13:05;5//838720;
D;116;1240741;10;20011203 13:05;P;;;;;;
D;116;1240741;10;20011203 13:05;P;;;;;;
D;116;1240741;10;20011203 13:05;V;;;;;;
B;116;1240901;11;20011203 13:05;;;25;CALLAGHAN ST;PARKES;2870;;;20010612;20011023;82000;Z;3;;;AG;;;8079559;
C;116;1240901;11;20011203 13:05;9//236147;
D;116;1240901;11;20011203 13:05;P;;;;;;
D;116;1240901;11;20011203 13:05;V;;;;;;
B;116;1241052;12;20011203 13:05;;;25;CHARLES RIGG AVE;PARKES;2870;805;M;20010716;20010816;20000;Z;V;VACANT LAND;;AL;;;8092648;
C;116;1241052;12;20011203 13:05;4//853406;
D;116;1241052;12;20011203 13:05;P;;;;;;
D;116;1241052;12;20011203 13:05;V;;;;;;
B;116;1241195;13;20011203 13:05;;;288;CLARINDA ST;PARKES;2870;101.2;M;20010828;20010925;215000;Z;3;COMEMRCIAL PR;;BA;;;8063565;
C;116;1241195;13;20011203 13:05;1//398260;
D;116;1241195;13;20011203 13:05;P;;;;;;
D;116;1241195;13;20011203 13:05;P;;;;;;
D;116;1241195;13;20011203 13:05;V;;;;;;
D;116;1241195;13;20011203 13:05;V;;;;;;
B;116;1241256;14;20011203 13:05;;;383;CLARINDA ST;PARKES;2870;;;20010919;20011102;66000;Z;R;RESIDENCE;;AD;;;8097313;
C;116;1241256;14;20011203 13:05;1//348356;
D;116;1241256;14;20011203 13:05;P;;;;;;
D;116;1241256;14;20011203 13:05;P;;;;;;
D;116;1241256;14;20011203 13:05;V;;;;;;
B;116;1241274;15;20011203 13:05;;;337;CLARINDA ST;PARKES;2870;961.1;M;20010918;20011024;137500;Z;V;VACANT LAND;;BB;;;8074189;
C;116;1241274;15;20011203 13:05;1//972892;
D;116;1241274;15;20011203 13:05;P;;;;;;
D;116;1241274;15;20011203 13:05;P;;;;;;
D;116;1241274;15;20011203 13:05;V;;;;;;
B;116;1241303;16;20011203 13:05;;;229;CLARINDA ST;PARKES;2870;;;20010927;20011026;250000;Z;V;VACANT LAND;;BA;;;8078276;
C;116;1241303;16;20011203 13:05;C//400116;
D;116;1241303;16;20011203 13:05;P;;;;;;
D;116;1241303;16;20011203 13:05;P;;;;;;
D;116;1241303;16;20011203 13:05;V;;;;;;
