A;199;20020109 10:40;PDANN;
B;199;1880022;1;20020109 10:40;DAMA PARK;;;JACKSONS RD;ARDING;2350;15.26;H;20010823;20010830;165000;R;R;RESIDENCE;;RB;RF;;7940000;
C;199;1880022;1;20020109 10:40;1//549483;
D;199;1880022;1;20020109 10:40;P;;;;;;
D;199;1880022;1;20020109 10:40;P;;;;;;
D;199;1880022;1;20020109 10:40;V;;;;;;
B;199;1880025;2;20020109 10:40;WILLS FLAT- LOT 1;;;HAWTHORN DR;ARDING;2350;44.73;H;20010704;20010810;330000;R;3;FARMLET;;HX;RF;;7901853;
C;199;1880025;2;20020109 10:40;1//739872;
D;199;1880025;2;20020109 10:40;P;;;;;;
D;199;1880025;2;20020109 10:40;P;;;;;;
D;199;1880025;2;20020109 10:40;V;;;;;;
D;199;1880025;2;20020109 10:40;V;;;;;;
B;199;1880089;3;20020109 10:40;;;;;URALLA;2358;8.847;H;20010531;20010925;175000;R;R;RESIDENCE;;RB;RF;;7987492;
C;199;1880089;3;20020109 10:40;115, 292, 305//755807;
D;199;1880089;3;20020109 10:40;P;;;;;;
D;199;1880089;3;20020109 10:40;P;;;;;;
D;199;1880089;3;20020109 10:40;V;;;;;;
D;199;1880089;3;20020109 10:40;V;;;;;;
B;199;1880143;4;20020109 10:40;YARRADARRA;;1;OLD KINGSTOWN RD;URALLA;2358;473.9;H;20010612;20010717;350000;R;V;VACANT LAND;;FZ;RG;;7845503;
C;199;1880143;4;20020109 10:40;81//753639;
D;199;1880143;4;20020109 10:40;P;;;;;;
D;199;1880143;4;20020109 10:40;P;;;;;;
D;199;1880143;4;20020109 10:40;V;;;;;;
B;199;1880163;5;20020109 10:40;CREEKLANDS;;;;URALLA;2358;53.12;H;20010724;20010809;120000;R;V;VACANT LAND;;RG;RGO;;7866560;
C;199;1880163;5;20020109 10:40;;
D;199;1880163;5;20020109 10:40;P;;;;;;
D;199;1880163;5;20020109 10:40;V;;;;;;
B;199;1880164;6;20020109 10:40;CREEKLANDS;;;;URALLA;2358;78.03;H;20010724;20010809;120000;R;V;VACANT LAND;;RG;RGO;;7866560;
C;199;1880164;6;20020109 10:40;;
D;199;1880164;6;20020109 10:40;P;;;;;;
D;199;1880164;6;20020109 10:40;V;;;;;;
B;199;1880419;7;20020109 10:40;;;22;SOUTER ST;BUNDARRA;2359;4047;M;20010815;20010831;82000;Z;R;RESIDENCE;;VB;AC;;7994114;
C;199;1880419;7;20020109 10:40;4, 5/19/758181;
D;199;1880419;7;20020109 10:40;P;;;;;;
D;199;1880419;7;20020109 10:40;V;;;;;;
B;199;1880712;8;20020109 10:40;LOT 4;;;DEVONCOURT RD;URALLA;2358;2;H;20010702;20010806;28000;R;V;VACANT LAND;;RH;RV;;7843980;
C;199;1880712;8;20020109 10:40;4//813559;
D;199;1880712;8;20020109 10:40;P;;;;;;
D;199;1880712;8;20020109 10:40;V;;;;;;
D;199;1880712;8;20020109 10:40;V;;;;;;
B;199;1880875;9;20020109 10:40;LOT 22;;;LENTARA RD;INVERGOWRIE;2350;2.07;H;20010227;20010330;124000;R;R;RESIDENCE;;RC;RR;;7565199;
