A;134;20011109 10:59;CDIXON;
B;134;1291613;1;20011109 10:59;;6;19;A'BECKETT AVE;ASHFIELD;2131;;;20010522;20010731;300000;;R;RESIDENCE;6;;;;7831964;
C;134;1291613;1;20011109 10:59;6//791;
D;134;1291613;1;20011109 10:59;P;;;;;;
D;134;1291613;1;20011109 10:59;P;;;;;;
D;134;1291613;1;20011109 10:59;V;;;;;;
B;134;1291823;2;20011109 10:59;;;10;ALLMAN AVE;SUMMER HILL;2130;366.7;M;20010616;20010802;810000;A;R;RESIDENCE;;ED;;;7859575;
C;134;1291823;2;20011109 10:59;10//19343;
D;134;1291823;2;20011109 10:59;P;;;;;;
D;134;1291823;2;20011109 10:59;P;;;;;;
D;134;1291823;2;20011109 10:59;V;;;;;;
B;134;1291990;3;20011109 10:59;;5;47;ALT ST;ASHFIELD;2131;;;20010616;20010727;292000;;R;RESIDENCE;5;;;;7822085;
C;134;1291990;3;20011109 10:59;5//4296;
D;134;1291990;3;20011109 10:59;P;;;;;;
D;134;1291990;3;20011109 10:59;P;;;;;;
D;134;1291990;3;20011109 10:59;V;;;;;;
B;134;1291990;4;20011109 10:59;;11;47;ALT ST;ASHFIELD;2131;;;20010627;20010809;290000;;3;UNIT;11;;;;7857685;
C;134;1291990;4;20011109 10:59;11//4296;
D;134;1291990;4;20011109 10:59;P;;;;;;
D;134;1291990;4;20011109 10:59;V;;;;;;
B;134;1291990;5;20011109 10:59;;15;47;ALT ST;ASHFIELD;2131;;;20010627;20010809;290000;;3;UNIT;15;;;;7857685;
C;134;1291990;5;20011109 10:59;15//4296;
D;134;1291990;5;20011109 10:59;P;;;;;;
D;134;1291990;5;20011109 10:59;V;;;;;;
B;134;1291990;6;20011109 10:59;;19;47;ALT ST;ASHFIELD;2131;;;20010616;20010727;292000;;R;RESIDENCE;19;;;;7822085;
C;134;1291990;6;20011109 10:59;19//4296;
D;134;1291990;6;20011109 10:59;P;;;;;;
D;134;1291990;6;20011109 10:59;P;;;;;;
D;134;1291990;6;20011109 10:59;V;;;;;;
B;134;1292438;7;20011109 10:59;;4;86;ALT ST;ASHFIELD;2131;;;20010619;20010801;140000;;3;HOME UNIT;4;;;;7840942;
C;134;1292438;7;20011109 10:59;4//SP 54689;
D;134;1292438;7;20011109 10:59;P;;;;;;
D;134;1292438;7;20011109 10:59;V;;;;;;
B;134;1292575;8;20011109 10:59;;7;36;ALT ST;ASHFIELD;2131;;;20010629;20010810;285000;;R;RESIDENCE;7;;;;7869889;
C;134;1292575;8;20011109 10:59;7//4956;
D;134;1292575;8;20011109 10:59;P;;;;;;
D;134;1292575;8;20011109 10:59;V;;;;;;
