A;057;20030501 12:39;PBARBER;
B;057;521668;1;20030501 12:39;;;104;CHARLEY ST;DENILIQUIN;2710;910.5;M;20030204;20030314;160000;A;R;RESIDENCE;;AB;;;9468966;
C;057;521668;1;20030501 12:39;11//39257 . Road Permit 2257;
D;057;521668;1;20030501 12:39;P;;;;;;
D;057;521668;1;20030501 12:39;P;;;;;;
D;057;521668;1;20030501 12:39;V;;;;;;
D;057;521668;1;20030501 12:39;V;;;;;;
B;057;521827;2;20030501 12:39;;;337;CRESSY ST;DENILIQUIN;2710;64.24;M;20030303;20030402;90000;A;R;RESIDENCE;;BS;;;9532358;
C;057;521827;2;20030501 12:39;3//629779;
D;057;521827;2;20030501 12:39;P;;;;;;
D;057;521827;2;20030501 12:39;P;;;;;;
D;057;521827;2;20030501 12:39;V;;;;;;
D;057;521827;2;20030501 12:39;V;;;;;;
B;057;521908;3;20030501 12:39;;;;CRESSY ST;DENILIQUIN;2710;563.7;M;20030129;20030228;168000;A;R;RESIDENCE;;AA;;;9528005;
C;057;521908;3;20030501 12:39;61//791682;
D;057;521908;3;20030501 12:39;P;;;;;;
D;057;521908;3;20030501 12:39;V;;;;;;
D;057;521908;3;20030501 12:39;V;;;;;;
B;057;522137;4;20030501 12:39;;;114;DECIMUS ST;DENILIQUIN;2710;809.4;M;20030226;20030324;118000;A;R;RESIDENCE;;RD;;;9543676;
C;057;522137;4;20030501 12:39;21, 22//270;
D;057;522137;4;20030501 12:39;P;;;;;;
D;057;522137;4;20030501 12:39;P;;;;;;
D;057;522137;4;20030501 12:39;V;;;;;;
D;057;522137;4;20030501 12:39;V;;;;;;
B;057;522197;5;20030501 12:39;;;101;DICK ST;DENILIQUIN;2710;910.5;M;20030303;20030408;119500;A;V;VACANT LAND;;AB;;;9533496;
C;057;522197;5;20030501 12:39;3//39257;
D;057;522197;5;20030501 12:39;P;;;;;;
D;057;522197;5;20030501 12:39;P;;;;;;
D;057;522197;5;20030501 12:39;V;;;;;;
D;057;522197;5;20030501 12:39;V;;;;;;
B;057;522396;6;20030501 12:39;`KYGALA';;;FLANAGAN'S LANE;DENILIQUIN;2710;41.18;H;20030120;20030220;591840;R;3;FARM;;FN;;;9469656;
C;057;522396;6;20030501 12:39;2//559374;
D;057;522396;6;20030501 12:39;P;;;;;;
B;057;522398;7;20030501 12:39;;;;FLANAGAN'S LANE;DENILIQUIN;2710;41.27;H;20030120;20030220;591840;R;3;FARM;;FN;;;9469656;
C;057;522398;7;20030501 12:39;PT 1//845370;
D;057;522398;7;20030501 12:39;P;;;;;;
B;057;522912;8;20030501 12:39;;;233;HENRY ST;DENILIQUIN;2710;758.8;M;20030306;20030407;95000;A;R;RESIDENCE;;AB;;;9530779;
C;057;522912;8;20030501 12:39;1//24077;
D;057;522912;8;20030501 12:39;P;;;;;;
D;057;522912;8;20030501 12:39;V;;;;;;
D;057;522912;8;20030501 12:39;V;;;;;;
B;057;523008;9;20030501 12:39;;;510;HENRY ST;DENILIQUIN;2710;688.7;M;20030304;20030415;135000;A;R;RESIDENCE;;RD;;;9545585;
C;057;523008;9;20030501 12:39;14//252310;
D;057;523008;9;20030501 12:39;P;;;;;;
D;057;523008;9;20030501 12:39;P;;;;;;
D;057;523008;9;20030501 12:39;V;;;;;;
B;057;523356;10;20030501 12:39;;;;KELLY DR;DENILIQUIN;2710;2;H;20030319;20030415;123000;R;R;RESIDENCE;;HR;;;9546517;
C;057;523356;10;20030501 12:39;4//800792;
D;057;523356;10;20030501 12:39;P;;;;;;
D;057;523356;10;20030501 12:39;P;;;;;;
D;057;523356;10;20030501 12:39;V;;;;;;
D;057;523356;10;20030501 12:39;V;;;;;;
B;057;523510;11;20030501 12:39;;;;MCCRABB RD;DENILIQUIN;2710;2;H;20021122;20021220;123000;R;R;RESIDENCE;;HR;;;9534229;
C;057;523510;11;20030501 12:39;12//249884;
D;057;523510;11;20030501 12:39;P;;;;;;
D;057;523510;11;20030501 12:39;P;;;;;;
D;057;523510;11;20030501 12:39;V;;;;;;
D;057;523510;11;20030501 12:39;V;;;;;;
B;057;523550;12;20030501 12:39;;;456;MAHER ST;DENILIQUIN;2710;1012;M;20020829;20021010;86000;A;R;RESIDENCE;;AB;;;9529945;
C;057;523550;12;20030501 12:39;6/40/758913;
D;057;523550;12;20030501 12:39;P;;;;;;
D;057;523550;12;20030501 12:39;P;;;;;;
D;057;523550;12;20030501 12:39;V;;;;;;
D;057;523550;12;20030501 12:39;V;;;;;;
B;057;523579;13;20030501 12:39;;;524;MAHER ST;DENILIQUIN;2710;1012;M;20030214;20030328;84000;A;R;RESIDENCE;;AB;;;9542079;
C;057;523579;13;20030501 12:39;7//39360;
D;057;523579;13;20030501 12:39;P;;;;;;
D;057;523579;13;20030501 12:39;V;;;;;;
B;057;524463;14;20030501 12:39;;;10;TAABINGA CT;DENILIQUIN;2710;565.4;M;20030207;20030220;77000;A;R;RESIDENCE;;RD;;;9524264;
C;057;524463;14;20030501 12:39;41//263070;
D;057;524463;14;20030501 12:39;P;;;;;;
D;057;524463;14;20030501 12:39;P;;;;;;
D;057;524463;14;20030501 12:39;V;;;;;;
D;057;524463;14;20030501 12:39;V;;;;;;
B;057;524606;15;20030501 12:39;;;352;VICTORIA ST;DENILIQUIN;2710;1214;M;20030128;20030214;211000;A;R;RESIDENCE;;RN;;;9550337;
C;057;524606;15;20030501 12:39;10//71867 1//721991;
D;057;524606;15;20030501 12:39;P;;;;;;
D;057;524606;15;20030501 12:39;V;;;;;;
D;057;524606;15;20030501 12:39;V;;;;;;
B;057;524619;16;20030501 12:39;;;384;VICTORIA ST;DENILIQUIN;2710;2390;M;20030228;20030328;178000;A;3;HOME;;RN;;;9551563;
C;057;524619;16;20030501 12:39;5//514377;
D;057;524619;16;20030501 12:39;P;;;;;;
D;057;524619;16;20030501 12:39;P;;;;;;
D;057;524619;16;20030501 12:39;V;;;;;;
B;057;524965;17;20030501 12:39;;2;356;WOOD ST;DENILIQUIN;2710;;;20030318;20030411;80000;;R;RESIDENCE;2;;;;9544229;
C;057;524965;17;20030501 12:39;2//SP 14408;
D;057;524965;17;20030501 12:39;P;;;;;;
D;057;524965;17;20030501 12:39;V;;;;;;
D;057;524965;17;20030501 12:39;V;;;;;;
Z;90;17;17;54;
