A;239;20021119 10:40;PDANN;
B;239;2635037;1;20021119 10:40;;;;CHURCH ST;BOURKE;2840;1524;M;20020313;20020521;30000;A;R;RESIDENCE;;AA;AC;;9006240;
C;239;2635037;1;20021119 10:40;21//514452;
D;239;2635037;1;20021119 10:40;P;;;;;;
D;239;2635037;1;20021119 10:40;V;;;;;;
B;239;2635335;2;20021119 10:40;;;82;HOPE ST;BOURKE;2840;670.3;M;20011010;20011121;25000;A;R;RESIDENCE;;AJ;AC;;9029196;
C;239;2635335;2;20021119 10:40;4//25525;
D;239;2635335;2;20021119 10:40;P;;;;;;
D;239;2635335;2;20021119 10:40;P;;;;;;
D;239;2635335;2;20021119 10:40;P;;;;;;
D;239;2635335;2;20021119 10:40;P;;;;;;
D;239;2635335;2;20021119 10:40;V;;;;;;
B;239;2635449;3;20021119 10:40;;;31;MERTIN ST;BOURKE;2840;1012;M;20020819;20021001;95000;B;R;RESIDENCE;;CC;;;9083266;
C;239;2635449;3;20021119 10:40;B//441234;
D;239;2635449;3;20021119 10:40;P;;;;;;
D;239;2635449;3;20021119 10:40;V;;;;;;
D;239;2635449;3;20021119 10:40;V;;;;;;
B;239;2635618;4;20021119 10:40;;;45;MOOCULTA ST;BOURKE;2840;1863;M;20020529;20020704;50000;A;R;RESIDENCE;;AJ;AC;;8980815;
C;239;2635618;4;20021119 10:40;PT B/1/3296 21//601998;
D;239;2635618;4;20021119 10:40;P;;;;;;
D;239;2635618;4;20021119 10:40;P;;;;;;
D;239;2635618;4;20021119 10:40;V;;;;;;
B;239;2635683;5;20021119 10:40;;;28;OXLEY ST;BOURKE;2840;1012;M;20020906;20021018;50000;B;3;SHOP;;CC;;;9080501;
C;239;2635683;5;20021119 10:40;1//514094;
D;239;2635683;5;20021119 10:40;P;;;;;;
D;239;2635683;5;20021119 10:40;V;;;;;;
B;239;2635766;6;20021119 10:40;;;19;SHORT ST;BOURKE;2840;910.5;M;20020315;20020508;80000;A;R;RESIDENCE;;AJ;AC;;9006189;
C;239;2635766;6;20021119 10:40;2//514820;
D;239;2635766;6;20021119 10:40;P;;;;;;
D;239;2635766;6;20021119 10:40;V;;;;;;
B;239;2636094;7;20021119 10:40;;;;'NORROCK FARM';NORTH BOURKE;2840;54.633;H;20020701;20020913;190000;R;3;FARM;;BW;RW;;8961329;
C;239;2636094;7;20021119 10:40;25//753574 Licence 202366 Western Land Lease 9611 PUMPSITE AND PIPELIN;
C;239;2636094;7;20021119 10:40;E;
D;239;2636094;7;20021119 10:40;P;;;;;;
D;239;2636094;7;20021119 10:40;P;;;;;;
D;239;2636094;7;20021119 10:40;V;;;;;;
B;239;2636779;8;20021119 10:40;;;;'KENEBREE STATION';BOURKE;2840;8732;H;20020813;20021003;540000;R;3;FARM;;WB;RG;;9015394;
C;239;2636779;8;20021119 10:40;3954//766427 Western Land Lease 8242;
D;239;2636779;8;20021119 10:40;P;;;;;;
D;239;2636779;8;20021119 10:40;P;;;;;;
D;239;2636779;8;20021119 10:40;V;;;;;;
D;239;2636779;8;20021119 10:40;V;;;;;;
B;239;2942573;9;20021119 10:40;;;37;MITCHELL ST;BOURKE;2840;872.6;M;20020630;20020630;130000;;3;BAKERY;;;BS;;9011263;
C;239;2942573;9;20021119 10:40;1//910830;
D;239;2942573;9;20021119 10:40;P;;;;;;
D;239;2942573;9;20021119 10:40;P;;;;;;
B;239;2944793;10;20021119 10:40;;;;MULGAWARRINA ST;BYROCK;2831;4047;H;20020206;20020206;2100;;V;VACANT LAND;;;AV;;8957509;
C;239;2944793;10;20021119 10:40;3, 4/66/758205;
D;239;2944793;10;20021119 10:40;P;;;;;;
Z;50;10;11;27;
