A;081;20110801 02:01;VALNET;
B;081;3477259;1;20110801 02:01;;10;7;PLEASANT CT;CARLINGFORD;2118;;;20110523;20110629;590000;;R;RESIDENCE;10;;;0;AG346923;
C;081;3477259;1;20110801 02:01;10/SP82538;
D;081;3477259;1;20110801 02:01;P;;;;;;
D;081;3477259;1;20110801 02:01;P;;;;;;
D;081;3477259;1;20110801 02:01;V;;;;;;
B;081;3478366;2;20110801 02:01;;11;9;SALISBURY RD;CASTLE HILL;2154;;;20110411;20110411;130000;;3;INDUSTRIAL;11;;;0;AG388410;
C;081;3478366;2;20110801 02:01;11/SP82780;
D;081;3478366;2;20110801 02:01;P;;;;;;
D;081;3478366;2;20110801 02:01;P;;;;;;
D;081;3478366;2;20110801 02:01;V;;;;;;
D;081;3478366;2;20110801 02:01;V;;;;;;
D;081;3478366;2;20110801 02:01;V;;;;;;
B;081;3002416;3;20110801 02:01;;;7;NORHAM MEWS;CASTLE HILL;2154;600.9;M;20110630;20110718;960000;A;R;RESIDENCE;;AX;;0;AG381103;
C;081;3002416;3;20110801 02:01;326/1051407;
D;081;3002416;3;20110801 02:01;P;;;;;;
D;081;3002416;3;20110801 02:01;V;;;;;;
B;081;2955747;4;20110801 02:01;;;24;BRIDGEVIEW CCT;BELLA VISTA;2153;770;M;20110522;20110718;625000;A;V;VACANT LAND;;AQ;;0;AG385343;
C;081;2955747;4;20110801 02:01;1029/1043484;
D;081;2955747;4;20110801 02:01;P;;;;;;
D;081;2955747;4;20110801 02:01;P;;;;;;
D;081;2955747;4;20110801 02:01;V;;;;;;
B;081;3074391;5;20110801 02:01;;;46;BENSON RD;BEAUMONT HILLS;2155;500.1;M;20110526;20110707;712500;A;R;RESIDENCE;;AY;;0;AG365758;
C;081;3074391;5;20110801 02:01;818/1062543;
D;081;3074391;5;20110801 02:01;P;;;;;;
D;081;3074391;5;20110801 02:01;P;;;;;;
D;081;3074391;5;20110801 02:01;P;;;;;;
D;081;3074391;5;20110801 02:01;V;;;;;;
B;081;3582048;6;20110801 02:01;;315;2;BROOKHOLLOW AVE;BAULKHAM HILLS;2153;;;20091119;20110617;313500;;3;OFFICE;77;;;0;AG330201;
C;081;3582048;6;20110801 02:01;77/SP85410;
D;081;3582048;6;20110801 02:01;P;;;;;;
D;081;3582048;6;20110801 02:01;P;;;;;;
D;081;3582048;6;20110801 02:01;V;;;;;;
B;081;3582048;7;20110801 02:01;;;2;BROOKHOLLOW AVE;BAULKHAM HILLS;2153;;;20090529;20110630;580000;;3;COMMERCIAL;110;;;0;AG357539;
C;081;3582048;7;20110801 02:01;110/SP85410;
D;081;3582048;7;20110801 02:01;P;;;;;;
D;081;3582048;7;20110801 02:01;V;;;;;;
B;081;3582048;8;20110801 02:01;;;2;BROOKHOLLOW AVE;BAULKHAM HILLS;2153;;;20090529;20110630;580000;;3;COMMERCIAL;111;;;0;AG357539;
C;081;3582048;8;20110801 02:01;111/SP85410;
D;081;3582048;8;20110801 02:01;P;;;;;;
D;081;3582048;8;20110801 02:01;V;;;;;;
B;081;3555372;9;20110801 02:01;;;7;MONEY CL;ROUSE HILL;2155;9696;M;20101006;20110113;2000000;I;V;VACANT LAND;;FK;;0;AG373633;
C;081;3555372;9;20110801 02:01;5/1158760;
D;081;3555372;9;20110801 02:01;P;;;;;;
D;081;3555372;9;20110801 02:01;V;;;;;;
B;081;3587436;10;20110801 02:01;;;7;MONTREUX RISE;BELLA VISTA;2153;705.2;M;20110310;20110711;610000;A;V;VACANT LAND;;AQ;;0;AG366366;
C;081;3587436;10;20110801 02:01;2201/1157558;
D;081;3587436;10;20110801 02:01;P;;;;;;
D;081;3587436;10;20110801 02:01;P;;;;;;
D;081;3587436;10;20110801 02:01;V;;;;;;
B;081;3573825;11;20110801 02:01;;2;23;CRANE RD;CASTLE HILL;2154;;;20110411;20110629;580000;;R;RESIDENCE;3;;;0;AG375713;
C;081;3573825;11;20110801 02:01;3/SP85092;
