A;230;20011109 12:47;CDIXON;
B;230;2605729;1;20011109 12:48;;;;NIXON ST;EUSTON;2737;2023;M;20010502;20010613;170000;Z;R;RESIDENCE;;ZE;;;7955467;
C;230;2605729;1;20011109 12:48;11/12/758402;
D;230;2605729;1;20011109 12:48;P;;;;;;
D;230;2605729;1;20011109 12:48;V;;;;;;
D;230;2605729;1;20011109 12:48;V;;;;;;
Z;7;1;1;3;
