A;RTSALEDATA;260;20250505 01:21;VALNET;
B;260;806819;1;20250505 01:22;;;68;BARNETTS RD;WINSTON HILLS;2153;705.2;M;20250215;20250428;1760000;R2;R;RESIDENCE;;CBA;;0;AV12065;
C;260;806819;1;20250505 01:22;13/258872;
D;260;806819;1;20250505 01:22;P;;;;;;
D;260;806819;1;20250505 01:22;P;;;;;;
D;260;806819;1;20250505 01:22;V;;;;;;
D;260;806819;1;20250505 01:22;V;;;;;;
B;260;806902;2;20250505 01:22;;;105;BARNETTS RD;WINSTON HILLS;2153;556.4;M;20250319;20250430;1284000;R2;R;RESIDENCE;;CBA;;0;AV17858;
C;260;806902;2;20250505 01:22;8/237323;
D;260;806902;2;20250505 01:22;P;;;;;;
D;260;806902;2;20250505 01:22;P;;;;;;
D;260;806902;2;20250505 01:22;V;;;;;;
B;260;823274;3;20250505 01:22;;7;1;GARDEN ST;TELOPEA;2117;;;20250318;20250429;615000;;R;RESIDENCE;7;;;0;AV14841;
C;260;823274;3;20250505 01:22;7/SP18165;
D;260;823274;3;20250505 01:22;P;;;;;;
D;260;823274;3;20250505 01:22;P;;;;;;
D;260;823274;3;20250505 01:22;V;;;;;;
B;260;805039;4;20250505 01:22;;10;16;ALLEN ST;HARRIS PARK;2150;;;20250404;20250430;445000;;R;RESIDENCE;10;;;0;AV18670;
C;260;805039;4;20250505 01:22;10/SP11109;
D;260;805039;4;20250505 01:22;P;;;;;;
D;260;805039;4;20250505 01:22;P;;;;;;
D;260;805039;4;20250505 01:22;V;;;;;;
B;260;815806;5;20250505 01:22;;;9;CHURCHILL DR;WINSTON HILLS;2153;695.6;M;20241210;20250430;1630000;R2;R;RESIDENCE;;CBA;;0;AV18333;
C;260;815806;5;20250505 01:22;9/226756;
D;260;815806;5;20250505 01:22;P;;;;;;
D;260;815806;5;20250505 01:22;V;;;;;;
D;260;815806;5;20250505 01:22;V;;;;;;
B;260;805179;6;20250505 01:22;;;18;ANCONA AVE;TOONGABBIE;2146;556.4;M;20250408;20250501;1150000;R2;R;RESIDENCE;;CXF;;0;AV23793;
C;260;805179;6;20250505 01:22;38/213416;
D;260;805179;6;20250505 01:22;P;;;;;;
D;260;805179;6;20250505 01:22;V;;;;;;
D;260;805179;6;20250505 01:22;V;;;;;;
B;260;819027;7;20250505 01:22;;5;9;DUNLOP ST;NORTH PARRAMATTA;2151;;;20250409;20250501;590000;;R;RESIDENCE;5;;;0;AV23594;
C;260;819027;7;20250505 01:22;5/SP6514;
D;260;819027;7;20250505 01:22;P;;;;;;
D;260;819027;7;20250505 01:22;V;;;;;;
