A;051;20011109 12:47;CDIXON;
B;051;504350;1;20011109 12:47;;;28;BANKER ST;BAROOGA;3644;931.8;M;20010730;20010829;105000;Z;R;RESIDENCE;;VB;;;7914660;
C;051;504350;1;20011109 12:47;1//42493;
D;051;504350;1;20011109 12:47;P;;;;;;
D;051;504350;1;20011109 12:47;P;;;;;;
D;051;504350;1;20011109 12:47;V;;;;;;
B;051;504531;2;20011109 12:47;;;41;COLLIE ST;BAROOGA;3644;1012;M;20010808;20010823;40000;Z;R;RESIDENCE;;VB;;;7906927;
C;051;504531;2;20011109 12:47;25//574086;
D;051;504531;2;20011109 12:47;P;;;;;;
D;051;504531;2;20011109 12:47;P;;;;;;
D;051;504531;2;20011109 12:47;V;;;;;;
D;051;504531;2;20011109 12:47;V;;;;;;
B;051;504542;3;20011109 12:47;;5;31;GOLF COURSE RD;BAROOGA;3644;;;20010803;20010808;120000;;R;RESIDENCE;5;;;;7948552;
C;051;504542;3;20011109 12:47;5//47258;
D;051;504542;3;20011109 12:47;P;;;;;;
D;051;504542;3;20011109 12:47;V;;;;;;
B;051;504579;4;20011109 12:47;;;43;GOLF COURSE RD;BAROOGA;3644;380.7;M;20010910;20010921;78000;Z;R;RESIDENCE;;VB;;;7982231;
C;051;504579;4;20011109 12:47;2//285149;
D;051;504579;4;20011109 12:47;P;;;;;;
D;051;504579;4;20011109 12:47;V;;;;;;
B;051;504591;5;20011109 12:47;;;43;GOLF COURSE RD;BAROOGA;3644;344;M;20010319;20010910;17000;Z;V;VACANT LAND;;VB;;;7956928;
C;051;504591;5;20011109 12:47;15//285149;
D;051;504591;5;20011109 12:47;P;;;;;;
D;051;504591;5;20011109 12:47;P;;;;;;
D;051;504591;5;20011109 12:47;V;;;;;;
B;051;505154;6;20011109 12:47;CARWELL;;;MICKLES RD;FINLEY;2713;191.6;H;20010726;20010820;245000;R;3;FARM;;RW;;;7940125;
C;051;505154;6;20011109 12:47;84//752283;
D;051;505154;6;20011109 12:47;P;;;;;;
D;051;505154;6;20011109 12:47;P;;;;;;
D;051;505154;6;20011109 12:47;P;;;;;;
D;051;505154;6;20011109 12:47;P;;;;;;
D;051;505154;6;20011109 12:47;V;;;;;;
B;051;505161;7;20011109 12:47;;;;RIVERINA HWY;FINLEY;2713;177.3;H;20010313;20010608;812600;R;R;RESIDENCE;;RW;;;7935323;
C;051;505161;7;20011109 12:47;92//752283;
D;051;505161;7;20011109 12:47;P;;;;;;
D;051;505161;7;20011109 12:47;P;;;;;;
D;051;505161;7;20011109 12:47;V;;;;;;
B;051;505199;8;20011109 12:47;;;;PLUMPTONS RD;FINLEY;2713;89.84;H;20010625;20010710;250000;R;3;FARM;;RW;;;7897113;
C;051;505199;8;20011109 12:47;2//563795;
D;051;505199;8;20011109 12:47;P;;;;;;
D;051;505199;8;20011109 12:47;V;;;;;;
B;051;505555;9;20011109 12:47;;;53;FINLEY ST;FINLEY;2713;1083;M;20010717;20010810;175000;Z;R;RESIDENCE;;FB;;;7939249;
C;051;505555;9;20011109 12:47;8//749417;
D;051;505555;9;20011109 12:47;P;;;;;;
D;051;505555;9;20011109 12:47;P;;;;;;
D;051;505555;9;20011109 12:47;V;;;;;;
D;051;505555;9;20011109 12:47;V;;;;;;
B;051;506049;10;20011109 12:47;;;16;RIVERINA HWY;FINLEY;2713;1163.5;M;20010808;20010914;75000;Z;R;RESIDENCE;;FL;;;7982212;
C;051;506049;10;20011109 12:47;1//534088;
D;051;506049;10;20011109 12:47;P;;;;;;
D;051;506049;10;20011109 12:47;V;;;;;;
B;051;506200;11;20011109 12:47;;;3;WILLIAM ST;FINLEY;2713;768.1;M;20010803;20010830;72500;Z;R;RESIDENCE;;FA;;;7914638;
C;051;506200;11;20011109 12:47;108//261753;
D;051;506200;11;20011109 12:47;P;;;;;;
D;051;506200;11;20011109 12:47;V;;;;;;
B;051;506707;12;20011109 12:47;;;16;FLYNN ST;BERRIGAN;2712;1012;M;20010820;20010907;41000;Z;R;RESIDENCE;;BR;;;7957717;
C;051;506707;12;20011109 12:47;11/1/3329;
D;051;506707;12;20011109 12:47;P;;;;;;
D;051;506707;12;20011109 12:47;P;;;;;;
D;051;506707;12;20011109 12:47;V;;;;;;
B;051;506717;13;20011109 12:47;;;9;FLYNN ST;BERRIGAN;2712;1012;M;20010724;20010810;65000;Z;R;RESIDENCE;;BR;;;7938952;
C;051;506717;13;20011109 12:47;3/3/3329;
