A;RTSALEDATA;084;20250421 01:23;VALNET;
B;084;3475178;1;20250421 01:23;;;6;AVOCA RD;TURRAMURRA;2074;834.7;M;20250226;20250415;4500000;R2;R;RESIDENCE;;REF;;0;AU980282;
C;084;3475178;1;20250421 01:23;5/15480;
D;084;3475178;1;20250421 01:23;P;;;;;;
D;084;3475178;1;20250421 01:23;V;;;;;;
D;084;3475178;1;20250421 01:23;V;;;;;;
B;084;3499250;2;20250421 01:23;;15;1215;PACIFIC HWY;TURRAMURRA;2074;;;20250317;20250414;1210000;;R;RESIDENCE;15;;;0;AU976328;
C;084;3499250;2;20250421 01:23;15/SP83283;
D;084;3499250;2;20250421 01:23;P;;;;;;
D;084;3499250;2;20250421 01:23;V;;;;;;
B;084;4242012;3;20250421 01:23;;201;12;SHINFIELD AVE;ST IVES;2075;117;M;20250321;20250416;1100000;;R;RESIDENCE;23;;;0;AU985386;
C;084;4242012;3;20250421 01:23;23/SP100105;
D;084;4242012;3;20250421 01:23;P;;;;;;
D;084;4242012;3;20250421 01:23;P;;;;;;
D;084;4242012;3;20250421 01:23;V;;;;;;
D;084;4242012;3;20250421 01:23;V;;;;;;
D;084;4242012;3;20250421 01:23;V;;;;;;
B;084;4248089;4;20250421 01:23;;107;1454;PACIFIC HWY;TURRAMURRA;2074;;;20250303;20250411;790000;;R;RESIDENCE;7;;;0;AU973123;
C;084;4248089;4;20250421 01:23;7/SP89317;
D;084;4248089;4;20250421 01:23;P;;;;;;
D;084;4248089;4;20250421 01:23;P;;;;;;
D;084;4248089;4;20250421 01:23;V;;;;;;
B;084;3557342;5;20250421 01:23;;717;8;MERRIWA ST;GORDON;2072;;;20250303;20250414;980000;;R;RESIDENCE;79;;;0;AU978078;
C;084;3557342;5;20250421 01:23;79/SP84751;
D;084;3557342;5;20250421 01:23;P;;;;;;
D;084;3557342;5;20250421 01:23;V;;;;;;
D;084;3557342;5;20250421 01:23;V;;;;;;
