A;144;20020102 13:25;PTHIRLWELL;
B;144;1559161;1;20020102 13:25;;27;111;ACACIA RD N;SUTHERLAND;2232;;;20011025;20011206;225000;;R;RESIDENCE;27;;;;8191328;
C;144;1559161;1;20020102 13:25;27//15558;
D;144;1559161;1;20020102 13:25;P;;;;;;
D;144;1559161;1;20020102 13:25;V;;;;;;
B;144;1559462;2;20020102 13:25;;;9;ADINA ST;MIRANDA;2228;600.7;M;20011018;20011129;372000;A;R;RESIDENCE;;AD;;;8163675;
C;144;1559462;2;20020102 13:25;7//25858;
D;144;1559462;2;20020102 13:25;P;;;;;;
D;144;1559462;2;20020102 13:25;P;;;;;;
D;144;1559462;2;20020102 13:25;V;;;;;;
B;144;1559488;3;20020102 13:25;;;86;AKUNA AVE;BANGOR;2234;581.8;M;20010929;20011112;459000;A;R;RESIDENCE;;RC;;;8155921;
C;144;1559488;3;20020102 13:25;1//255436;
D;144;1559488;3;20020102 13:25;P;;;;;;
D;144;1559488;3;20020102 13:25;V;;;;;;
B;144;1559509;4;20020102 13:25;;;41;AKUNA AVE;BANGOR;2234;1787;M;20011019;20011130;496000;A;R;RESIDENCE;;RC;;;8173461;
C;144;1559509;4;20020102 13:25;5//702924;
D;144;1559509;4;20020102 13:25;P;;;;;;
D;144;1559509;4;20020102 13:25;P;;;;;;
D;144;1559509;4;20020102 13:25;V;;;;;;
D;144;1559509;4;20020102 13:25;V;;;;;;
B;144;1560112;5;20020102 13:25;;10;72;ALLISON CRES;MENAI;2234;;;19990210;20000828;210000;;R;RESIDENCE;10;;;;8167909;
C;144;1560112;5;20020102 13:25;10//63437;
D;144;1560112;5;20020102 13:25;P;;;;;;
B;144;1560174;6;20020102 13:25;;13;;ALLISON CRES;MENAI;2234;;;20011012;20011123;285000;;R;RESIDENCE;13;;;;8189741;
C;144;1560174;6;20020102 13:25;13//SP 53805;
D;144;1560174;6;20020102 13:25;P;;;;;;
D;144;1560174;6;20020102 13:25;P;;;;;;
D;144;1560174;6;20020102 13:25;V;;;;;;
B;144;1560640;7;20020102 13:25;;;21;ANGOPHORA PL;ALFORDS POINT;2234;802.1;M;20010829;20011010;385000;A;V;VACANT LAND;;RD;;;8178887;
C;144;1560640;7;20020102 13:25;36//708162;
D;144;1560640;7;20020102 13:25;P;;;;;;
D;144;1560640;7;20020102 13:25;P;;;;;;
D;144;1560640;7;20020102 13:25;P;;;;;;
D;144;1560640;7;20020102 13:25;V;;;;;;
B;144;1561332;8;20020102 13:25;;2;15;ARTHUR AVE;CRONULLA;2230;;;20011029;20011203;335000;;R;RESIDENCE;2;;;;8187573;
C;144;1561332;8;20020102 13:25;2//5232;
D;144;1561332;8;20020102 13:25;P;;;;;;
D;144;1561332;8;20020102 13:25;P;;;;;;
D;144;1561332;8;20020102 13:25;V;;;;;;
D;144;1561332;8;20020102 13:25;V;;;;;;
B;144;1561636;9;20020102 13:25;;;96;ATTUNGA RD;YOWIE BAY;2228;872.6;M;20011016;20011206;790000;A;3;;;YB;;;8186303;
C;144;1561636;9;20020102 13:25;2//242716;
D;144;1561636;9;20020102 13:25;P;;;;;;
D;144;1561636;9;20020102 13:25;P;;;;;;
D;144;1561636;9;20020102 13:25;V;;;;;;
D;144;1561636;9;20020102 13:25;V;;;;;;
B;144;1561747;10;20020102 13:25;;;229;ATTUNGA RD;YOWIE BAY;2228;844.4;M;20010130;20010326;870000;A;R;RESIDENCE;;YB;;;7511348;
C;144;1561747;10;20020102 13:25;33//1018491;
D;144;1561747;10;20020102 13:25;P;;;;;;
D;144;1561747;10;20020102 13:25;V;;;;;;
B;144;1562177;11;20020102 13:25;;15;60;AUBURN ST N;SUTHERLAND;2232;;;20010914;20011026;250000;;R;RESIDENCE;15;;;;8162166;
C;144;1562177;11;20020102 13:25;15//18556;
D;144;1562177;11;20020102 13:25;P;;;;;;
D;144;1562177;11;20020102 13:25;P;;;;;;
D;144;1562177;11;20020102 13:25;V;;;;;;
D;144;1562177;11;20020102 13:25;V;;;;;;
B;144;1562290;12;20020102 13:25;;8;90;AUBURN ST S;SUTHERLAND;2232;;;20010908;20011017;392250;;3;TOWN HOUSE;8;;;;8186853;
C;144;1562290;12;20020102 13:25;8//SP 61664;
D;144;1562290;12;20020102 13:25;P;;;;;;
D;144;1562290;12;20020102 13:25;V;;;;;;
B;144;1562508;13;20020102 13:25;;;27;AVENEL RD;GYMEA BAY;2227;575.4;M;20011019;20011130;446000;A;R;RESIDENCE;;GB;;;8171020;
C;144;1562508;13;20020102 13:25;44//31319;
D;144;1562508;13;20020102 13:25;P;;;;;;
D;144;1562508;13;20020102 13:25;V;;;;;;
D;144;1562508;13;20020102 13:25;V;;;;;;
B;144;1562573;14;20020102 13:25;;;3;OFF AWATEA PL;ENGADINE;2233;771.4;M;20010926;20011207;342500;A;R;RESIDENCE;;EW;;;8203015;
C;144;1562573;14;20020102 13:25;12//237322;
D;144;1562573;14;20020102 13:25;P;;;;;;
D;144;1562573;14;20020102 13:25;P;;;;;;
D;144;1562573;14;20020102 13:25;V;;;;;;
D;144;1562573;14;20020102 13:25;V;;;;;;
B;144;1562996;15;20020102 13:25;;;38;BANDAIN AVE;KAREELA;2232;575.4;M;20011022;20011203;380000;A;R;RESIDENCE;;AS;;;8177764;
C;144;1562996;15;20020102 13:25;11//213485;
D;144;1562996;15;20020102 13:25;P;;;;;;
D;144;1562996;15;20020102 13:25;P;;;;;;
D;144;1562996;15;20020102 13:25;P;;;;;;
D;144;1562996;15;20020102 13:25;P;;;;;;
D;144;1562996;15;20020102 13:25;V;;;;;;
B;144;1563219;16;20020102 13:25;;28;17;BANGAROO ST;BANGOR;2234;;;20010913;20011019;370000;;R;RESIDENCE;28;;;;8167355;
C;144;1563219;16;20020102 13:25;28//59099;
D;144;1563219;16;20020102 13:25;P;;;;;;
D;144;1563219;16;20020102 13:25;P;;;;;;
D;144;1563219;16;20020102 13:25;V;;;;;;
B;144;1563369;17;20020102 13:25;;;129;BANKSIA AVE;ENGADINE;2233;;;20010606;20011122;370000;A;R;RESIDENCE;;AV;;;8188749;
C;144;1563369;17;20020102 13:25;5//14812;
D;144;1563369;17;20020102 13:25;P;;;;;;
D;144;1563369;17;20020102 13:25;P;;;;;;
D;144;1563369;17;20020102 13:25;V;;;;;;
D;144;1563369;17;20020102 13:25;V;;;;;;
B;144;1563446;18;20020102 13:25;;6;3;BANKSIA RD;CARINGBAH;2229;;;20011008;20011119;280500;;R;RESIDENCE;6;;;;8191102;
C;144;1563446;18;20020102 13:25;6//SP 61274;
D;144;1563446;18;20020102 13:25;P;;;;;;
D;144;1563446;18;20020102 13:25;V;;;;;;
B;144;1563545;19;20020102 13:25;;2;41;BANKSIA RD;CARINGBAH;2229;;;20011016;20011127;240000;;R;RESIDENCE;2;;;;8176488;
C;144;1563545;19;20020102 13:25;2//5124;
D;144;1563545;19;20020102 13:25;P;;;;;;
D;144;1563545;19;20020102 13:25;V;;;;;;
B;144;1563966;20;20020102 13:25;;;5 A;BASSETT PL;MENAI;2234;258.7;M;20011115;20011205;335000;A;R;RESIDENCE;;RB;;;8179541;
C;144;1563966;20;20020102 13:25;3242//853540;
D;144;1563966;20;20020102 13:25;P;;;;;;
D;144;1563966;20;20020102 13:25;P;;;;;;
D;144;1563966;20;20020102 13:25;V;;;;;;
