A;053;20011109 08:53;CDIXON;
B;053;510858;1;20011109 08:53;;;;PH NORTH CONARGO;CONARGO;2710;6.068;H;20010620;20010629;28000;R;V;VACANT LAND;;RH;;;7781717;
C;053;510858;1;20011109 08:53;10//285618;
D;053;510858;1;20011109 08:53;P;;;;;;
D;053;510858;1;20011109 08:53;P;;;;;;
D;053;510858;1;20011109 08:53;V;;;;;;
Z;7;1;1;3;
