A;072;20110801 02:00;VALNET;
B;072;3592659;1;20110801 02:00;;;;BRINDABELLA VALLEY RD;BRINDABELLA;2611;7296;M;20110424;20110701;3920;;V;VACANT LAND;;;;0;AG356471;
C;072;3592659;1;20110801 02:00;;
D;072;3592659;1;20110801 02:00;P;;;;;;
D;072;3592659;1;20110801 02:00;P;;;;;;
D;072;3592659;1;20110801 02:00;V;;;;;;
B;072;555227;2;20110801 02:00;;;20;BONZA CRES;BATLOW;2730;1056;M;20110628;20110719;17000;A;V;VACANT LAND;;BT;;0;AG383007;
C;072;555227;2;20110801 02:00;11/792682;
D;072;555227;2;20110801 02:00;P;;;;;;
D;072;555227;2;20110801 02:00;P;;;;;;
D;072;555227;2;20110801 02:00;V;;;;;;
B;072;559013;3;20110801 02:00;;1;63;MERIVALE ST;TUMUT;2720;;;20110602;20110630;208000;;R;RESIDENCE;1;;;0;AG351178;
C;072;559013;3;20110801 02:00;1/SP58338;
D;072;559013;3;20110801 02:00;P;;;;;;
D;072;559013;3;20110801 02:00;P;;;;;;
D;072;559013;3;20110801 02:00;V;;;;;;
B;072;559208;4;20110801 02:00;;;106;RICHMOND ST;TUMUT;2720;1544;M;20110603;20110718;415000;A;R;RESIDENCE;;CD;;0;AG388649;
C;072;559208;4;20110801 02:00;3, 4/111880;
D;072;559208;4;20110801 02:00;P;;;;;;
D;072;559208;4;20110801 02:00;P;;;;;;
D;072;559208;4;20110801 02:00;V;;;;;;
Z;22;4;4;12;
