A;RTSALEDATA;232;20250602 01:20;VALNET;
B;232;2611355;1;20250602 01:20;;;29;NYNGAN ST;NYNGAN;2825;1442;M;20250428;20250528;265000;R1;R;RESIDENCE;;AXK;;0;AV99719;
C;232;2611355;1;20250602 01:20;11/810592;
D;232;2611355;1;20250602 01:20;P;;;;;;
D;232;2611355;1;20250602 01:20;V;;;;;;
D;232;2611355;1;20250602 01:20;V;;;;;;
B;232;3350416;2;20250602 01:20;WOODACRE;;30;TOTTENHAM RD;NYNGAN;2825;2.19;H;20250514;20250523;480000;R5;R;RESIDENCE;;RUB;;0;AV87144;
C;232;3350416;2;20250602 01:20;5/13/758803;
D;232;3350416;2;20250602 01:20;P;;;;;;
D;232;3350416;2;20250602 01:20;P;;;;;;
D;232;3350416;2;20250602 01:20;V;;;;;;
D;232;3350416;2;20250602 01:20;V;;;;;;
Z;13;2;2;7;
