A;087;20020603 10:04;PTHIRLWELL;
B;087;753681;1;20020603 10:04;;2;58;ALMORA ST;BALMORAL;2088;;;20020323;20020506;485000;;R;RESIDENCE;2;;;;8575718;
C;087;753681;1;20020603 10:04;2//30241;
D;087;753681;1;20020603 10:04;P;;;;;;
D;087;753681;1;20020603 10:04;V;;;;;;
D;087;753681;1;20020603 10:04;V;;;;;;
B;087;753695;2;20020603 10:04;;1;40;ALMORA ST;BALMORAL;2088;;;20020301;20020510;405000;;R;RESIDENCE;1;;;;8616929;
C;087;753695;2;20020603 10:04;1//SP 8486;
D;087;753695;2;20020603 10:04;P;;;;;;
D;087;753695;2;20020603 10:04;P;;;;;;
D;087;753695;2;20020603 10:04;V;;;;;;
D;087;753695;2;20020603 10:04;V;;;;;;
B;087;754223;3;20020603 10:04;;10;139;AVENUE RD;MOSMAN;2088;;;20011208;20020221;315000;;R;RESIDENCE;10;;;;8547246;
C;087;754223;3;20020603 10:04;10//3986;
D;087;754223;3;20020603 10:04;P;;;;;;
D;087;754223;3;20020603 10:04;V;;;;;;
B;087;754289;4;20020603 10:04;;9;165;AVENUE RD;MOSMAN;2088;;;20020405;20020521;400000;;3;UNIT;9;;;;8625816;
C;087;754289;4;20020603 10:04;9//1583;
D;087;754289;4;20020603 10:04;P;;;;;;
D;087;754289;4;20020603 10:04;P;;;;;;
D;087;754289;4;20020603 10:04;V;;;;;;
D;087;754289;4;20020603 10:04;V;;;;;;
B;087;754347;5;20020603 10:04;;;98;AWABA ST;MOSMAN;2088;;;20020309;20020509;742500;A;R;RESIDENCE;;AL;;;8628459;
C;087;754347;5;20020603 10:04;A//440830;
D;087;754347;5;20020603 10:04;P;;;;;;
D;087;754347;5;20020603 10:04;V;;;;;;
B;087;754401;6;20020603 10:04;;4;32;AWABA ST;MOSMAN;2088;;;20020501;20020505;185000;;R;RESIDENCE;4;;;;8625079;
C;087;754401;6;20020603 10:04;4//SP 1065;
D;087;754401;6;20020603 10:04;P;;;;;;
D;087;754401;6;20020603 10:04;P;;;;;;
D;087;754401;6;20020603 10:04;V;;;;;;
D;087;754401;6;20020603 10:04;V;;;;;;
B;087;754425;7;20020603 10:04;;;28 A;AWABA ST;MOSMAN;2088;359.1;M;20011128;20020429;17000000;A;R;RESIDENCE;;AD;;;8548884;
C;087;754425;7;20020603 10:04;1//850341;
D;087;754425;7;20020603 10:04;P;;;;;;
D;087;754425;7;20020603 10:04;P;;;;;;
D;087;754425;7;20020603 10:04;V;;;;;;
D;087;754425;7;20020603 10:04;V;;;;;;
B;087;754540;8;20020603 10:04;;1;15;BADHAM AVE;MOSMAN;2088;;;20020304;20020415;450000;;R;RESIDENCE;1;;;;8569646;
C;087;754540;8;20020603 10:04;1//8870;
D;087;754540;8;20020603 10:04;P;;;;;;
D;087;754540;8;20020603 10:04;P;;;;;;
D;087;754540;8;20020603 10:04;V;;;;;;
B;087;754656;9;20020603 10:04;;;24;BAPAUME RD;MOSMAN;2088;;;20020118;20020411;1540000;A;R;RESIDENCE;;AB;;;8551602;
C;087;754656;9;20020603 10:04;8//10841;
D;087;754656;9;20020603 10:04;P;;;;;;
D;087;754656;9;20020603 10:04;P;;;;;;
D;087;754656;9;20020603 10:04;V;;;;;;
B;087;754901;10;20020603 10:04;;10;112;BELMONT RD;MOSMAN;2088;;;20020322;20020503;420000;;3;UNIT;10;;;;8594095;
C;087;754901;10;20020603 10:04;10//1222;
D;087;754901;10;20020603 10:04;P;;;;;;
D;087;754901;10;20020603 10:04;V;;;;;;
B;087;754901;11;20020603 10:04;;17;112;BELMONT RD;MOSMAN;2088;;;20020322;20020503;420000;;3;UNIT;17;;;;8594095;
C;087;754901;11;20020603 10:04;17//1222;
D;087;754901;11;20020603 10:04;P;;;;;;
D;087;754901;11;20020603 10:04;V;;;;;;
B;087;754944;12;20020603 10:04;;;72 A;BELMONT RD;MOSMAN;2088;;;20010920;20011213;700500;A;R;RESIDENCE;;AP;;;8551665;
C;087;754944;12;20020603 10:04;A//445582;
D;087;754944;12;20020603 10:04;P;;;;;;
D;087;754944;12;20020603 10:04;P;;;;;;
D;087;754944;12;20020603 10:04;V;;;;;;
D;087;754944;12;20020603 10:04;V;;;;;;
B;087;755040;13;20020603 10:04;;;53;BELMONT RD;MOSMAN;2088;206.6;M;20020412;20020430;1370000;A;R;RESIDENCE;;AP;;;8558338;
C;087;755040;13;20020603 10:04;3//870522;
D;087;755040;13;20020603 10:04;P;;;;;;
D;087;755040;13;20020603 10:04;P;;;;;;
D;087;755040;13;20020603 10:04;V;;;;;;
B;087;755166;14;20020603 10:04;;;51 B;BOND ST;MOSMAN;2088;339.1;M;20011218;20020503;1025000;A;R;RESIDENCE;;AL;;;8564869;
C;087;755166;14;20020603 10:04;1//858720;
D;087;755166;14;20020603 10:04;P;;;;;;
D;087;755166;14;20020603 10:04;P;;;;;;
D;087;755166;14;20020603 10:04;V;;;;;;
B;087;755196;15;20020603 10:04;;;16;BOND ST;MOSMAN;2088;;;20020222;20020405;688000;A;R;RESIDENCE;;AL;;;8594200;
C;087;755196;15;20020603 10:04;A//445286;
D;087;755196;15;20020603 10:04;P;;;;;;
D;087;755196;15;20020603 10:04;P;;;;;;
D;087;755196;15;20020603 10:04;V;;;;;;
B;087;755245;16;20020603 10:04;;6;48;BOTANIC RD;BALMORAL;2088;;;20020328;20020509;362500;;R;RESIDENCE;6;;;;8611446;
C;087;755245;16;20020603 10:04;6//843;
D;087;755245;16;20020603 10:04;P;;;;;;
D;087;755245;16;20020603 10:04;V;;;;;;
B;087;755245;17;20020603 10:04;;19;48;BOTANIC RD;BALMORAL;2088;;;20020328;20020509;362500;;R;RESIDENCE;19;;;;8611446;
C;087;755245;17;20020603 10:04;19//843;
D;087;755245;17;20020603 10:04;P;;;;;;
D;087;755245;17;20020603 10:04;V;;;;;;
B;087;755309;18;20020603 10:04;;;5;BOTANIC RD;BALMORAL;2088;;;20020308;20020419;1750000;A;R;RESIDENCE;;AE;;;8592621;
C;087;755309;18;20020603 10:04;15//16059;
D;087;755309;18;20020603 10:04;P;;;;;;
D;087;755309;18;20020603 10:04;V;;;;;;
B;087;755316;19;20020603 10:04;;;19;BOTANIC RD;BALMORAL;2088;448.9;M;20020226;20020227;2511000;A;R;RESIDENCE;;AE;;;8595700;
C;087;755316;19;20020603 10:04;2//344884;
D;087;755316;19;20020603 10:04;P;;;;;;
D;087;755316;19;20020603 10:04;V;;;;;;
D;087;755316;19;20020603 10:04;V;;;;;;
B;087;755380;20;20020603 10:04;;2;75;BRADLEYS HEAD RD;MOSMAN;2088;;;20020208;20020322;295000;;R;RESIDENCE;2;;;;8551476;
C;087;755380;20;20020603 10:04;2//1407;
D;087;755380;20;20020603 10:04;P;;;;;;
D;087;755380;20;20020603 10:04;V;;;;;;
D;087;755380;20;20020603 10:04;V;;;;;;
B;087;755442;21;20020603 10:04;;11;69;BRADLEYS HEAD RD;MOSMAN;2088;;;20020315;20020426;800000;;R;RESIDENCE;11;;;;8575747;
C;087;755442;21;20020603 10:04;11//SP 50618;
D;087;755442;21;20020603 10:04;P;;;;;;
D;087;755442;21;20020603 10:04;P;;;;;;
D;087;755442;21;20020603 10:04;V;;;;;;
B;087;756069;22;20020603 10:04;;;14;CABRAMATTA RD;MOSMAN;2088;;;20020309;20020510;1655000;A;R;RESIDENCE;;AJ;;;8639310;
C;087;756069;22;20020603 10:04;11/A/3272;
D;087;756069;22;20020603 10:04;P;;;;;;
D;087;756069;22;20020603 10:04;V;;;;;;
B;087;756128;23;20020603 10:04;;4;104;CABRAMATTA RD;MOSMAN;2088;;;20020301;20020415;385000;;R;RESIDENCE;4;;;;8593352;
C;087;756128;23;20020603 10:04;4//6941;
D;087;756128;23;20020603 10:04;P;;;;;;
D;087;756128;23;20020603 10:04;V;;;;;;
B;087;756141;24;20020603 10:04;;8;108;CABRAMATTA RD;MOSMAN;2088;;;20020315;20020426;380000;;R;RESIDENCE;8;;;;8598983;
C;087;756141;24;20020603 10:04;8//295;
D;087;756141;24;20020603 10:04;P;;;;;;
D;087;756141;24;20020603 10:04;V;;;;;;
D;087;756141;24;20020603 10:04;V;;;;;;
B;087;756177;25;20020603 10:04;;1;83;CABRAMATTA RD;MOSMAN;2088;;;20020322;20020430;918000;;3;HOME UNIT;1;;;;8554489;
C;087;756177;25;20020603 10:04;1//31965;
D;087;756177;25;20020603 10:04;P;;;;;;
D;087;756177;25;20020603 10:04;P;;;;;;
D;087;756177;25;20020603 10:04;V;;;;;;
D;087;756177;25;20020603 10:04;V;;;;;;
B;087;756234;26;20020603 10:04;;;6;CALLIOPE ST;CREMORNE;2090;;;20020222;20020510;1325000;A;R;RESIDENCE;;AK;;;8604189;
C;087;756234;26;20020603 10:04;6/B/2365;
D;087;756234;26;20020603 10:04;P;;;;;;
D;087;756234;26;20020603 10:04;V;;;;;;
D;087;756234;26;20020603 10:04;V;;;;;;
B;087;756400;27;20020603 10:04;;;40;CENTRAL AVE;BEAUTY POINT;2088;581.7;M;20020315;20020517;1260000;A;R;RESIDENCE;;AB;;;8623469;
C;087;756400;27;20020603 10:04;C//362148;
D;087;756400;27;20020603 10:04;P;;;;;;
D;087;756400;27;20020603 10:04;V;;;;;;
D;087;756400;27;20020603 10:04;V;;;;;;
B;087;756510;28;20020603 10:04;;6;11;CLIFFORD ST;SPIT JUNCTION;2088;;;20020326;20020507;705000;;R;RESIDENCE;6;;;;8610880;
C;087;756510;28;20020603 10:04;6//SP 60137;
