A;031;20020603 09:50;PTHIRLWELL;
B;031;438932;1;20020603 09:50;;;;VILLAGE COLLECTOR;COLLECTOR;2581;2544;M;20020118;20020304;172000;Z;R;RESIDENCE;;ZB;;;8592457;
C;031;438932;1;20020603 09:50;26//789632;
D;031;438932;1;20020603 09:50;P;;;;;;
D;031;438932;1;20020603 09:50;P;;;;;;
D;031;438932;1;20020603 09:50;V;;;;;;
D;031;438932;1;20020603 09:50;V;;;;;;
B;031;438933;2;20020603 09:50;;;;VILLAGE COLLECTOR;COLLECTOR;2581;2537;M;20020118;20020304;172000;Z;R;RESIDENCE;;ZB;;;8592457;
C;031;438933;2;20020603 09:50;27//789632;
D;031;438933;2;20020603 09:50;P;;;;;;
D;031;438933;2;20020603 09:50;P;;;;;;
D;031;438933;2;20020603 09:50;V;;;;;;
B;031;439095;3;20020603 09:50;;;65;GUNNING ST;DALTON;2581;2276;M;20020319;20020429;40000;Z;R;RESIDENCE;;ZC;;;8568951;
C;031;439095;3;20020603 09:50;B//157456;
D;031;439095;3;20020603 09:50;P;;;;;;
D;031;439095;3;20020603 09:50;V;;;;;;
B;031;439477;4;20020603 09:50;;;42;BIALA ST;GUNNING;2581;1897;M;20020322;20020424;115000;Z;R;RESIDENCE;;AA;;;8569412;
C;031;439477;4;20020603 09:50;20/7/758493;
D;031;439477;4;20020603 09:50;P;;;;;;
D;031;439477;4;20020603 09:50;V;;;;;;
B;031;439515;5;20020603 09:50;;;17;BIALA ST;GUNNING;2581;1919;M;20010822;20011002;91000;Z;R;RESIDENCE;;AA;;;8601810;
C;031;439515;5;20020603 09:50;11/16/758493;
D;031;439515;5;20020603 09:50;P;;;;;;
D;031;439515;5;20020603 09:50;V;;;;;;
B;031;439698;6;20020603 09:50;;;30;YASS ST;GUNNING;2581;2023;M;20020321;20020404;78000;Z;R;RESIDENCE;;AA;;;8610947;
C;031;439698;6;20020603 09:50;15/1/758493;
D;031;439698;6;20020603 09:50;P;;;;;;
D;031;439698;6;20020603 09:50;V;;;;;;
B;031;439715;7;20020603 09:50;;;33;YASS ST;GUNNING;2581;2023;M;20020402;20020422;39000;Z;R;RESIDENCE;;AA;;;8623976;
C;031;439715;7;20020603 09:50;2/2/758493;
D;031;439715;7;20020603 09:50;P;;;;;;
D;031;439715;7;20020603 09:50;V;;;;;;
B;031;439721;8;20020603 09:50;;;61;YASS ST;GUNNING;2581;1038;M;20011109;20011109;75000;Z;3;SHOP;;BA;;;8547719;
C;031;439721;8;20020603 09:50;A//320386 B//393255;
D;031;439721;8;20020603 09:50;P;;;;;;
D;031;439721;8;20020603 09:50;V;;;;;;
D;031;439721;8;20020603 09:50;V;;;;;;
B;031;439882;9;20020603 09:50;;;;;;;24.28;H;20020404;20020516;170000;R;3;FARM;;RA;;;8623866;
C;031;439882;9;20020603 09:50;226, 233//754125;
D;031;439882;9;20020603 09:50;P;;;;;;
D;031;439882;9;20020603 09:50;P;;;;;;
D;031;439882;9;20020603 09:50;P;;;;;;
D;031;439882;9;20020603 09:50;P;;;;;;
D;031;439882;9;20020603 09:50;V;;;;;;
B;031;439917;10;20020603 09:50;;;;PH LAMPTON;GURRUNDA;2581;211.3;H;20020308;20020506;512500;R;3;FARM/RURAL;;GB;;;8584573;
C;031;439917;10;20020603 09:50;1//711120 Enclosure Permit 027880 LEASE OVER PROPERTY;
D;031;439917;10;20020603 09:50;P;;;;;;
D;031;439917;10;20020603 09:50;P;;;;;;
D;031;439917;10;20020603 09:50;V;;;;;;
B;031;439941;11;20020603 09:50;;;;PH LAMPTON;GURRUNDA;2581;214.2;H;20010420;20010810;295000;R;V;VACANT LAND;;GB;;;8580213;
C;031;439941;11;20020603 09:50;322, 349//754126 Road Permit 31/14 LEASE OVER PROPERTY;
D;031;439941;11;20020603 09:50;P;;;;;;
D;031;439941;11;20020603 09:50;P;;;;;;
D;031;439941;11;20020603 09:50;V;;;;;;
D;031;439941;11;20020603 09:50;V;;;;;;
B;031;440225;12;20020603 09:50;;;;MARYVALE RD;RYE PARK;2586;32.27;H;20020419;20020419;19000;R;V;VACANT LAND;;RA;;;8547666;
C;031;440225;12;20020603 09:50;127, 212//754139 Enclosure Permit 036577 .;
D;031;440225;12;20020603 09:50;P;;;;;;
D;031;440225;12;20020603 09:50;V;;;;;;
B;031;2847248;13;20020603 09:50;;;;GUNDAROO RD;GUNDAROO;2620;10.73;H;20010213;20010514;125000;R;V;VACANT LAND;;RE;;;8543845;
C;031;2847248;13;20020603 09:50;31//1004562;
D;031;2847248;13;20020603 09:50;P;;;;;;
Z;63;13;13;35;
