A;656;20031117 14:06;PDANN;
B;656;2717314;1;20031117 14:06;;;507;ROLLANDS PLAINS RD;TELEGRAPH POINT;2441;2.539;H;20030806;20031013;545000;R;3;FARM/RURAL;;WY;;0;AA104246;
C;656;2717314;1;20031117 14:06;2//809480;
D;656;2717314;1;20031117 14:06;P;;;;;;
D;656;2717314;1;20031117 14:06;V;;;;;;
B;656;2717622;2;20031117 14:06;;;58;WARREW CRES;WAUCHOPE;2446;6737;M;20030903;20031001;339000;R;R;RESIDENCE;;MQ;;0;AA107071;
C;656;2717622;2;20031117 14:06;45//794316;
D;656;2717622;2;20031117 14:06;P;;;;;;
D;656;2717622;2;20031117 14:06;P;;;;;;
D;656;2717622;2;20031117 14:06;V;;;;;;
D;656;2717622;2;20031117 14:06;V;;;;;;
B;656;2718014;3;20031117 14:06;;;310;BLACKMANS POINT RD;BLACKMANS POINT;2444;3.237;H;20030904;20031017;537500;R;R;RESIDENCE;;MU;;0;AA124644;
C;656;2718014;3;20031117 14:06;7//239327;
D;656;2718014;3;20031117 14:06;P;;;;;;
D;656;2718014;3;20031117 14:06;V;;;;;;
B;656;2718586;4;20031117 14:06;;;2;KIRMINGTON TCE;WEST HAVEN;2443;680;M;20030807;20031003;340000;A;R;RESIDENCE;;DD;;0;AA133287;
C;656;2718586;4;20031117 14:06;23//839301;
D;656;2718586;4;20031117 14:06;P;;;;;;
D;656;2718586;4;20031117 14:06;P;;;;;;
D;656;2718586;4;20031117 14:06;V;;;;;;
D;656;2718586;4;20031117 14:06;V;;;;;;
B;656;2719070;5;20031117 14:06;;;20;PRINCE OF WALES DR;DUNBOGAN;2443;780.6;M;20030901;20031015;440000;A;R;RESIDENCE;;DK;;0;AA124889;
C;656;2719070;5;20031117 14:06;89//1010381;
D;656;2719070;5;20031117 14:06;P;;;;;;
D;656;2719070;5;20031117 14:06;P;;;;;;
D;656;2719070;5;20031117 14:06;V;;;;;;
D;656;2719070;5;20031117 14:06;V;;;;;;
B;656;2719394;6;20031117 14:06;;;13;CASUARINA DR;WEST HAVEN;2443;926;M;20030926;20031027;425000;A;R;RESIDENCE;;DD;;0;AA113357;
C;656;2719394;6;20031117 14:06;46//1013259;
D;656;2719394;6;20031117 14:06;P;;;;;;
D;656;2719394;6;20031117 14:06;P;;;;;;
D;656;2719394;6;20031117 14:06;P;;;;;;
D;656;2719394;6;20031117 14:06;V;;;;;;
D;656;2719394;6;20031117 14:06;V;;;;;;
B;656;2720279;7;20031117 14:06;;;31;LAKE ST;LAURIETON;2443;543.8;M;20030903;20031008;283000;A;R;RESIDENCE;;DH;;0;AA125063;
C;656;2720279;7;20031117 14:06;13//22153;
D;656;2720279;7;20031117 14:06;P;;;;;;
D;656;2720279;7;20031117 14:06;P;;;;;;
D;656;2720279;7;20031117 14:06;V;;;;;;
B;656;2720936;8;20031117 14:06;;2;1;TALLOWOOD CL;LAURIETON;2443;;;20031003;20031031;300000;;R;RESIDENCE;2;;;0;AA130832;
C;656;2720936;8;20031117 14:06;2//SP 43533;
D;656;2720936;8;20031117 14:06;P;;;;;;
D;656;2720936;8;20031117 14:06;V;;;;;;
B;656;2721237;9;20031117 14:06;;;34;MAIN ST;COMBOYNE;2429;;;20030808;20030919;146500;Z;R;RESIDENCE;;ZM;;0;AA114211;
C;656;2721237;9;20031117 14:06;7/2/8802;
D;656;2721237;9;20031117 14:06;P;;;;;;
D;656;2721237;9;20031117 14:06;V;;;;;;
D;656;2721237;9;20031117 14:06;V;;;;;;
B;656;2721735;10;20031117 14:06;;;;FOXES CREEK RD;KENDALL;2439;14;H;20030905;20031024;255000;R;R;RESIDENCE;;PJ;;0;AA103916;
C;656;2721735;10;20031117 14:06;3//588881 Road Permit 29/19;
D;656;2721735;10;20031117 14:06;P;;;;;;
D;656;2721735;10;20031117 14:06;P;;;;;;
D;656;2721735;10;20031117 14:06;V;;;;;;
B;656;2722116;11;20031117 14:06;;;45;RAILWAY ST;KENDALL;2439;709;M;20030819;20031001;120000;Z;R;RESIDENCE;;ZK;;0;AA120443;
C;656;2722116;11;20031117 14:06;7//249271;
D;656;2722116;11;20031117 14:06;P;;;;;;
D;656;2722116;11;20031117 14:06;V;;;;;;
B;656;2722858;12;20031117 14:06;;;24;CAMPBELL ST;WAUCHOPE;2446;2015;M;20030610;20030710;420000;A;R;RESIDENCE;;GA;;0;AA116455;
C;656;2722858;12;20031117 14:06;18/B/979174;
D;656;2722858;12;20031117 14:06;P;;;;;;
D;656;2722858;12;20031117 14:06;V;;;;;;
D;656;2722858;12;20031117 14:06;V;;;;;;
B;656;2723015;13;20031117 14:06;;;18;COLONIAL CCT;WAUCHOPE;2446;2027;M;20030901;20031013;395000;A;R;RESIDENCE;;GA;;0;AA104254;
C;656;2723015;13;20031117 14:06;24//262361;
D;656;2723015;13;20031117 14:06;P;;;;;;
D;656;2723015;13;20031117 14:06;V;;;;;;
D;656;2723015;13;20031117 14:06;V;;;;;;
D;656;2723015;13;20031117 14:06;V;;;;;;
B;656;2723606;14;20031117 14:06;;2;206;HIGH ST;WAUCHOPE;2446;;;20030813;20030910;350000;;3;COMEMRCIAL;2;;;0;AA132014;
C;656;2723606;14;20031117 14:06;2//SP 50012;
D;656;2723606;14;20031117 14:06;P;;;;;;
D;656;2723606;14;20031117 14:06;P;;;;;;
D;656;2723606;14;20031117 14:06;V;;;;;;
D;656;2723606;14;20031117 14:06;V;;;;;;
B;656;2723675;15;20031117 14:06;;;70;HIGH ST;WAUCHOPE;2446;596;M;20030117;20031021;210000;B;3;COMMERCIAL PR;;CW;;0;AA106957;
C;656;2723675;15;20031117 14:06;11//1053268;
D;656;2723675;15;20031117 14:06;P;;;;;;
D;656;2723675;15;20031117 14:06;V;;;;;;
B;656;2724767;16;20031117 14:06;;;359;LORNE RD;LORNE;2439;2023;M;20030819;20031020;230000;R;R;RESIDENCE;;PG;;0;AA104293;
C;656;2724767;16;20031117 14:06;1//565450;
D;656;2724767;16;20031117 14:06;P;;;;;;
D;656;2724767;16;20031117 14:06;P;;;;;;
D;656;2724767;16;20031117 14:06;V;;;;;;
B;656;2725458;17;20031117 14:06;;;14;ADELE CL;PORT MACQUARIE;2444;845.2;M;20030821;20030918;376000;A;R;RESIDENCE;;AN;;0;AA117591;
C;656;2725458;17;20031117 14:06;8//848631;
D;656;2725458;17;20031117 14:06;P;;;;;;
D;656;2725458;17;20031117 14:06;P;;;;;;
D;656;2725458;17;20031117 14:06;V;;;;;;
D;656;2725458;17;20031117 14:06;V;;;;;;
B;656;2725608;18;20031117 14:06;;;41;AMETHYST WAY;PORT MACQUARIE;2444;1084;M;20030623;20030721;225000;A;V;VACANT LAND;;DS;;0;AA123040;
C;656;2725608;18;20031117 14:06;258//1017983;
D;656;2725608;18;20031117 14:06;P;;;;;;
D;656;2725608;18;20031117 14:06;P;;;;;;
D;656;2725608;18;20031117 14:06;V;;;;;;
D;656;2725608;18;20031117 14:06;V;;;;;;
B;656;2725986;19;20031117 14:06;;;16;ASTRONOMERS TCE;PORT MACQUARIE;2444;575.4;M;20030905;20030910;432588;A;R;RESIDENCE;;AD;;0;AA93277;
C;656;2725986;19;20031117 14:06;15//233413;
D;656;2725986;19;20031117 14:06;P;;;;;;
D;656;2725986;19;20031117 14:06;V;;;;;;
B;656;2726433;20;20031117 14:06;;;7;BELGRAVE PL;PORT MACQUARIE;2444;1286;M;20030926;20031020;400000;A;R;RESIDENCE;;AF;;0;AA112980;
C;656;2726433;20;20031117 14:06;44//262563;
D;656;2726433;20;20031117 14:06;P;;;;;;
D;656;2726433;20;20031117 14:06;V;;;;;;
B;656;2727704;21;20031117 14:06;;1;1;CASTLE CT;PORT MACQUARIE;2444;;;20031003;20031022;269000;;R;RESIDENCE;1;;;0;AA113760;
C;656;2727704;21;20031117 14:06;1//SP 56646;
D;656;2727704;21;20031117 14:06;P;;;;;;
D;656;2727704;21;20031117 14:06;P;;;;;;
D;656;2727704;21;20031117 14:06;V;;;;;;
B;656;2728778;22;20031117 14:06;;;8;CORREA CRES;PORT MACQUARIE;2444;665.2;M;20030915;20031027;315000;A;3;;;DR;;0;AA123121;
C;656;2728778;22;20031117 14:06;15//827660;
D;656;2728778;22;20031117 14:06;P;;;;;;
D;656;2728778;22;20031117 14:06;P;;;;;;
D;656;2728778;22;20031117 14:06;V;;;;;;
D;656;2728778;22;20031117 14:06;V;;;;;;
B;656;2728914;23;20031117 14:06;;;7;CRISALLEN ST;PORT MACQUARIE;2444;505.9;M;20030830;20031017;355000;A;R;RESIDENCE;;BL;;0;AA140073;
C;656;2728914;23;20031117 14:06;24//23380;
D;656;2728914;23;20031117 14:06;P;;;;;;
D;656;2728914;23;20031117 14:06;P;;;;;;
D;656;2728914;23;20031117 14:06;V;;;;;;
B;656;2729656;24;20031117 14:06;;;26;EMILY AVE;PORT MACQUARIE;2444;631.9;M;20030924;20031014;56306;A;R;RESIDENCE;;AN;;50;AA143392;
C;656;2729656;24;20031117 14:06;22//819382;
D;656;2729656;24;20031117 14:06;P;;;;;;
D;656;2729656;24;20031117 14:06;P;;;;;;
D;656;2729656;24;20031117 14:06;V;;;;;;
D;656;2729656;24;20031117 14:06;V;;;;;;
D;656;2729656;24;20031117 14:06;V;;;;;;
B;656;2730291;25;20031117 14:06;;;5;GARNET AVE;PORT MACQUARIE;2444;704.8;M;20030410;20031016;457500;A;R;RESIDENCE;;DS;;0;AA134745;
C;656;2730291;25;20031117 14:06;128//872662;
D;656;2730291;25;20031117 14:06;P;;;;;;
