A;068;20030501 12:39;PBARBER;
B;068;544346;1;20030501 12:39;;;56;LIVINGSTONE ST;MATHOURA;2710;1012;M;20030401;20030401;12001;Z;V;VACANT LAND;;ZF;;;9521968;
C;068;544346;1;20030501 12:39;14//873115;
D;068;544346;1;20030501 12:39;P;;;;;;
D;068;544346;1;20030501 12:39;V;;;;;;
B;068;545069;2;20030501 12:39;;2;57;FRANCIS ST;MOAMA;2731;;;20030310;20030404;152000;;R;RESIDENCE;2;;;;9552499;
C;068;545069;2;20030501 12:39;2//SP 49526;
D;068;545069;2;20030501 12:39;P;;;;;;
D;068;545069;2;20030501 12:39;V;;;;;;
B;068;545166;3;20030501 12:39;;;;GRAHAM ST;MOAMA;2731;3920;M;20000622;20030324;36000;Z;V;VACANT LAND;;ZE;;;9526171;
C;068;545166;3;20030501 12:39;7//872999;
D;068;545166;3;20030501 12:39;P;;;;;;
D;068;545166;3;20030501 12:39;V;;;;;;
B;068;545186;4;20030501 12:39;;;12;HARRIS CT;MOAMA;2731;720;M;20030201;20030403;276250;Z;R;RESIDENCE;;ZC;;;9522650;
C;068;545186;4;20030501 12:39;19//1009556;
D;068;545186;4;20030501 12:39;P;;;;;;
D;068;545186;4;20030501 12:39;P;;;;;;
D;068;545186;4;20030501 12:39;V;;;;;;
D;068;545186;4;20030501 12:39;V;;;;;;
B;068;546560;5;20030501 12:39;;;24;IBIS WAY;MOAMA;2731;701;M;20030228;20030324;45500;R;V;VACANT LAND;;RR;;;9520536;
C;068;546560;5;20030501 12:39;44//285506;
D;068;546560;5;20030501 12:39;P;;;;;;
D;068;546560;5;20030501 12:39;V;;;;;;
B;068;2929955;6;20030501 12:39;;;;BREMNER CT;MOAMA;2731;1359;M;20030224;20030314;95000;Z;3;SHED & OFFICE;;ZE;;;9524030;
C;068;2929955;6;20030501 12:39;2//1043997;
D;068;2929955;6;20030501 12:39;P;;;;;;
D;068;2929955;6;20030501 12:39;V;;;;;;
B;068;2938431;7;20030501 12:39;;;;RIVERGUMS DR;MOAMA;2731;2484;M;20030220;20030307;95950;R;V;VACANT LAND;;MJ;;;9538342;
C;068;2938431;7;20030501 12:39;47//1045248;
D;068;2938431;7;20030501 12:39;P;;;;;;
D;068;2938431;7;20030501 12:39;P;;;;;;
D;068;2938431;7;20030501 12:39;V;;;;;;
B;068;2940458;8;20030501 12:39;;;;MCCULLOCH DR;MOAMA;2731;5295;M;20030113;20030211;56000;Z;V;VACANT LAND;;ZE;;;9539534;
C;068;2940458;8;20030501 12:39;15//1045530;
D;068;2940458;8;20030501 12:39;P;;;;;;
D;068;2940458;8;20030501 12:39;P;;;;;;
D;068;2940458;8;20030501 12:39;V;;;;;;
B;068;2957184;9;20030501 12:39;;;94;SHETLAND DR;MOAMA;2731;648;M;20021011;20030408;49000;Z;V;VACANT LAND;;ZC;;;9526818;
C;068;2957184;9;20030501 12:39;56//1047578;
D;068;2957184;9;20030501 12:39;P;;;;;;
D;068;2957184;9;20030501 12:39;V;;;;;;
B;068;2976098;10;20030501 12:39;;;;ABERDEEN WAY;MOAMA;2731;800;M;20021016;20030407;58000;;V;VACANT LAND;;;;;9538986;
C;068;2976098;10;20030501 12:39;81//1050525;
D;068;2976098;10;20030501 12:39;P;;;;;;
D;068;2976098;10;20030501 12:39;V;;;;;;
B;068;2976100;11;20030501 12:39;;;;ABERDEEN WAY;MOAMA;2731;780;M;20021118;20030407;56000;;V;VACANT LAND;;;;;9540032;
C;068;2976100;11;20030501 12:39;83//1050525;
D;068;2976100;11;20030501 12:39;P;;;;;;
D;068;2976100;11;20030501 12:39;P;;;;;;
D;068;2976100;11;20030501 12:39;V;;;;;;
Z;51;11;11;27;
