A;RTSALEDATA;222;20250317 01:15;VALNET;
B;222;2467023;1;20250317 01:15;;;4;MENA PL;LITTLETON;2790;510.9;M;20250124;20250307;455000;R1;R;RESIDENCE;;AAL;;0;AU876508;
C;222;2467023;1;20250317 01:15;23/14381;
D;222;2467023;1;20250317 01:15;P;;;;;;
D;222;2467023;1;20250317 01:15;V;;;;;;
D;222;2467023;1;20250317 01:15;V;;;;;;
B;222;2465436;2;20250317 01:15;;;65;HARTLEY VALLEY RD;VALE OF CLWYDD;2790;505.86;M;20250124;20250307;445000;R1;R;RESIDENCE;;AAF;;0;AU877604;
C;222;2465436;2;20250317 01:15;21/4/416;
D;222;2465436;2;20250317 01:15;P;;;;;;
D;222;2465436;2;20250317 01:15;V;;;;;;
B;222;2468151;3;20250317 01:15;;;18;SPOONER ST;LITHGOW;2790;177;M;20250221;20250307;405000;R1;R;RESIDENCE;;ACE;;0;AU875790;
C;222;2468151;3;20250317 01:15;B/439662;
D;222;2468151;3;20250317 01:15;P;;;;;;
D;222;2468151;3;20250317 01:15;V;;;;;;
D;222;2468151;3;20250317 01:15;V;;;;;;
B;222;2473761;4;20250317 01:15;HOPEVILLE;;1806;HAZELGROVE RD;TARANA;2787;4.3;H;20250214;20250307;890000;RU1;R;RESIDENCE;;SRS;;0;AU876236;
C;222;2473761;4;20250317 01:15;1/883112;
D;222;2473761;4;20250317 01:15;P;;;;;;
D;222;2473761;4;20250317 01:15;P;;;;;;
D;222;2473761;4;20250317 01:15;V;;;;;;
D;222;2473761;4;20250317 01:15;V;;;;;;
B;222;2471526;5;20250317 01:15;;;37;SUNRAY AVE;LITTLE HARTLEY;2790;1.62;H;20241108;20250310;1650000;R5;R;RESIDENCE;;RHH;;0;AU879251;
C;222;2471526;5;20250317 01:15;101/882087;
D;222;2471526;5;20250317 01:15;P;;;;;;
D;222;2471526;5;20250317 01:15;V;;;;;;
D;222;2471526;5;20250317 01:15;V;;;;;;
B;222;2463647;6;20250317 01:15;;;23;ALBERT ST;LITHGOW;2790;1049.7;M;20250122;20250310;730000;R1;R;RESIDENCE;;AAF;;0;AU879253;
C;222;2463647;6;20250317 01:15;2/970970;
D;222;2463647;6;20250317 01:15;P;;;;;;
D;222;2463647;6;20250317 01:15;V;;;;;;
Z;31;6;6;17;
