A;RTSALEDATA;192;20250127 01:02;VALNET;
B;192;4595044;1;20250127 01:02;;;;WARIALDA ST;PALLAMALLAWA;2399;2023;M;20241205;20250116;80000;;V;VACANT LAND;;;;0;AU751389;
C;192;4595044;1;20250127 01:02;10/2/758824;
D;192;4595044;1;20250127 01:02;P;;;;;;
D;192;4595044;1;20250127 01:02;V;;;;;;
B;192;1867254;2;20250127 01:02;;;307;WARIALDA ST;MOREE;2400;670.3;M;20250116;20250116;220000;R1;R;RESIDENCE;;ACM;;0;AU751695;
C;192;1867254;2;20250127 01:02;B/356056;
D;192;1867254;2;20250127 01:02;P;;;;;;
D;192;1867254;2;20250127 01:02;V;;;;;;
D;192;1867254;2;20250127 01:02;V;;;;;;
B;192;1867263;3;20250127 01:02;;;323;WARIALDA ST;MOREE;2400;864;M;20240816;20241217;305000;R1;3;COMMERCIAL;;ACM;;0;AU689268;
C;192;1867263;3;20250127 01:02;PT B/368884 ON OCC;
D;192;1867263;3;20250127 01:02;P;;;;;;
D;192;1867263;3;20250127 01:02;V;;;;;;
D;192;1867263;3;20250127 01:02;V;;;;;;
B;192;1867264;4;20250127 01:02;;;325;WARIALDA ST;MOREE;2400;148;M;20240816;20241217;305000;R1;3;COMMERCIAL;;ACM;;0;AU689268;
C;192;1867264;4;20250127 01:02;PT B/368884 ON OCC;
D;192;1867264;4;20250127 01:02;P;;;;;;
D;192;1867264;4;20250127 01:02;V;;;;;;
D;192;1867264;4;20250127 01:02;V;;;;;;
B;192;1865369;5;20250127 01:02;;;8;DOWNER AVE;MOREE;2400;1037;M;20241203;20250117;180000;R1;R;RESIDENCE;;AMM;;0;AU757144;
C;192;1865369;5;20250127 01:02;4/30029;
D;192;1865369;5;20250127 01:02;P;;;;;;
D;192;1865369;5;20250127 01:02;V;;;;;;
D;192;1865369;5;20250127 01:02;V;;;;;;
Z;26;5;5;14;
