A;RTSALEDATA;018;20250127 01:00;VALNET;
B;018;391222;1;20250127 01:00;;;31;HILL ST;BEGA;2550;632.3;M;20241219;20250117;477000;R2;R;RESIDENCE;;BRH;;0;AU757313;
C;018;391222;1;20250127 01:00;7/18777;
D;018;391222;1;20250127 01:00;P;;;;;;
D;018;391222;1;20250127 01:00;V;;;;;;
B;018;391487;2;20250127 01:00;;;65;MERINGO ST;BEGA;2550;657.6;M;20241213;20250120;495000;R2;R;RESIDENCE;;BRH;;0;AU763143;
C;018;391487;2;20250127 01:00;8/35914;
D;018;391487;2;20250127 01:00;P;;;;;;
D;018;391487;2;20250127 01:00;P;;;;;;
D;018;391487;2;20250127 01:00;V;;;;;;
B;018;391759;3;20250127 01:00;;;2;BRIDGE ST;BEGA;2550;2023;M;20241028;20250116;740000;R5;R;RESIDENCE;;BLB;;0;AU752770;
C;018;391759;3;20250127 01:00;14/9/758076;
D;018;391759;3;20250127 01:00;P;;;;;;
D;018;391759;3;20250127 01:00;P;;;;;;
D;018;391759;3;20250127 01:00;V;;;;;;
B;018;391983;4;20250127 01:00;;;10;TARONGA CRES;BEGA;2550;983.2;M;20241212;20250117;735000;R2;R;RESIDENCE;;BRH;;0;AU758270;
C;018;391983;4;20250127 01:00;1/804885;
D;018;391983;4;20250127 01:00;P;;;;;;
D;018;391983;4;20250127 01:00;V;;;;;;
B;018;398429;5;20250127 01:00;;6;21;MONARA ST;PAMBULA;2549;;;20241219;20250117;390000;;R;RESIDENCE;6;;;0;AU756445;
C;018;398429;5;20250127 01:00;6/SP40050;
D;018;398429;5;20250127 01:00;P;;;;;;
D;018;398429;5;20250127 01:00;V;;;;;;
B;018;401202;6;20250127 01:00;;;9;REBECCA PL;TURA BEACH;2548;4124;M;20241126;20250117;1125000;C4;R;RESIDENCE;;BEP;;0;AU755379;
C;018;401202;6;20250127 01:00;9/881816;
D;018;401202;6;20250127 01:00;P;;;;;;
D;018;401202;6;20250127 01:00;P;;;;;;
D;018;401202;6;20250127 01:00;V;;;;;;
D;018;401202;6;20250127 01:00;V;;;;;;
B;018;401444;7;20250127 01:00;;;37;THE DRESS CIR;TURA BEACH;2548;1023;M;20241126;20250117;1500000;R2;R;RESIDENCE;;BRI;;0;AU759477;
C;018;401444;7;20250127 01:00;27/1008236;
D;018;401444;7;20250127 01:00;P;;;;;;
D;018;401444;7;20250127 01:00;P;;;;;;
D;018;401444;7;20250127 01:00;V;;;;;;
D;018;401444;7;20250127 01:00;V;;;;;;
B;018;397039;8;20250127 01:00;;4;1;MONARO ST;MERIMBULA;2548;;;20241219;20250120;330000;;R;RESIDENCE;4;;;0;AU762435;
C;018;397039;8;20250127 01:00;4/SP11323;
D;018;397039;8;20250127 01:00;P;;;;;;
D;018;397039;8;20250127 01:00;P;;;;;;
D;018;397039;8;20250127 01:00;V;;;;;;
D;018;397039;8;20250127 01:00;V;;;;;;
B;018;400129;9;20250127 01:00;;;24;TOWAMBA ST;TOWAMBA;2550;4047;M;20241220;20250117;575000;RU5;R;RESIDENCE;;BZH;;0;AU757423;
C;018;400129;9;20250127 01:00;1, 2/8/758992;
D;018;400129;9;20250127 01:00;P;;;;;;
D;018;400129;9;20250127 01:00;P;;;;;;
D;018;400129;9;20250127 01:00;V;;;;;;
D;018;400129;9;20250127 01:00;V;;;;;;
B;018;400227;10;20250127 01:00;;;12;BAILEY PL;TURA BEACH;2548;788.5;M;20241031;20250120;1050000;R2;R;RESIDENCE;;BRK;;0;AU761950;
C;018;400227;10;20250127 01:00;1103/253278;
D;018;400227;10;20250127 01:00;P;;;;;;
D;018;400227;10;20250127 01:00;P;;;;;;
D;018;400227;10;20250127 01:00;V;;;;;;
D;018;400227;10;20250127 01:00;V;;;;;;
B;018;400291;11;20250127 01:00;;;22;BOURNDA CCT;TURA BEACH;2548;684.9;M;20241122;20250120;895000;R2;R;RESIDENCE;;BRI;;0;AU761691;
C;018;400291;11;20250127 01:00;11/853100;
D;018;400291;11;20250127 01:00;P;;;;;;
D;018;400291;11;20250127 01:00;P;;;;;;
D;018;400291;11;20250127 01:00;V;;;;;;
B;018;397689;12;20250127 01:00;;2;22;REID ST;MERIMBULA;2548;;;20250109;20250122;485000;;R;RESIDENCE;2;;;0;AU770083;
C;018;397689;12;20250127 01:00;2/SP18599;
D;018;397689;12;20250127 01:00;P;;;;;;
D;018;397689;12;20250127 01:00;P;;;;;;
D;018;397689;12;20250127 01:00;V;;;;;;
