A;050;20020603 09:50;PTHIRLWELL;
B;050;484479;1;20020603 09:50;;;527;ABERCORN ST;ALBURY;2640;765.1;M;20020208;20020308;102000;A;R;RESIDENCE;;BH;;;8551822;
C;050;484479;1;20020603 09:50;8//230238;
D;050;484479;1;20020603 09:50;P;;;;;;
D;050;484479;1;20020603 09:50;P;;;;;;
D;050;484479;1;20020603 09:50;V;;;;;;
B;050;484561;2;20020603 09:50;;1;471;AINSLIE AVE;LAVINGTON;2641;;;20020121;20020220;46500;;R;RESIDENCE;1;;;;8542807;
C;050;484561;2;20020603 09:50;1//22589;
D;050;484561;2;20020603 09:50;P;;;;;;
D;050;484561;2;20020603 09:50;P;;;;;;
D;050;484561;2;20020603 09:50;V;;;;;;
D;050;484561;2;20020603 09:50;V;;;;;;
B;050;484689;3;20020603 09:50;;;187;ALEXANDRA;ALBURY;2640;714.5;M;20020220;20020408;124200;A;R;RESIDENCE;;BE;;;8548620;
C;050;484689;3;20020603 09:50;2//240063;
D;050;484689;3;20020603 09:50;P;;;;;;
D;050;484689;3;20020603 09:50;V;;;;;;
B;050;484760;4;20020603 09:50;;;128;ALEXANDRA;ALBURY;2640;860.5;M;20020409;20020424;180000;A;3;UNITS;;AG;;;8620186;
C;050;484760;4;20020603 09:50;13//252413;
D;050;484760;4;20020603 09:50;P;;;;;;
D;050;484760;4;20020603 09:50;P;;;;;;
D;050;484760;4;20020603 09:50;V;;;;;;
B;050;484798;5;20020603 09:50;;;45;ALISON CT;ALBURY;2640;2165;M;20011002;20011030;146000;A;V;VACANT LAND;;AE;;;8577459;
C;050;484798;5;20020603 09:50;10//871056;
D;050;484798;5;20020603 09:50;P;;;;;;
D;050;484798;5;20020603 09:50;P;;;;;;
D;050;484798;5;20020603 09:50;V;;;;;;
B;050;484932;6;20020603 09:50;;;718;ALMA;ALBURY;2640;1322;M;20020208;20020321;275000;A;R;RESIDENCE;;BH;;;8553349;
C;050;484932;6;20020603 09:50;89//851062;
D;050;484932;6;20020603 09:50;P;;;;;;
D;050;484932;6;20020603 09:50;P;;;;;;
D;050;484932;6;20020603 09:50;P;;;;;;
D;050;484932;6;20020603 09:50;P;;;;;;
D;050;484932;6;20020603 09:50;P;;;;;;
D;050;484932;6;20020603 09:50;P;;;;;;
D;050;484932;6;20020603 09:50;P;;;;;;
D;050;484932;6;20020603 09:50;V;;;;;;
D;050;484932;6;20020603 09:50;V;;;;;;
