A;135;20030501 12:43;PBARBER;
B;135;1308570;1;20030501 12:43;;;41;ANGUS AVE;AUBURN;2144;;;20030314;20030410;370500;A;R;RESIDENCE;;HD;;;9542142;
C;135;1308570;1;20030501 12:43;32//12790;
D;135;1308570;1;20030501 12:43;P;;;;;;
D;135;1308570;1;20030501 12:43;P;;;;;;
D;135;1308570;1;20030501 12:43;V;;;;;;
B;135;1308600;2;20030501 12:43;;;6;ANN ST;LIDCOMBE;2141;;;20021224;20030401;650000;A;R;RESIDENCE;;HB;;;9534111;
C;135;1308600;2;20030501 12:43;30//6258;
D;135;1308600;2;20030501 12:43;P;;;;;;
D;135;1308600;2;20030501 12:43;V;;;;;;
B;135;1308602;3;20030501 12:43;;;2;ANN ST;LIDCOMBE;2141;;;20020920;20030219;550000;A;R;RESIDENCE;;HB;;;9534110;
C;135;1308602;3;20030501 12:43;32//6258;
D;135;1308602;3;20030501 12:43;P;;;;;;
D;135;1308602;3;20030501 12:43;P;;;;;;
D;135;1308602;3;20030501 12:43;V;;;;;;
B;135;1308735;4;20030501 12:43;;;99;ASQUITH ST;AUBURN;2144;687.9;M;20020729;20030313;320000;I;R;RESIDENCE;;GA;;;9522599;
C;135;1308735;4;20030501 12:43;70//6994;
D;135;1308735;4;20030501 12:43;P;;;;;;
D;135;1308735;4;20030501 12:43;V;;;;;;
B;135;1308817;5;20030501 12:43;;;65;AUBURN RD;AUBURN;2144;;;20020815;20021009;875000;B;3;SHOP;;BB;;;9551102;
C;135;1308817;5;20030501 12:43;B//162430;
D;135;1308817;5;20030501 12:43;P;;;;;;
D;135;1308817;5;20030501 12:43;P;;;;;;
D;135;1308817;5;20030501 12:43;V;;;;;;
B;135;1309040;6;20030501 12:43;;12;114;AUBURN RD;AUBURN;2144;;;20030206;20030331;380000;;R;RESIDENCE;12;;;;9542874;
C;135;1309040;6;20030501 12:43;12//SP 50889;
D;135;1309040;6;20030501 12:43;P;;;;;;
D;135;1309040;6;20030501 12:43;V;;;;;;
B;135;1309954;7;20030501 12:43;;;44;BERRY ST;REGENTS PARK;2143;;;20030201;20030331;420000;A;R;RESIDENCE;;HE;;;9529804;
C;135;1309954;7;20030501 12:43;45//12274;
D;135;1309954;7;20030501 12:43;P;;;;;;
D;135;1309954;7;20030501 12:43;P;;;;;;
D;135;1309954;7;20030501 12:43;V;;;;;;
B;135;1310004;8;20030501 12:43;;;34;BLAXLAND AVE;NEWINGTON;2127;398.5;M;20030210;20030414;660000;A;R;RESIDENCE;;HF;;;9544302;
C;135;1310004;8;20030501 12:43;180//270188;
D;135;1310004;8;20030501 12:43;P;;;;;;
D;135;1310004;8;20030501 12:43;P;;;;;;
D;135;1310004;8;20030501 12:43;V;;;;;;
B;135;1310378;9;20030501 12:43;;;7;BOOREA ST;LIDCOMBE;2141;;;20030321;20030328;450000;A;R;RESIDENCE;;HB;;;9540981;
C;135;1310378;9;20030501 12:43;7//13524;
D;135;1310378;9;20030501 12:43;P;;;;;;
D;135;1310378;9;20030501 12:43;V;;;;;;
D;135;1310378;9;20030501 12:43;V;;;;;;
B;135;1310404;10;20030501 12:43;;;57;BOOREA ST;LIDCOMBE;2141;789.2;M;20010411;20010615;292000;A;3;;;HB;;;9532086;
C;135;1310404;10;20030501 12:43;34//653626 1//787579;
D;135;1310404;10;20030501 12:43;P;;;;;;
D;135;1310404;10;20030501 12:43;V;;;;;;
B;135;1311518;11;20030501 12:43;;;59;CHISHOLM RD;AUBURN;2144;696.7;M;20030124;20030314;400100;A;R;RESIDENCE;;HD;;;9525101;
C;135;1311518;11;20030501 12:43;128//743640;
D;135;1311518;11;20030501 12:43;P;;;;;;
D;135;1311518;11;20030501 12:43;P;;;;;;
D;135;1311518;11;20030501 12:43;V;;;;;;
B;135;1312943;12;20030501 12:43;;;1;DARCY AVE;LIDCOMBE;2141;;;20030317;20030328;290000;A;V;VACANT LAND;;HC;;;9540233;
C;135;1312943;12;20030501 12:43;5/1/6508;
D;135;1312943;12;20030501 12:43;P;;;;;;
D;135;1312943;12;20030501 12:43;V;;;;;;
B;135;1314566;13;20030501 12:43;;;7;ELM RD;AUBURN;2144;;;20030201;20030318;410000;A;R;RESIDENCE;;HD;;;9548266;
C;135;1314566;13;20030501 12:43;127//1638;
D;135;1314566;13;20030501 12:43;P;;;;;;
D;135;1314566;13;20030501 12:43;P;;;;;;
D;135;1314566;13;20030501 12:43;V;;;;;;
D;135;1314566;13;20030501 12:43;V;;;;;;
B;135;1314674;14;20030501 12:43;;;13;ELSHAM RD;AUBURN;2144;647.4;M;20030201;20030402;675000;A;R;RESIDENCE;;HD;;;9520803;
C;135;1314674;14;20030501 12:43;1//166174;
D;135;1314674;14;20030501 12:43;P;;;;;;
D;135;1314674;14;20030501 12:43;V;;;;;;
B;135;1315398;15;20030501 12:43;;4;59;FRANCES ST;LIDCOMBE;2141;;;20030222;20030403;370000;;R;RESIDENCE;4;;;;9535640;
C;135;1315398;15;20030501 12:43;4//SP 64160;
D;135;1315398;15;20030501 12:43;P;;;;;;
D;135;1315398;15;20030501 12:43;V;;;;;;
D;135;1315398;15;20030501 12:43;V;;;;;;
D;135;1315398;15;20030501 12:43;V;;;;;;
B;135;1315683;16;20030501 12:43;;7;35;GIBBONS ST;AUBURN;2144;;;20030304;20030415;218000;;R;RESIDENCE;7;;;;9547290;
C;135;1315683;16;20030501 12:43;7//SP 6260;
D;135;1315683;16;20030501 12:43;P;;;;;;
D;135;1315683;16;20030501 12:43;P;;;;;;
D;135;1315683;16;20030501 12:43;V;;;;;;
B;135;1315862;17;20030501 12:43;;;15;GORDON RD;AUBURN;2144;;;20030207;20030321;420000;A;R;RESIDENCE;;HD;;;9525233;
C;135;1315862;17;20030501 12:43;91//1638;
D;135;1315862;17;20030501 12:43;P;;;;;;
D;135;1315862;17;20030501 12:43;P;;;;;;
D;135;1315862;17;20030501 12:43;V;;;;;;
D;135;1315862;17;20030501 12:43;V;;;;;;
B;135;1316356;18;20030501 12:43;;9;15;HARROW RD;AUBURN;2144;;;20030221;20030407;180000;;R;RESIDENCE;9;;;;9526523;
C;135;1316356;18;20030501 12:43;9//SP 1317;
D;135;1316356;18;20030501 12:43;P;;;;;;
D;135;1316356;18;20030501 12:43;V;;;;;;
B;135;1316356;19;20030501 12:43;;23;15;HARROW RD;AUBURN;2144;;;20030221;20030407;180000;;R;RESIDENCE;23;;;;9526523;
C;135;1316356;19;20030501 12:43;23//SP 1317;
D;135;1316356;19;20030501 12:43;P;;;;;;
D;135;1316356;19;20030501 12:43;V;;;;;;
B;135;1317388;20;20030501 12:43;;;51;JELLICOE ST;LIDCOMBE;2141;;;20030301;20030414;465000;A;R;RESIDENCE;;HB;;;9550854;
C;135;1317388;20;20030501 12:43;294//8683;
D;135;1317388;20;20030501 12:43;P;;;;;;
D;135;1317388;20;20030501 12:43;P;;;;;;
D;135;1317388;20;20030501 12:43;V;;;;;;
D;135;1317388;20;20030501 12:43;V;;;;;;
B;135;1317513;21;20030501 12:43;;;147;JOHN ST;LIDCOMBE;2141;;;20030411;20030411;126667;A;R;RESIDENCE;;HB;;;9528758;
C;135;1317513;21;20030501 12:43;2//151817;
D;135;1317513;21;20030501 12:43;P;;;;;;
D;135;1317513;21;20030501 12:43;P;;;;;;
D;135;1317513;21;20030501 12:43;V;;;;;;
B;135;1318474;22;20030501 12:43;;;1;KIRKHAM RD;AUBURN;2144;;;20030214;20030328;393000;A;R;RESIDENCE;;HD;;;9530154;
C;135;1318474;22;20030501 12:43;A//413116;
D;135;1318474;22;20030501 12:43;P;;;;;;
D;135;1318474;22;20030501 12:43;P;;;;;;
D;135;1318474;22;20030501 12:43;V;;;;;;
B;135;1318502;23;20030501 12:43;;;1;KITCHENER AVE;REGENTS PARK;2143;;;20021015;20030414;590000;A;R;RESIDENCE;;HE;;;9535795;
C;135;1318502;23;20030501 12:43;16//12804;
D;135;1318502;23;20030501 12:43;P;;;;;;
D;135;1318502;23;20030501 12:43;V;;;;;;
D;135;1318502;23;20030501 12:43;V;;;;;;
B;135;1318503;24;20030501 12:43;;;3;KITCHENER AVE;REGENTS PARK;2143;;;20021015;20030414;610000;A;R;RESIDENCE;;HE;;;9535797;
C;135;1318503;24;20030501 12:43;17//12804;
D;135;1318503;24;20030501 12:43;P;;;;;;
D;135;1318503;24;20030501 12:43;V;;;;;;
D;135;1318503;24;20030501 12:43;V;;;;;;
B;135;1318504;25;20030501 12:43;;;5;KITCHENER AVE;REGENTS PARK;2143;;;20021015;20030414;580000;A;R;RESIDENCE;;HE;;;9535798;
C;135;1318504;25;20030501 12:43;18//12804;
D;135;1318504;25;20030501 12:43;P;;;;;;
D;135;1318504;25;20030501 12:43;V;;;;;;
D;135;1318504;25;20030501 12:43;V;;;;;;
D;135;1318504;25;20030501 12:43;V;;;;;;
D;135;1318504;25;20030501 12:43;V;;;;;;
B;135;1318850;26;20030501 12:43;;1;35;LIDBURY ST;BERALA;2141;;;20030206;20030409;315000;;R;RESIDENCE;1;;;;9543257;
C;135;1318850;26;20030501 12:43;1//SP 53316;
D;135;1318850;26;20030501 12:43;P;;;;;;
D;135;1318850;26;20030501 12:43;P;;;;;;
D;135;1318850;26;20030501 12:43;V;;;;;;
D;135;1318850;26;20030501 12:43;V;;;;;;
B;135;1319318;27;20030501 12:43;;2;77;MACQUARIE RD;AUBURN;2144;;;20030305;20030416;280000;;R;RESIDENCE;2;;;;9546578;
C;135;1319318;27;20030501 12:43;2//SP 55833;
D;135;1319318;27;20030501 12:43;P;;;;;;
D;135;1319318;27;20030501 12:43;P;;;;;;
D;135;1319318;27;20030501 12:43;V;;;;;;
D;135;1319318;27;20030501 12:43;V;;;;;;
B;135;1319675;28;20030501 12:43;;;42;MANCHESTER RD;AUBURN;2144;499.5;M;20030129;20030331;370000;A;3;;;HD;;;9543810;
C;135;1319675;28;20030501 12:43;1//208453;
D;135;1319675;28;20030501 12:43;P;;;;;;
