A;076;20030619 08:59;PDANN;
B;076;570831;1;20030619 08:59;;;92;COBWELL ST;BARHAM;2732;5201;M;20021109;20021213;167000;Z;R;RESIDENCE;;ZC;AC;0;9282937;
C;076;570831;1;20030619 08:59;23//775429;
D;076;570831;1;20030619 08:59;P;;;;;;
D;076;570831;1;20030619 08:59;P;;;;;;
D;076;570831;1;20030619 08:59;V;;;;;;
D;076;570831;1;20030619 08:59;V;;;;;;
B;076;570947;2;20030619 08:59;;;45;COBWELL ST;BARHAM;2732;1012;M;20030227;20030319;64500;Z;R;RESIDENCE;;ZA;AC;0;9482891;
C;076;570947;2;20030619 08:59;B//375146;
D;076;570947;2;20030619 08:59;P;;;;;;
D;076;570947;2;20030619 08:59;P;;;;;;
D;076;570947;2;20030619 08:59;V;;;;;;
B;076;571089;3;20030619 08:59;;;16;LINTON PARK DR;BARHAM;2732;824.3;M;20030211;20030307;27500;Z;V;VACANT LAND;;ZA;AV;0;9482405;
C;076;571089;3;20030619 08:59;9//731973;
D;076;571089;3;20030619 08:59;P;;;;;;
D;076;571089;3;20030619 08:59;V;;;;;;
B;076;571159;4;20030619 08:59;;;52;MELLOOL ST;BARHAM;2732;1001;M;20030227;20030305;37000;Z;V;VACANT LAND;;ZA;AV;0;9452851;
C;076;571159;4;20030619 08:59;1//825799;
D;076;571159;4;20030619 08:59;P;;;;;;
D;076;571159;4;20030619 08:59;P;;;;;;
D;076;571159;4;20030619 08:59;V;;;;;;
D;076;571159;4;20030619 08:59;V;;;;;;
B;076;571376;5;20030619 08:59;;;41;NOORONG ST;BARHAM;2732;1011.7;M;20021025;20030205;40000;Z;V;VACANT LAND;;ZA;AV;0;9367016;
C;076;571376;5;20030619 08:59;7//1052096;
D;076;571376;5;20030619 08:59;P;;;;;;
D;076;571376;5;20030619 08:59;V;;;;;;
B;076;571378;6;20030619 08:59;;;47;NOORONG ST;BARHAM;2732;1012;M;20030307;20030307;35000;Z;V;VACANT LAND;;ZB;AVI;0;9457385;
C;076;571378;6;20030619 08:59;9/14/758053;
D;076;571378;6;20030619 08:59;P;;;;;;
D;076;571378;6;20030619 08:59;P;;;;;;
D;076;571378;6;20030619 08:59;V;;;;;;
B;076;572042;7;20030619 08:59;;;19;KOALA ST;WAKOOL;2710;1037;M;20030227;20030311;55000;Z;R;RESIDENCE;;ZW;AC;0;9479369;
C;076;572042;7;20030619 08:59;5/14/759033;
D;076;572042;7;20030619 08:59;P;;;;;;
D;076;572042;7;20030619 08:59;P;;;;;;
D;076;572042;7;20030619 08:59;V;;;;;;
D;076;572042;7;20030619 08:59;V;;;;;;
B;076;572146;8;20030619 08:59;;;;PH GNUIE;BARHAM;2732;9.126;H;20020930;20030207;1750000;R;3;FARM;;RF;RF;0;9379072;
C;076;572146;8;20030619 08:59;8//252176;
D;076;572146;8;20030619 08:59;P;;;;;;
D;076;572146;8;20030619 08:59;V;;;;;;
B;076;572678;9;20030619 08:59;;;;KIDMAN REID DR;MURRAY DOWNS;3585;6345;M;20021229;20030128;208000;R;V;VACANT LAND;;RM;RV;0;9482021;
C;076;572678;9;20030619 08:59;51//813520;
D;076;572678;9;20030619 08:59;P;;;;;;
D;076;572678;9;20030619 08:59;P;;;;;;
D;076;572678;9;20030619 08:59;V;;;;;;
B;076;572950;10;20030619 08:59;;;;PH TOOLEYBUC;TOOLEYBUC;2736;13.98;H;20020930;20021031;215000;R;3;FARM;;RE;RH;0;9254969;
C;076;572950;10;20030619 08:59;29//15542 . WS 038204;
D;076;572950;10;20030619 08:59;P;;;;;;
D;076;572950;10;20030619 08:59;P;;;;;;
D;076;572950;10;20030619 08:59;V;;;;;;
D;076;572950;10;20030619 08:59;V;;;;;;
B;076;2919357;11;20030619 08:59;;;;'RINGTREE' (LOT A 'HOME BLOCK);TOOLEYBUC;2736;132.5;H;20021002;20021216;152800;R;3;FARM;;RF;RM;0;9320732;
C;076;2919357;11;20030619 08:59;4//631690 WA 006601;
D;076;2919357;11;20030619 08:59;P;;;;;;
D;076;2919357;11;20030619 08:59;P;;;;;;
D;076;2919357;11;20030619 08:59;V;;;;;;
B;076;2930684;12;20030619 08:59;;;;RANGEMORE RD;WAKOOL;2710;587.5;H;20020513;20021127;800000;R;3;FARM;;RK;;0;9451340;
C;076;2930684;12;20030619 08:59;2//1044146;
D;076;2930684;12;20030619 08:59;P;;;;;;
D;076;2930684;12;20030619 08:59;P;;;;;;
D;076;2930684;12;20030619 08:59;V;;;;;;
D;076;2930684;12;20030619 08:59;V;;;;;;
D;076;2930684;12;20030619 08:59;V;;;;;;
B;076;2977872;13;20030619 08:59;RIVERSIDE;;;COBRAMUNGA RD;GONN;2732;1927;H;20020930;20030207;1750000;R;3;FARM;;RF;RW;0;9379072;
C;076;2977872;13;20030619 08:59;4, 5, 8//16743 4, 7//252176 2//253618 6//253619 1, 2//570477;
D;076;2977872;13;20030619 08:59;P;;;;;;
D;076;2977872;13;20030619 08:59;V;;;;;;
D;076;2977872;13;20030619 08:59;V;;;;;;
D;076;2977872;13;20030619 08:59;V;;;;;;
Z;71;13;13;43;
