A;097;20030501 12:41;PBARBER;
B;097;999406;1;20030501 12:41;;;710;THE RIDGE RD;MALUA BAY;2536;2.025;H;20030207;20030403;425000;R;R;RESIDENCE;;LT;;;9551931;
C;097;999406;1;20030501 12:41;3//253096;
D;097;999406;1;20030501 12:41;P;;;;;;
D;097;999406;1;20030501 12:41;V;;;;;;
D;097;999406;1;20030501 12:41;V;;;;;;
B;097;999462;2;20030501 12:41;;;10;ALLINGA CL;LILLI PILLI;2536;786.9;M;20030218;20030401;325000;A;R;RESIDENCE;;XV;;;9533931;
C;097;999462;2;20030501 12:41;51//713112;
D;097;999462;2;20030501 12:41;P;;;;;;
D;097;999462;2;20030501 12:41;P;;;;;;
D;097;999462;2;20030501 12:41;V;;;;;;
B;097;999625;3;20030501 12:41;;;265;BEACH RD;DENHAMS BEACH;2536;790.4;M;20030221;20030403;100000;A;R;RESIDENCE;;XY;;;9529900;
C;097;999625;3;20030501 12:41;39//31886;
D;097;999625;3;20030501 12:41;P;;;;;;
D;097;999625;3;20030501 12:41;V;;;;;;
D;097;999625;3;20030501 12:41;V;;;;;;
B;097;1000554;4;20030501 12:41;;15;1;CALTON RD;BATEHAVEN;2536;;;20030124;20030307;179000;;R;RESIDENCE;15;;;;9539730;
C;097;1000554;4;20030501 12:41;15//SP 17386;
D;097;1000554;4;20030501 12:41;P;;;;;;
D;097;1000554;4;20030501 12:41;P;;;;;;
D;097;1000554;4;20030501 12:41;V;;;;;;
B;097;1001340;5;20030501 12:41;;2;3;EDGEWOOD PL;DENHAMS BEACH;2536;;;20020604;20020626;250000;;3;UNIT;2;;;;9527222;
C;097;1001340;5;20030501 12:41;2//SP 39219;
D;097;1001340;5;20030501 12:41;P;;;;;;
D;097;1001340;5;20030501 12:41;V;;;;;;
B;097;1001408;6;20030501 12:41;;;26;EDWARD RD;BATEHAVEN;2536;796.7;M;20030310;20030407;185000;A;R;RESIDENCE;;YM;;;9525697;
C;097;1001408;6;20030501 12:41;44//214003;
D;097;1001408;6;20030501 12:41;P;;;;;;
D;097;1001408;6;20030501 12:41;V;;;;;;
B;097;1001578;7;20030501 12:41;;;32 B;EXPLORERS WAY;SURF BEACH;2536;326;M;20030221;20030404;258000;A;R;RESIDENCE;;XY;;;9522622;
C;097;1001578;7;20030501 12:41;102//845090;
D;097;1001578;7;20030501 12:41;P;;;;;;
D;097;1001578;7;20030501 12:41;P;;;;;;
D;097;1001578;7;20030501 12:41;V;;;;;;
B;097;1002013;8;20030501 12:41;;;26;NEWTH PL;SURF BEACH;2536;821.3;M;20020315;20020429;290000;A;R;RESIDENCE;;XW;;;9514450;
C;097;1002013;8;20030501 12:41;24//263586;
D;097;1002013;8;20030501 12:41;P;;;;;;
D;097;1002013;8;20030501 12:41;V;;;;;;
D;097;1002013;8;20030501 12:41;V;;;;;;
B;097;1002243;9;20030501 12:41;;;14;IBIS PL;CATALINA;2536;749.1;M;20030325;20030325;61000;A;V;VACANT LAND;;XF;;;9548247;
C;097;1002243;9;20030501 12:41;178//245485;
D;097;1002243;9;20030501 12:41;P;;;;;;
D;097;1002243;9;20030501 12:41;V;;;;;;
B;097;1002407;10;20030501 12:41;;;36;KENNEDY CRES;DENHAMS BEACH;2536;919.3;M;20030306;20030328;270000;A;R;RESIDENCE;;YJ;;;9524014;
C;097;1002407;10;20030501 12:41;35//700746;
D;097;1002407;10;20030501 12:41;P;;;;;;
D;097;1002407;10;20030501 12:41;P;;;;;;
D;097;1002407;10;20030501 12:41;V;;;;;;
D;097;1002407;10;20030501 12:41;V;;;;;;
B;097;1002421;11;20030501 12:41;;;27;KENNEDY CRES;DENHAMS BEACH;2536;1378;M;20030304;20030328;335000;A;R;RESIDENCE;;YJ;;;9526007;
C;097;1002421;11;20030501 12:41;49//700746;
D;097;1002421;11;20030501 12:41;P;;;;;;
D;097;1002421;11;20030501 12:41;P;;;;;;
D;097;1002421;11;20030501 12:41;V;;;;;;
D;097;1002421;11;20030501 12:41;V;;;;;;
