A;123;20020201 11:42;CDIXON;
B;123;1262787;1;20020201 11:42;;;;MOUNTAIN VIEW;WISEMANS CREEK;2795;153.4;H;20011003;20011114;300000;R;V;VACANT LAND;;CE;RG;;8122079;
C;123;1262787;1;20020201 11:42;2//431484 864//838941 PT OF MOUNT VIEW WILDLIFE REFUGE;
D;123;1262787;1;20020201 11:42;P;;;;;;
D;123;1262787;1;20020201 11:42;P;;;;;;
D;123;1262787;1;20020201 11:42;V;;;;;;
B;123;1262973;2;20020201 11:42;;;;"AMBLESIDE";OBERON;2787;4.175;H;20010824;20010928;262500;R;R;RESIDENCE;;NA;RR;;8147071;
C;123;1262973;2;20020201 11:42;//757043 15//814676;
D;123;1262973;2;20020201 11:42;P;;;;;;
D;123;1262973;2;20020201 11:42;V;;;;;;
D;123;1262973;2;20020201 11:42;V;;;;;;
B;123;1263572;3;20020201 11:42;;;;;OBERON;2787;8.054;H;20010911;20011114;299000;R;R;RESIDENCE;;CB;RR;;8174314;
C;123;1263572;3;20020201 11:42;//757061 3//864989;
D;123;1263572;3;20020201 11:42;P;;;;;;
D;123;1263572;3;20020201 11:42;P;;;;;;
D;123;1263572;3;20020201 11:42;V;;;;;;
D;123;1263572;3;20020201 11:42;V;;;;;;
B;123;1263673;4;20020201 11:42;;;;DUCKMALOI RD;OBERON;2787;8.27;H;20010917;20011029;310000;R;R;RESIDENCE;;CB;RR;;8143081;
C;123;1263673;4;20020201 11:42;//757067 11//1002100;
D;123;1263673;4;20020201 11:42;P;;;;;;
D;123;1263673;4;20020201 11:42;V;;;;;;
D;123;1263673;4;20020201 11:42;V;;;;;;
B;123;1263966;5;20020201 11:42;;;33;RUTTERS RIDGE RD;OBERON;2787;2.844;H;20010924;20011217;160000;R;R;RESIDENCE;;CA;RR;;8260883;
C;123;1263966;5;20020201 11:42;45//263034;
D;123;1263966;5;20020201 11:42;P;;;;;;
D;123;1263966;5;20020201 11:42;P;;;;;;
D;123;1263966;5;20020201 11:42;V;;;;;;
B;123;1264104;6;20020201 11:42;;;20 C;BLENHEIM AVE;OBERON;2787;2379;M;20011108;20011214;215000;Z;R;RESIDENCE;;ZA;AC;;8240799;
C;123;1264104;6;20020201 11:42;90//855665;
D;123;1264104;6;20020201 11:42;P;;;;;;
D;123;1264104;6;20020201 11:42;P;;;;;;
D;123;1264104;6;20020201 11:42;V;;;;;;
D;123;1264104;6;20020201 11:42;V;;;;;;
B;123;1264259;7;20020201 11:42;;;9;COOK ST;OBERON;2787;938;M;20011221;20020123;240000;Z;R;RESIDENCE;;ZA;;;8301700;
C;123;1264259;7;20020201 11:42;11//562147;
D;123;1264259;7;20020201 11:42;P;;;;;;
D;123;1264259;7;20020201 11:42;P;;;;;;
D;123;1264259;7;20020201 11:42;V;;;;;;
B;123;1264899;8;20020201 11:42;;;175;OBERON ST;OBERON;2787;283.5;M;20010706;20010723;200000;Z;3;INCLUDES PID 1264900;;ZB;;;7907401;
C;123;1264899;8;20020201 11:42;12//626227;
D;123;1264899;8;20020201 11:42;P;;;;;;
D;123;1264899;8;20020201 11:42;V;;;;;;
D;123;1264899;8;20020201 11:42;V;;;;;;
B;123;1265044;9;20020201 11:42;;;55;ROSS ST;OBERON;2787;1022;M;20011126;20011214;102500;Z;R;RESIDENCE;;ZA;AC;;8246892;
C;123;1265044;9;20020201 11:42;11//591166;
D;123;1265044;9;20020201 11:42;P;;;;;;
D;123;1265044;9;20020201 11:42;P;;;;;;
D;123;1265044;9;20020201 11:42;V;;;;;;
B;123;2843132;10;20020201 11:42;;;;;BLACK SPRINGS;2787;;;20011210;20011221;130675;;V;VACANT LAND;;;RVI;;8263299;
C;123;2843132;10;20020201 11:42;186//1026103;
D;123;2843132;10;20020201 11:42;P;;;;;;
D;123;2843132;10;20020201 11:42;P;;;;;;
D;123;2843132;10;20020201 11:42;V;;;;;;
D;123;2843132;10;20020201 11:42;V;;;;;;
B;123;2859216;11;20020201 11:42;;;;ISABELLA RD;ISABELLA;2795;77.24;H;20011126;20011220;147916;R;V;VACANT LAND;;CE;RV;;8249051;
C;123;2859216;11;20020201 11:42;2//1033965;
D;123;2859216;11;20020201 11:42;P;;;;;;
D;123;2859216;11;20020201 11:42;P;;;;;;
D;123;2859216;11;20020201 11:42;V;;;;;;
B;123;2883117;12;20020201 11:42;;;;HAZELGROVE RD;OBERON;2787;8.672;H;20010523;20010704;120000;;V;VACANT LAND;;;RV;;7800846;
C;123;2883117;12;20020201 11:42;292//1019223;
B;123;2883128;13;20020201 11:42;;;;BOSWORTH FALLS RD;O'CONNELL;2795;23.1;H;20010914;20011026;135000;;R;RESIDENCE;;;;;8064788;
C;123;2883128;13;20020201 11:42;4//1031469;
D;123;2883128;13;20020201 11:42;P;;;;;;
D;123;2883128;13;20020201 11:42;P;;;;;;
