A;042;20030619 08:57;PDANN;
B;042;470824;1;20030619 08:57;;;;VILLAGE OF GOOLOOGONG;GOOLOOGONG;2805;2023;M;20030218;20030312;18000;Z;R;RESIDENCE;;VG;AC;0;9449577;
C;042;470824;1;20030619 08:57;5/24/758462;
D;042;470824;1;20030619 08:57;P;;;;;;
D;042;470824;1;20030619 08:57;P;;;;;;
D;042;470824;1;20030619 08:57;V;;;;;;
B;042;471144;2;20030619 08:57;;;;KANGAROOBY RD;GOOLOOGONG;2805;8.3;H;20030212;20030305;18000;R;V;VACANT LAND;;HC;AV;0;9448965;
C;042;471144;2;20030619 08:57;20//878449;
D;042;471144;2;20030619 08:57;P;;;;;;
D;042;471144;2;20030619 08:57;P;;;;;;
D;042;471144;2;20030619 08:57;V;;;;;;
B;042;472543;3;20030619 08:57;;;22;NOONBINNA RD;COWRA;2794;184.4;H;20030121;20030303;582257;R;3;FARM;;RM;RM;0;9434399;
C;042;472543;3;20030619 08:57;197, 199//752947;
D;042;472543;3;20030619 08:57;P;;;;;;
D;042;472543;3;20030619 08:57;P;;;;;;
D;042;472543;3;20030619 08:57;V;;;;;;
B;042;474167;4;20030619 08:57;;;71;DARLING ST;COWRA;2794;;;20030120;20030303;90000;A;R;RESIDENCE;;AG;AC;0;9471499;
C;042;474167;4;20030619 08:57;13/9B/1287;
D;042;474167;4;20030619 08:57;P;;;;;;
D;042;474167;4;20030619 08:57;V;;;;;;
B;042;474286;5;20030619 08:57;;;39;DOWELL ST;COWRA;2794;796.7;M;20030124;20030228;110000;A;R;RESIDENCE;;AA;AC;0;9486439;
C;042;474286;5;20030619 08:57;7//228677;
D;042;474286;5;20030619 08:57;P;;;;;;
D;042;474286;5;20030619 08:57;V;;;;;;
D;042;474286;5;20030619 08:57;V;;;;;;
B;042;474391;6;20030619 08:57;;;10;EUCALYPT CL;COWRA;2794;1374;M;20021224;20030131;245000;A;R;RESIDENCE;;AK;AC;0;9450849;
C;042;474391;6;20030619 08:57;33//808454;
D;042;474391;6;20030619 08:57;P;;;;;;
D;042;474391;6;20030619 08:57;P;;;;;;
D;042;474391;6;20030619 08:57;V;;;;;;
B;042;474522;7;20030619 08:57;;;30;FITZROY AVE;COWRA;2794;;;20030120;20030217;50000;A;R;RESIDENCE;;AH;AC;0;9456722;
C;042;474522;7;20030619 08:57;25/2/14598;
D;042;474522;7;20030619 08:57;P;;;;;;
D;042;474522;7;20030619 08:57;P;;;;;;
D;042;474522;7;20030619 08:57;V;;;;;;
B;042;474592;8;20030619 08:57;;;119;FITZROY ST;COWRA;2794;2517;M;20021220;20030124;150000;B;3;COMMERCIAL;;CE;BS;0;9467866;
C;042;474592;8;20030619 08:57;1, 2//222239 1//1037213 8//1052319;
D;042;474592;8;20030619 08:57;P;;;;;;
D;042;474592;8;20030619 08:57;V;;;;;;
B;042;474844;9;20030619 08:57;;;;HARTLEY ST;COWRA;2794;2719;M;20000221;20030313;16000;I;R;RESIDENCE;;WB;;0;9475671;
C;042;474844;9;20030619 08:57;351//213582;
D;042;474844;9;20030619 08:57;P;;;;;;
D;042;474844;9;20030619 08:57;V;;;;;;
D;042;474844;9;20030619 08:57;V;;;;;;
B;042;474892;10;20030619 08:57;;;9;HOOD ST;COWRA;2794;872.5;M;20021224;20030212;83000;A;R;RESIDENCE;;AC;AC;0;9451479;
C;042;474892;10;20030619 08:57;5//235233;
D;042;474892;10;20030619 08:57;P;;;;;;
D;042;474892;10;20030619 08:57;V;;;;;;
B;042;475087;11;20030619 08:57;;;21;KESWICK ST;COWRA;2794;;;20021108;20030131;270000;A;R;RESIDENCE;;AE;AC;0;9457649;
C;042;475087;11;20030619 08:57;2//347801;
D;042;475087;11;20030619 08:57;P;;;;;;
D;042;475087;11;20030619 08:57;P;;;;;;
D;042;475087;11;20030619 08:57;V;;;;;;
D;042;475087;11;20030619 08:57;V;;;;;;
B;042;475229;12;20030619 08:57;;;28;KITE ST;COWRA;2794;841;M;20030206;20030313;60000;A;R;RESIDENCE;;AC;AC;0;9460128;
C;042;475229;12;20030619 08:57;16//26002;
D;042;475229;12;20030619 08:57;P;;;;;;
D;042;475229;12;20030619 08:57;V;;;;;;
B;042;475946;13;20030619 08:57;;;;NAMBUCCA CT;COWRA;2794;961.1;M;20030129;20030310;150000;A;R;RESIDENCE;;AA;AC;0;9455210;
C;042;475946;13;20030619 08:57;6//237934;
D;042;475946;13;20030619 08:57;P;;;;;;
D;042;475946;13;20030619 08:57;P;;;;;;
D;042;475946;13;20030619 08:57;V;;;;;;
D;042;475946;13;20030619 08:57;V;;;;;;
B;042;476074;14;20030619 08:57;;;49;NEWCOMBE ST;COWRA;2794;790.4;M;20030205;20030319;150000;A;R;RESIDENCE;;AD;AC;0;9476474;
C;042;476074;14;20030619 08:57;11//236910;
D;042;476074;14;20030619 08:57;P;;;;;;
D;042;476074;14;20030619 08:57;V;;;;;;
D;042;476074;14;20030619 08:57;V;;;;;;
B;042;476274;15;20030619 08:57;;;29;REDFERN ST;COWRA;2794;594.4;M;20030122;20030226;80000;B;R;RESIDENCE;;CD;AC;0;9488240;
C;042;476274;15;20030619 08:57;19//36351;
D;042;476274;15;20030619 08:57;P;;;;;;
D;042;476274;15;20030619 08:57;P;;;;;;
D;042;476274;15;20030619 08:57;V;;;;;;
D;042;476274;15;20030619 08:57;V;;;;;;
B;042;476722;16;20030619 08:57;;;55;VAUX ST;COWRA;2794;562.8;M;20030120;20030303;160000;A;R;RESIDENCE;;AG;AC;0;9472355;
