A;237;20031117 14:05;PDANN;
B;237;2629538;1;20031117 14:05;;;;PH BRIGALOW;COONABARABRAN;2357;1166;H;20030808;20031020;940000;R;3;FARM;;MA;;0;AA108116;
C;237;2629538;1;20031117 14:05;315//755479;
D;237;2629538;1;20031117 14:05;P;;;;;;
D;237;2629538;1;20031117 14:05;V;;;;;;
D;237;2629538;1;20031117 14:05;V;;;;;;
B;237;2630331;2;20031117 14:05;;;69;DALGARNO ST;COONABARABRAN;2357;981.4;M;20030728;20030908;53000;Z;R;RESIDENCE;;AB;;0;AA138384;
C;237;2630331;2;20031117 14:05;B//413711;
D;237;2630331;2;20031117 14:05;P;;;;;;
D;237;2630331;2;20031117 14:05;V;;;;;;
B;237;2631050;3;20031117 14:05;;;16;NORTH ST;COONABARABRAN;2357;2023;M;20030924;20030926;25000;Z;R;RESIDENCE;;AC;;0;AA36616;
C;237;2631050;3;20031117 14:05;3/48/758281;
D;237;2631050;3;20031117 14:05;P;;;;;;
D;237;2631050;3;20031117 14:05;V;;;;;;
B;237;2631070;4;20031117 14:05;;;;OXLEY HWY;COONABARABRAN;2357;16.92;H;20030926;20031031;37500;R;V;VACANT LAND;;HA;;0;AA127879;
C;237;2631070;4;20031117 14:05;340, 341//753378;
D;237;2631070;4;20031117 14:05;P;;;;;;
D;237;2631070;4;20031117 14:05;V;;;;;;
D;237;2631070;4;20031117 14:05;V;;;;;;
B;237;2631265;5;20031117 14:05;;;68;TIMOR ST;COONABARABRAN;2357;910.5;M;20030908;20031009;115000;Z;R;RESIDENCE;;AB;;0;AA128019;
C;237;2631265;5;20031117 14:05;A//389761;
D;237;2631265;5;20031117 14:05;P;;;;;;
D;237;2631265;5;20031117 14:05;P;;;;;;
D;237;2631265;5;20031117 14:05;V;;;;;;
D;237;2631265;5;20031117 14:05;V;;;;;;
B;237;2631506;6;20031117 14:05;;;;PH GREENBAH;COONABARABRAN;2357;832.8;H;20030806;20030922;175000;R;3;FARM;;MG;;0;AA110518;
C;237;2631506;6;20031117 14:05;56, 57//753384;
D;237;2631506;6;20031117 14:05;P;;;;;;
D;237;2631506;6;20031117 14:05;V;;;;;;
B;237;2631674;7;20031117 14:05;;;;HOMELEIGH DR;COONABARABRAN;2357;8.725;H;20030905;20031009;170000;R;R;RESIDENCE;;HA;;0;AA119960;
C;237;2631674;7;20031117 14:05;8//255639;
D;237;2631674;7;20031117 14:05;P;;;;;;
D;237;2631674;7;20031117 14:05;P;;;;;;
D;237;2631674;7;20031117 14:05;V;;;;;;
B;237;2632180;8;20031117 14:05;RIDGEE DIDGE;;;GUNNEDAH RD;COONABARABRAN;2357;121.7;H;20030912;20031024;179000;R;R;RESIDENCE;;HE;;0;AA110326;
C;237;2632180;8;20031117 14:05;1//790524;
D;237;2632180;8;20031117 14:05;P;;;;;;
D;237;2632180;8;20031117 14:05;V;;;;;;
D;237;2632180;8;20031117 14:05;V;;;;;;
B;237;2894549;9;20031117 14:05;;;;PH BOMERA;COONABARABRAN;2357;40;H;20010723;20030731;63000;R;R;RESIDENCE;;HF;;0;9999229;
C;237;2894549;9;20031117 14:05;27//1038050;
D;237;2894549;9;20031117 14:05;P;;;;;;
D;237;2894549;9;20031117 14:05;P;;;;;;
D;237;2894549;9;20031117 14:05;V;;;;;;
B;237;2894550;10;20031117 14:05;;;;PH BOMERA;COONABARABRAN;2357;41.22;H;20010723;20030731;63000;R;R;RESIDENCE;;HF;;0;9999229;
C;237;2894550;10;20031117 14:05;28//1038050;
D;237;2894550;10;20031117 14:05;P;;;;;;
D;237;2894550;10;20031117 14:05;P;;;;;;
D;237;2894550;10;20031117 14:05;V;;;;;;
Z;50;10;10;28;
