A;060;20030619 14:19;PDANN;
B;060;530084;1;20030619 14:19;;;;CLARKE ST;HOWLONG;2643;5884.5;M;20030326;20030423;189000;A;R;RESIDENCE;;AK;;0;9656143;
C;060;530084;1;20030619 14:19;1//869432 1, 2//1047723;
D;060;530084;1;20030619 14:19;P;;;;;;
D;060;530084;1;20030619 14:19;P;;;;;;
D;060;530084;1;20030619 14:19;V;;;;;;
B;060;530461;2;20030619 14:19;;;53;KENNEDY ST;HOWLONG;2643;2047;M;20030416;20030514;108000;A;R;RESIDENCE;;AF;;0;9664895;
C;060;530461;2;20030619 14:19;7/65/758528;
D;060;530461;2;20030619 14:19;P;;;;;;
D;060;530461;2;20030619 14:19;V;;;;;;
B;060;530708;3;20030619 14:19;;;86;PELL ST;HOWLONG;2643;4026;M;20030305;20030528;249000;A;R;RESIDENCE;;AF;;0;9683839;
C;060;530708;3;20030619 14:19;76//730097;
D;060;530708;3;20030619 14:19;P;;;;;;
D;060;530708;3;20030619 14:19;P;;;;;;
D;060;530708;3;20030619 14:19;V;;;;;;
D;060;530708;3;20030619 14:19;V;;;;;;
B;060;531091;4;20030619 14:19;;;;ADAMS ST;JINDERA;2642;817;M;20030422;20030521;34500;A;V;VACANT LAND;;AN;;0;9659257;
C;060;531091;4;20030619 14:19;12//840770;
D;060;531091;4;20030619 14:19;P;;;;;;
D;060;531091;4;20030619 14:19;V;;;;;;
B;060;531659;5;20030619 14:20;;;;ROCK RD;JINDERA;2642;4.023;H;20030226;20030414;286000;R;R;RESIDENCE;;HA;RR;0;9636394;
C;060;531659;5;20030619 14:20;292//753345;
D;060;531659;5;20030619 14:20;P;;;;;;
D;060;531659;5;20030619 14:20;P;;;;;;
D;060;531659;5;20030619 14:20;V;;;;;;
B;060;532048;6;20030619 14:20;;;;CARROLLS LANE;QUAT QUATTA;2643;101;H;20020923;20021223;138000;R;R;RESIDENCE;;RA;;0;9671411;
C;060;532048;6;20030619 14:20;2//808027;
D;060;532048;6;20030619 14:20;P;;;;;;
D;060;532048;6;20030619 14:20;P;;;;;;
D;060;532048;6;20030619 14:20;V;;;;;;
B;060;2985024;7;20030619 14:20;;;;HALL CT;HOWLONG;2643;;;20030414;20030527;37000;;V;VACANT LAND;;;;0;9658881;
C;060;2985024;7;20030619 14:20;7//1049553;
D;060;2985024;7;20030619 14:20;P;;;;;;
D;060;2985024;7;20030619 14:20;V;;;;;;
Z;35;7;7;19;
