A;RTSALEDATA;148;20250609 01:16;VALNET;
B;148;1656159;1;20250609 01:16;;;8;CORAL ST;ALSTONVILLE;2477;815.7;M;20250409;20250530;1145000;R2;R;RESIDENCE;;ADR;;0;AV108295;
C;148;1656159;1;20250609 01:16;23/240225;
D;148;1656159;1;20250609 01:16;P;;;;;;
D;148;1656159;1;20250609 01:16;P;;;;;;
D;148;1656159;1;20250609 01:16;V;;;;;;
B;148;1645623;2;20250609 01:16;;1;121;KALINGA ST;WEST BALLINA;2478;280;M;20250506;20250603;765000;;R;RESIDENCE;1;;;0;AV116781;
C;148;1645623;2;20250609 01:16;1/SP36144;
D;148;1645623;2;20250609 01:16;P;;;;;;
D;148;1645623;2;20250609 01:16;V;;;;;;
B;148;1656486;3;20250609 01:16;;;6;GREEN ST;ALSTONVILLE;2477;682.9;M;20250305;20250603;800000;R3;V;VACANT LAND;;ADX;;0;AV115300;
C;148;1656486;3;20250609 01:16;A/393930;
D;148;1656486;3;20250609 01:16;P;;;;;;
D;148;1656486;3;20250609 01:16;V;;;;;;
B;148;1643147;4;20250609 01:16;;1;110;BURNET ST;BALLINA;2478;199;M;20250304;20250602;700000;;R;RESIDENCE;1;;;0;AV112471;
C;148;1643147;4;20250609 01:16;1/SP49559;
D;148;1643147;4;20250609 01:16;P;;;;;;
D;148;1643147;4;20250609 01:16;V;;;;;;
D;148;1643147;4;20250609 01:16;V;;;;;;
B;148;1648590;5;20250609 01:16;;;6;SUZANNE ST;EAST BALLINA;2478;581.7;M;20250428;20250602;1280000;R2;R;RESIDENCE;;AAE;;0;AV112587;
C;148;1648590;5;20250609 01:16;28/225959;
D;148;1648590;5;20250609 01:16;P;;;;;;
D;148;1648590;5;20250609 01:16;V;;;;;;
D;148;1648590;5;20250609 01:16;V;;;;;;
B;148;1646022;6;20250609 01:16;;6;5;MARGE PORTER PL;WEST BALLINA;2478;156;M;20250407;20250604;600000;;R;RESIDENCE;6;;;0;AV120894;
C;148;1646022;6;20250609 01:16;6/SP31677;
D;148;1646022;6;20250609 01:16;P;;;;;;
D;148;1646022;6;20250609 01:16;P;;;;;;
D;148;1646022;6;20250609 01:16;V;;;;;;
B;148;1649216;7;20250609 01:16;;2;20;THE TERRACE;EAST BALLINA;2478;247;M;20250512;20250604;917000;;R;RESIDENCE;2;;;0;AV118958;
C;148;1649216;7;20250609 01:16;2/SP51925;
D;148;1649216;7;20250609 01:16;P;;;;;;
D;148;1649216;7;20250609 01:16;V;;;;;;
D;148;1649216;7;20250609 01:16;V;;;;;;
B;148;1657330;8;20250609 01:16;;;2;SHORT ST;ALSTONVILLE;2477;942.2;M;20250326;20250604;875000;R2;R;RESIDENCE;;ADR;;0;AV118873;
C;148;1657330;8;20250609 01:16;107/241927;
D;148;1657330;8;20250609 01:16;P;;;;;;
D;148;1657330;8;20250609 01:16;P;;;;;;
D;148;1657330;8;20250609 01:16;V;;;;;;
B;148;1652314;9;20250609 01:16;;;6;CARROLL AVE;SKENNARS HEAD;2478;665;M;20250522;20250604;1300000;R2;R;RESIDENCE;;DPS;;0;AV121426;
C;148;1652314;9;20250609 01:16;29/846639;
D;148;1652314;9;20250609 01:16;P;;;;;;
D;148;1652314;9;20250609 01:16;P;;;;;;
D;148;1652314;9;20250609 01:16;V;;;;;;
D;148;1652314;9;20250609 01:16;V;;;;;;
B;148;1652388;10;20250609 01:16;;;45;HENDERSON DR;LENNOX HEAD;2478;1138;M;20250502;20250530;1480000;R2;R;RESIDENCE;;LDL;;0;AV107162;
C;148;1652388;10;20250609 01:16;30/833002;
D;148;1652388;10;20250609 01:16;P;;;;;;
D;148;1652388;10;20250609 01:16;P;;;;;;
D;148;1652388;10;20250609 01:16;V;;;;;;
D;148;1652388;10;20250609 01:16;V;;;;;;
B;148;1647235;11;20250609 01:16;;4;16;PINE AVE;EAST BALLINA;2478;157;M;20250506;20250603;655000;;R;RESIDENCE;4;;;0;AV115599;
C;148;1647235;11;20250609 01:16;4/SP16659;
D;148;1647235;11;20250609 01:16;P;;;;;;
D;148;1647235;11;20250609 01:16;V;;;;;;
D;148;1647235;11;20250609 01:16;V;;;;;;
B;148;1647395;12;20250609 01:16;;;50;QUAYS DR;WEST BALLINA;2478;1059;M;20250505;20250530;950000;R2;R;RESIDENCE;;AAA;;0;AV106975;
C;148;1647395;12;20250609 01:16;51/263861;
D;148;1647395;12;20250609 01:16;P;;;;;;
D;148;1647395;12;20250609 01:16;V;;;;;;
