A;180;20020102 13:35;PTHIRLWELL;
B;180;1841776;1;20020102 13:35;;;41;MAUDE ST;BARRABA;2347;2023;M;20011112;20011203;84000;Z;3;;;ZR;;;8195496;
C;180;1841776;1;20020102 13:35;18/8/758059;
D;180;1841776;1;20020102 13:35;P;;;;;;
D;180;1841776;1;20020102 13:35;P;;;;;;
D;180;1841776;1;20020102 13:35;V;;;;;;
B;180;1841918;2;20020102 13:35;;;159;QUEEN ST;BARRABA;2347;809.4;M;20010926;20011116;60000;Z;R;RESIDENCE;;ZR;;;8170229;
C;180;1841918;2;20020102 13:35;4, 5/A/4841;
D;180;1841918;2;20020102 13:35;P;;;;;;
D;180;1841918;2;20020102 13:35;P;;;;;;
D;180;1841918;2;20020102 13:35;V;;;;;;
D;180;1841918;2;20020102 13:35;V;;;;;;
D;180;1841918;2;20020102 13:35;V;;;;;;
B;180;1841951;3;20020102 13:35;;;10;RANGE ST;BARRABA;2347;1021;M;20011101;20011123;51250;Z;R;RESIDENCE;;ZR;;;8209942;
C;180;1841951;3;20020102 13:35;332//810945;
D;180;1841951;3;20020102 13:35;P;;;;;;
D;180;1841951;3;20020102 13:35;V;;;;;;
B;180;1841957;4;20020102 13:35;;;62;RODNEY ST;BARRABA;2347;1619;M;20011112;20011116;9000;Z;R;RESIDENCE;;ZR;;;8146428;
C;180;1841957;4;20020102 13:35;13//805075;
D;180;1841957;4;20020102 13:35;P;;;;;;
D;180;1841957;4;20020102 13:35;V;;;;;;
Z;22;4;4;12;
