A;RTSALEDATA;158;20250324 01:06;VALNET;
B;158;1741992;1;20250324 01:06;;;;WAINWRIGHTS RD;UPPER HORSESHOE CREEK;2474;2.906;H;20250219;20250319;560000;RU1;R;RESIDENCE;;RRA;;0;AU903482;
C;158;1741992;1;20250324 01:06;3/808650;
D;158;1741992;1;20250324 01:06;P;;;;;;
D;158;1741992;1;20250324 01:06;V;;;;;;
B;158;1742580;2;20250324 01:06;;;10547;CLARENCE WAY;TABULAM;2469;22.3;H;20250306;20250314;560000;RU1;R;RESIDENCE;;RRU;;0;AU892174;
C;158;1742580;2;20250324 01:06;1/801524;
D;158;1742580;2;20250324 01:06;P;;;;;;
D;158;1742580;2;20250324 01:06;P;;;;;;
D;158;1742580;2;20250324 01:06;P;;;;;;
D;158;1742580;2;20250324 01:06;V;;;;;;
B;158;1740937;3;20250324 01:06;;;16;HIGHFIELD RD;KYOGLE;2474;1012;M;20250220;20250314;510000;R1;R;RESIDENCE;;AAA;;0;AU892551;
C;158;1740937;3;20250324 01:06;21/B/6798;
D;158;1740937;3;20250324 01:06;P;;;;;;
D;158;1740937;3;20250324 01:06;V;;;;;;
B;158;4598884;4;20250324 01:06;;;1;YARRAMAN DR;KYOGLE;2474;11.23;H;20241220;20250319;200000;R5;3;FARM;;LHA;;0;AU903604;
C;158;4598884;4;20250324 01:06;2/1313691;
D;158;4598884;4;20250324 01:06;P;;;;;;
D;158;4598884;4;20250324 01:06;V;;;;;;
D;158;4598884;4;20250324 01:06;V;;;;;;
Z;21;4;4;11;
