A;234;20020102 13:59;PTHIRLWELL;
B;234;2613442;1;20020102 13:59;;;508;ARGENT ST;BROKEN HILL;2880;459.7;M;20010620;20010921;22500;A;R;RESIDENCE;;CC;;;8214323;
C;234;2613442;1;20020102 13:59;2290//757298;
D;234;2613442;1;20020102 13:59;P;;;;;;
D;234;2613442;1;20020102 13:59;V;;;;;;
D;234;2613442;1;20020102 13:59;V;;;;;;
B;234;2613522;2;20020102 13:59;;;18;ARGENT ST;BROKEN HILL;2880;600.7;M;20011113;20011130;40200;A;R;RESIDENCE;;CD;;;8193866;
C;234;2613522;2;20020102 13:59;A//334502;
D;234;2613522;2;20020102 13:59;P;;;;;;
D;234;2613522;2;20020102 13:59;V;;;;;;
B;234;2613702;3;20020102 13:59;;;662;BERYL ST;BROKEN HILL;2880;853.6;M;20010824;20010928;21000;A;R;RESIDENCE;;CC;AC;;8006100;
C;234;2613702;3;20020102 13:59;5301//757298;
D;234;2613702;3;20020102 13:59;P;;;;;;
D;234;2613702;3;20020102 13:59;V;;;;;;
B;234;2613867;4;20020102 13:59;;;35;GARNET ST;BROKEN HILL;2880;221.3;M;20010903;20011031;47000;A;R;RESIDENCE;;CD;;;8166163;
C;234;2613867;4;20020102 13:59;B//342494;
D;234;2613867;4;20020102 13:59;P;;;;;;
D;234;2613867;4;20020102 13:59;V;;;;;;
B;234;2614757;5;20020102 13:59;;;198;CARBON ST;BROKEN HILL;2880;1012;M;20011112;20011214;29500;A;R;RESIDENCE;;AH;;;8214556;
C;234;2614757;5;20020102 13:59;17/64/759092;
D;234;2614757;5;20020102 13:59;P;;;;;;
D;234;2614757;5;20020102 13:59;P;;;;;;
D;234;2614757;5;20020102 13:59;V;;;;;;
B;234;2614843;6;20020102 13:59;;;515;CHAPPLE LANE;BROKEN HILL;2880;366.7;M;20010918;20011012;25000;A;R;RESIDENCE;;AZ;;;8187652;
C;234;2614843;6;20020102 13:59;1//932155;
D;234;2614843;6;20020102 13:59;P;;;;;;
D;234;2614843;6;20020102 13:59;V;;;;;;
B;234;2615056;7;20020102 13:59;;;645;CHAPPLE ST;BROKEN HILL;2880;1151;M;20011106;20011130;49000;A;R;RESIDENCE;;AZ;;;8206061;
C;234;2615056;7;20020102 13:59;1//902159;
D;234;2615056;7;20020102 13:59;P;;;;;;
D;234;2615056;7;20020102 13:59;P;;;;;;
