A;097;20010822 12:27;CDIXON;
B;097;999421;1;20010822 12:27;;;6;THOMSEN PL;TOMAKIN;2537;1.08;H;20010409;20010521;90000;R;3;NULL;;LT;;;7638553;
C;097;999421;1;20010822 12:27;16//700233;
D;097;999421;1;20010822 12:27;P;;;;;;
D;097;999421;1;20010822 12:27;P;;;;;;
D;097;999421;1;20010822 12:27;V;;;;;;
B;097;999423;2;20010822 12:27;;;3;THOMSEN PL;TOMAKIN;2537;1.68;H;20010323;20010504;220000;R;3;NULL;;LT;;;7614577;
C;097;999423;2;20010822 12:27;19//700233;
D;097;999423;2;20010822 12:27;P;;;;;;
D;097;999423;2;20010822 12:27;P;;;;;;
D;097;999423;2;20010822 12:27;V;;;;;;
D;097;999423;2;20010822 12:27;V;;;;;;
B;097;999539;3;20010822 12:27;;;6;BARBARA CRES;DENHAMS BEACH;2536;727.2;M;20010306;20010405;398000;A;R;;;YG;;;7596743;
C;097;999539;3;20010822 12:27;32//31959;
D;097;999539;3;20010822 12:27;P;;;;;;
D;097;999539;3;20010822 12:27;P;;;;;;
D;097;999539;3;20010822 12:27;V;;;;;;
D;097;999539;3;20010822 12:27;V;;;;;;
B;097;999551;4;20010822 12:27;;;19;BARRANI PL;LILLI PILLI;2536;840.5;M;20010430;20010522;185000;A;R;;;XV;;;7653237;
C;097;999551;4;20010822 12:27;12//791434;
D;097;999551;4;20010822 12:27;P;;;;;;
D;097;999551;4;20010822 12:27;P;;;;;;
D;097;999551;4;20010822 12:27;V;;;;;;
B;097;999576;5;20010822 12:27;;;7;BATEHAVEN RD;BATEHAVEN;2536;777.8;M;20010309;20010424;30000;A;R;;;YL;;;7575330;
C;097;999576;5;20010822 12:27;22//25267;
D;097;999576;5;20010822 12:27;P;;;;;;
D;097;999576;5;20010822 12:27;P;;;;;;
D;097;999576;5;20010822 12:27;V;;;;;;
B;097;999585;6;20010822 12:27;;;659;BEACH RD;SURF BEACH;2536;651.3;M;20010322;20010409;101000;A;R;;;XY;;;7579649;
C;097;999585;6;20010822 12:27;A//421737;
D;097;999585;6;20010822 12:27;P;;;;;;
D;097;999585;6;20010822 12:27;V;;;;;;
B;097;999609;7;20010822 12:27;;;633;BEACH RD;SURF BEACH;2536;651.3;M;20010221;20010403;125000;A;R;;;XY;;;7575816;
C;097;999609;7;20010822 12:27;102//243186;
D;097;999609;7;20010822 12:27;P;;;;;;
D;097;999609;7;20010822 12:27;P;;;;;;
D;097;999609;7;20010822 12:27;V;;;;;;
D;097;999609;7;20010822 12:27;V;;;;;;
B;097;999736;8;20010822 12:27;;5;47;BEACH RD;BATEMANS BAY;2536;;;20010322;20010501;86000;;3;HOME UNIT ;5;;;;7581162;
C;097;999736;8;20010822 12:27;5//9462;
D;097;999736;8;20010822 12:27;P;;;;;;
D;097;999736;8;20010822 12:27;P;;;;;;
D;097;999736;8;20010822 12:27;V;;;;;;
B;097;999753;9;20010822 12:27;;5;37;BEACH RD;BATEMANS BAY;2536;;;20010420;20010518;115000;;R;;5;;;;7651978;
C;097;999753;9;20010822 12:27;5//8393;
D;097;999753;9;20010822 12:27;P;;;;;;
D;097;999753;9;20010822 12:27;P;;;;;;
D;097;999753;9;20010822 12:27;V;;;;;;
D;097;999753;9;20010822 12:27;V;;;;;;
B;097;1000118;10;20010822 12:27;;;632;BEACH RD;SURF BEACH;2536;690.8;M;20010321;20010504;150000;A;R;;;XY;;;7650895;
C;097;1000118;10;20010822 12:27;384//249466;
D;097;1000118;10;20010822 12:27;P;;;;;;
D;097;1000118;10;20010822 12:27;P;;;;;;
D;097;1000118;10;20010822 12:27;V;;;;;;
D;097;1000118;10;20010822 12:27;V;;;;;;
B;097;1000170;11;20010822 12:27;;9;714;BEACH RD;SURF BEACH;2536;;;20010326;20010426;101000;;R;;9;;;;7579807;
C;097;1000170;11;20010822 12:27;9//42268;
D;097;1000170;11;20010822 12:27;P;;;;;;
D;097;1000170;11;20010822 12:27;V;;;;;;
B;097;1000211;12;20010822 12:27;;4;11;BEECHWOOD CT;SUNSHINE BAY;2536;;;20010220;20010402;111000;;R;;4;;;;7571027;
C;097;1000211;12;20010822 12:27;4//19221;
D;097;1000211;12;20010822 12:27;P;;;;;;
D;097;1000211;12;20010822 12:27;P;;;;;;
D;097;1000211;12;20010822 12:27;V;;;;;;
D;097;1000211;12;20010822 12:27;V;;;;;;
B;097;1000236;13;20010822 12:27;;3;3;BEECHWOOD CT;SUNSHINE BAY;2536;;;20010320;20010430;76000;;R;;3;;;;7604574;
C;097;1000236;13;20010822 12:27;3//19249;
D;097;1000236;13;20010822 12:27;P;;;;;;
D;097;1000236;13;20010822 12:27;V;;;;;;
B;097;1000250;14;20010822 12:27;;;14;BERNADETTE BVD;BATEHAVEN;2536;556.4;M;20010329;20010426;105000;A;R;;;YM;;;7601980;
C;097;1000250;14;20010822 12:27;190//214268;
D;097;1000250;14;20010822 12:27;P;;;;;;
D;097;1000250;14;20010822 12:27;P;;;;;;
D;097;1000250;14;20010822 12:27;V;;;;;;
B;097;1000267;15;20010822 12:27;;1;21;BERNADETTE BVD;BATEHAVEN;2536;;;20010423;20010514;92000;;R;;1;;;;7625686;
C;097;1000267;15;20010822 12:27;1//33660;
D;097;1000267;15;20010822 12:27;P;;;;;;
D;097;1000267;15;20010822 12:27;V;;;;;;
D;097;1000267;15;20010822 12:27;V;;;;;;
B;097;1000288;16;20010822 12:27;;;23;BERRIMA ST;CATALINA;2536;1062;M;20010424;20010511;157000;A;R;;;YP;;;7618324;
C;097;1000288;16;20010822 12:27;69//203722;
D;097;1000288;16;20010822 12:27;P;;;;;;
D;097;1000288;16;20010822 12:27;P;;;;;;
D;097;1000288;16;20010822 12:27;V;;;;;;
B;097;1000326;17;20010822 12:27;;;6;BLAXLAND CT;SUNSHINE BAY;2536;603.7;M;20010419;20010427;153500;A;R;;;YH;;;7590399;
C;097;1000326;17;20010822 12:27;93//791530;
D;097;1000326;17;20010822 12:27;P;;;;;;
D;097;1000326;17;20010822 12:27;P;;;;;;
D;097;1000326;17;20010822 12:27;V;;;;;;
D;097;1000326;17;20010822 12:27;V;;;;;;
B;097;1000431;18;20010822 12:27;;;7;CALEY PL;SUNSHINE BAY;2536;742.4;M;20010502;20010523;218000;A;R;;;YH;;;7646014;
C;097;1000431;18;20010822 12:27;127//803654;
D;097;1000431;18;20010822 12:27;P;;;;;;
