A;231;20030317 14:42;PDANN;
B;231;2606904;1;20030317 14:42;;;353;DITCHFEILDS LANE;WEST WYALONG;2671;131.9;H;20021223;20030124;230000;R;R;RESIDENCE;;RM;;;9342695;
C;231;2606904;1;20030317 14:42;12//818777;
D;231;2606904;1;20030317 14:42;P;;;;;;
D;231;2606904;1;20030317 14:42;P;;;;;;
D;231;2606904;1;20030317 14:42;V;;;;;;
D;231;2606904;1;20030317 14:42;V;;;;;;
B;231;2607455;2;20030317 14:42;;;1409;NEWELL HWY;WYALONG;2671;506.5;H;20020823;20030131;460000;R;3;FARM;;RM;;;9430656;
C;231;2607455;2;20030317 14:42;6, 161, 192, 194//750615;
D;231;2607455;2;20030317 14:42;P;;;;;;
D;231;2607455;2;20030317 14:42;P;;;;;;
D;231;2607455;2;20030317 14:42;P;;;;;;
D;231;2607455;2;20030317 14:42;V;;;;;;
B;231;2607815;3;20030317 14:42;;;783;MR398 EAST;BARMEDMAN;2668;261.9;H;20020826;20030203;684675;R;3;FARM;;RM;;;9365527;
C;231;2607815;3;20030317 14:42;81//750622 Settlement Purchase Lease 1986/4;
D;231;2607815;3;20030317 14:42;P;;;;;;
D;231;2607815;3;20030317 14:42;P;;;;;;
D;231;2607815;3;20030317 14:42;V;;;;;;
D;231;2607815;3;20030317 14:42;V;;;;;;
B;231;2608206;4;20030317 14:42;;;1233;BARMEDMAN ALLEENA RD;BARMEDMAN;2668;391;H;20020205;20030203;210000;R;V;VACANT LAND;;RM;;;9429827;
C;231;2608206;4;20030317 14:42;59, 96//750630;
D;231;2608206;4;20030317 14:42;P;;;;;;
D;231;2608206;4;20030317 14:42;P;;;;;;
D;231;2608206;4;20030317 14:42;V;;;;;;
B;231;2609529;5;20030317 14:42;;;;MONTGOMERY ST;WEST WYALONG;2671;1204;M;20030218;20030306;73332;Z;R;RESIDENCE;;AA;;;9438614;
C;231;2609529;5;20030317 14:42;2//592439;
D;231;2609529;5;20030317 14:42;P;;;;;;
D;231;2609529;5;20030317 14:42;P;;;;;;
D;231;2609529;5;20030317 14:42;P;;;;;;
D;231;2609529;5;20030317 14:42;V;;;;;;
B;231;2609545;6;20030317 14:42;;;199;NEELD ST;WEST WYALONG;2671;3465;M;20021223;20030117;160000;Z;R;RESIDENCE;;AA;;;9409553;
C;231;2609545;6;20030317 14:42;1061, 1062, 1063//753135;
D;231;2609545;6;20030317 14:42;P;;;;;;
D;231;2609545;6;20030317 14:42;P;;;;;;
D;231;2609545;6;20030317 14:42;V;;;;;;
D;231;2609545;6;20030317 14:42;V;;;;;;
B;231;2609568;7;20030317 14:42;;;;NEELD ST;WEST WYALONG;2671;3193;M;20021129;20030117;490000;Z;3;;;AA;;;9413273;
C;231;2609568;7;20030317 14:42;13, 440, 908//753135;
D;231;2609568;7;20030317 14:42;P;;;;;;
D;231;2609568;7;20030317 14:42;V;;;;;;
D;231;2609568;7;20030317 14:42;V;;;;;;
B;231;2609621;8;20030317 14:42;;;;OPERATOR ST;WEST WYALONG;2671;822;M;20021204;20030123;155000;Z;R;RESIDENCE;;AA;;;9380439;
C;231;2609621;8;20030317 14:42;1305//753135 Suburban Holding 1967/7;
D;231;2609621;8;20030317 14:42;P;;;;;;
D;231;2609621;8;20030317 14:42;P;;;;;;
D;231;2609621;8;20030317 14:42;V;;;;;;
B;231;2609719;9;20030317 14:42;;;;PARK STREET 58;WEST WYALONG;2671;1568;M;20030214;20030228;67500;Z;R;RESIDENCE;;AA;;;9425601;
C;231;2609719;9;20030317 14:42;282//753135;
D;231;2609719;9;20030317 14:42;P;;;;;;
D;231;2609719;9;20030317 14:42;V;;;;;;
D;231;2609719;9;20030317 14:42;V;;;;;;
B;231;2974531;10;20030317 14:42;;;;MCMAHONS LANE;GIRRAL;2669;259;H;20000630;20030203;191360;;3;FARM;;;;;9383569;
C;231;2974531;10;20030317 14:42;;
D;231;2974531;10;20030317 14:42;P;;;;;;
D;231;2974531;10;20030317 14:42;P;;;;;;
D;231;2974531;10;20030317 14:42;V;;;;;;
B;231;2974532;11;20030317 14:42;;;;MCMAHONS LANE;GIRRAL;2669;259;H;20000630;20030203;191360;;3;FARM;;;;;9371171;
C;231;2974532;11;20030317 14:42;61//753122;
D;231;2974532;11;20030317 14:42;P;;;;;;
D;231;2974532;11;20030317 14:42;P;;;;;;
D;231;2974532;11;20030317 14:42;V;;;;;;
Z;62;11;11;38;
