A;144;20020603 10:22;PTHIRLWELL;
B;144;1559069;1;20020603 10:23;;1;1;ABRAHAM CL;MENAI;2234;;;20020412;20020515;365000;;R;RESIDENCE;1;;;;8622214;
C;144;1559069;1;20020603 10:23;1//57216;
D;144;1559069;1;20020603 10:23;P;;;;;;
D;144;1559069;1;20020603 10:23;V;;;;;;
D;144;1559069;1;20020603 10:23;V;;;;;;
B;144;1559281;2;20020603 10:23;;;191;ACACIA RD S;KIRRAWEE;2232;1349.2;M;20020227;20020415;535000;A;R;RESIDENCE;;AB;;;8583700;
C;144;1559281;2;20020603 10:23;7/61/802;
D;144;1559281;2;20020603 10:23;P;;;;;;
D;144;1559281;2;20020603 10:23;P;;;;;;
D;144;1559281;2;20020603 10:23;V;;;;;;
D;144;1559281;2;20020603 10:23;V;;;;;;
B;144;1559283;3;20020603 10:23;;;197;ACACIA RD S;KIRRAWEE;2232;668.4;M;20020227;20020415;512500;A;3;HOME UNIT;;AB;;;8577889;
C;144;1559283;3;20020603 10:23;1//592642;
D;144;1559283;3;20020603 10:23;P;;;;;;
D;144;1559283;3;20020603 10:23;P;;;;;;
D;144;1559283;3;20020603 10:23;V;;;;;;
D;144;1559283;3;20020603 10:23;V;;;;;;
B;144;1559380;4;20020603 10:23;;;10;ACTINOTUS AVE;CARINGBAH;2229;;;20020406;20020508;855000;A;R;RESIDENCE;;AC;;;8593050;
C;144;1559380;4;20020603 10:23;140//5606;
D;144;1559380;4;20020603 10:23;P;;;;;;
D;144;1559380;4;20020603 10:23;P;;;;;;
D;144;1559380;4;20020603 10:23;V;;;;;;
D;144;1559380;4;20020603 10:23;V;;;;;;
B;144;1559393;5;20020603 10:23;;;19;ACTON ST;SUTHERLAND;2232;;;20020327;20020508;394000;A;R;RESIDENCE;;KN;;;8595697;
C;144;1559393;5;20020603 10:23;1//14636;
D;144;1559393;5;20020603 10:23;P;;;;;;
D;144;1559393;5;20020603 10:23;P;;;;;;
D;144;1559393;5;20020603 10:23;V;;;;;;
D;144;1559393;5;20020603 10:23;V;;;;;;
B;144;1559419;6;20020603 10:23;;9;2;ADELONG ST;SUTHERLAND;2232;;;20020321;20020502;239950;;R;RESIDENCE;9;;;;8597983;
C;144;1559419;6;20020603 10:23;9//SP 57381;
D;144;1559419;6;20020603 10:23;P;;;;;;
D;144;1559419;6;20020603 10:23;V;;;;;;
B;144;1559515;7;20020603 10:23;;;51;AKUNA AVE;BANGOR;2234;567.8;M;20020426;20020525;406000;A;R;RESIDENCE;;RC;;;8638219;
C;144;1559515;7;20020603 10:23;125//253511;
D;144;1559515;7;20020603 10:23;P;;;;;;
D;144;1559515;7;20020603 10:23;P;;;;;;
D;144;1559515;7;20020603 10:23;V;;;;;;
D;144;1559515;7;20020603 10:23;V;;;;;;
B;144;1559864;8;20020603 10:23;;;18;ALICE ST;JANNALI;2226;;;20020430;20020501;175000;A;R;RESIDENCE;;JW;;;8608141;
C;144;1559864;8;20020603 10:23;22/D/2092;
D;144;1559864;8;20020603 10:23;P;;;;;;
D;144;1559864;8;20020603 10:23;V;;;;;;
D;144;1559864;8;20020603 10:23;V;;;;;;
B;144;1559898;9;20020603 10:23;;;36;ALKARINGA RD;MIRANDA;2228;1492;M;20010904;20020314;545000;A;R;RESIDENCE;;YB;;;8554362;
C;144;1559898;9;20020603 10:23;6//20335;
D;144;1559898;9;20020603 10:23;P;;;;;;
D;144;1559898;9;20020603 10:23;P;;;;;;
