A;217;20020102 12:41;PTHIRLWELL;
B;217;2279340;1;20020102 12:42;;;11;AMY PL;NARELLAN VALE;2567;496.2;M;20011022;20011130;229950;A;R;RESIDENCE;;AR;;;8174321;
C;217;2279340;1;20020102 12:42;17//869436;
D;217;2279340;1;20020102 12:42;P;;;;;;
D;217;2279340;1;20020102 12:42;V;;;;;;
B;217;2279399;2;20020102 12:42;;;45;ANGOPHORA CCT;MOUNT ANNAN;2567;506.2;M;20011022;20011127;298000;A;R;RESIDENCE;;AZ;;;8169923;
C;217;2279399;2;20020102 12:42;2047//1000787;
D;217;2279399;2;20020102 12:42;P;;;;;;
D;217;2279399;2;20020102 12:42;V;;;;;;
D;217;2279399;2;20020102 12:42;V;;;;;;
B;217;2279638;3;20020102 12:42;;;2;ARNDELL ST;CAMDEN SOUTH;2570;695.6;M;20011026;20011127;349950;A;R;RESIDENCE;;AE;;;8157168;
C;217;2279638;3;20020102 12:42;24//240560;
D;217;2279638;3;20020102 12:42;P;;;;;;
D;217;2279638;3;20020102 12:42;P;;;;;;
D;217;2279638;3;20020102 12:42;V;;;;;;
D;217;2279638;3;20020102 12:42;V;;;;;;
B;217;2279876;4;20020102 12:42;;;23;BANKSIA RD;MOUNT ANNAN;2567;467.7;M;20011017;20011116;114000;A;V;VACANT LAND;;AQ;;;8162923;
C;217;2279876;4;20020102 12:42;5804//1015863;
D;217;2279876;4;20020102 12:42;P;;;;;;
D;217;2279876;4;20020102 12:42;V;;;;;;
B;217;2279892;5;20020102 12:42;;;55;BANKSIA RD;MOUNT ANNAN;2567;416.5;M;20011105;20011205;109000;A;V;VACANT LAND;;AQ;;;8196015;
C;217;2279892;5;20020102 12:42;4103//1015862;
D;217;2279892;5;20020102 12:42;P;;;;;;
D;217;2279892;5;20020102 12:42;P;;;;;;
D;217;2279892;5;20020102 12:42;V;;;;;;
B;217;2279895;6;20020102 12:42;;;61;BANKSIA RD;MOUNT ANNAN;2567;480.2;M;20011101;20011127;114000;A;V;VACANT LAND;;AQ;;;8171337;
C;217;2279895;6;20020102 12:42;4106//1015862;
D;217;2279895;6;20020102 12:42;P;;;;;;
D;217;2279895;6;20020102 12:42;P;;;;;;
D;217;2279895;6;20020102 12:42;V;;;;;;
B;217;2279964;7;20020102 12:42;;;7;BARRATT AVE;CAMDEN SOUTH;2570;834.7;M;20010928;20011102;335000;A;R;RESIDENCE;;AF;;;8209553;
C;217;2279964;7;20020102 12:42;82//238684;
D;217;2279964;7;20020102 12:42;P;;;;;;
D;217;2279964;7;20020102 12:42;P;;;;;;
D;217;2279964;7;20020102 12:42;V;;;;;;
D;217;2279964;7;20020102 12:42;V;;;;;;
B;217;2280001;8;20020102 12:42;;;162;BARRY AVE;CATHERINE FIELD;2171;2.023;H;20011108;20011204;342000;R;R;RESIDENCE;;RE;;;8187004;
C;217;2280001;8;20020102 12:42;110//204127;
D;217;2280001;8;20020102 12:42;P;;;;;;
D;217;2280001;8;20020102 12:42;V;;;;;;
B;217;2280040;9;20020102 12:42;;;8;BARSDEN ST;CAMDEN;2570;347.8;M;20011015;20011126;268000;I;R;RESIDENCE;;FC;;;8187909;
C;217;2280040;9;20020102 12:42;A//101806;
D;217;2280040;9;20020102 12:42;P;;;;;;
D;217;2280040;9;20020102 12:42;V;;;;;;
D;217;2280040;9;20020102 12:42;V;;;;;;
B;217;2280099;10;20020102 12:42;;;8;BELGENNY AVE;CAMDEN;2570;556.4;M;20011115;20011207;48000;A;3;;;AJ;;;8190351;
C;217;2280099;10;20020102 12:42;14//219613;
D;217;2280099;10;20020102 12:42;P;;;;;;
D;217;2280099;10;20020102 12:42;P;;;;;;
D;217;2280099;10;20020102 12:42;V;;;;;;
D;217;2280099;10;20020102 12:42;V;;;;;;
B;217;2280225;11;20020102 12:42;;;23;BENWERRIN CRES;GRASMERE;2570;4000;M;20011002;20011115;285000;R;R;RESIDENCE;;RC;;;8209327;
C;217;2280225;11;20020102 12:42;51//1000915;
D;217;2280225;11;20020102 12:42;P;;;;;;
D;217;2280225;11;20020102 12:42;P;;;;;;
D;217;2280225;11;20020102 12:42;V;;;;;;
B;217;2280535;12;20020102 12:42;;;8;BLIGH AVE;CAMDEN SOUTH;2570;562.8;M;20011012;20011123;195000;A;R;RESIDENCE;;AB;;;8204528;
C;217;2280535;12;20020102 12:42;152//234814;
D;217;2280535;12;20020102 12:42;P;;;;;;
D;217;2280535;12;20020102 12:42;P;;;;;;
D;217;2280535;12;20020102 12:42;V;;;;;;
D;217;2280535;12;20020102 12:42;V;;;;;;
B;217;2280579;13;20020102 12:42;;;7;BORDER CL;ELDERSLIE;2570;628.5;M;20010928;20011123;325200;A;R;RESIDENCE;;AU;;;8155013;
C;217;2280579;13;20020102 12:42;7//1009240;
D;217;2280579;13;20020102 12:42;P;;;;;;
D;217;2280579;13;20020102 12:42;P;;;;;;
D;217;2280579;13;20020102 12:42;V;;;;;;
B;217;2280596;14;20020102 12:42;;;6;BORODINO PL;NARELLAN VALE;2567;621.9;M;20011006;20011119;322000;A;R;RESIDENCE;;AR;;;8165084;
C;217;2280596;14;20020102 12:42;1331//853902;
D;217;2280596;14;20020102 12:42;P;;;;;;
D;217;2280596;14;20020102 12:42;P;;;;;;
D;217;2280596;14;20020102 12:42;V;;;;;;
D;217;2280596;14;20020102 12:42;V;;;;;;
B;217;2280597;15;20020102 12:42;;;4;BORODINO PL;NARELLAN VALE;2567;581.9;M;20011026;20011130;265000;A;R;RESIDENCE;;AR;;;8200383;
C;217;2280597;15;20020102 12:42;1332//853902;
D;217;2280597;15;20020102 12:42;P;;;;;;
D;217;2280597;15;20020102 12:42;P;;;;;;
D;217;2280597;15;20020102 12:42;V;;;;;;
D;217;2280597;15;20020102 12:42;V;;;;;;
B;217;2280619;16;20020102 12:42;;;2;BORONIA AVE;MOUNT ANNAN;2567;874.7;M;20011023;20011122;139000;A;V;VACANT LAND;;AQ;;;8211049;
C;217;2280619;16;20020102 12:42;2257//1012064;
D;217;2280619;16;20020102 12:42;P;;;;;;
D;217;2280619;16;20020102 12:42;P;;;;;;
D;217;2280619;16;20020102 12:42;V;;;;;;
B;217;2280745;17;20020102 12:42;;;14;BRIDLE RD;CURRANS HILL;2567;481.4;M;20010914;20011019;285000;A;R;RESIDENCE;;AN;;;8144101;
C;217;2280745;17;20020102 12:42;401//1008940;
D;217;2280745;17;20020102 12:42;P;;;;;;
D;217;2280745;17;20020102 12:42;V;;;;;;
B;217;2280899;18;20020102 12:42;;;20;BROOKVIEW ST;CURRANS HILL;2567;238.3;M;20011009;20011116;238000;A;R;RESIDENCE;;AN;;;8149300;
C;217;2280899;18;20020102 12:42;1346//1005715;
D;217;2280899;18;20020102 12:42;P;;;;;;
D;217;2280899;18;20020102 12:42;P;;;;;;
D;217;2280899;18;20020102 12:42;V;;;;;;
D;217;2280899;18;20020102 12:42;V;;;;;;
B;217;2280980;19;20020102 12:42;;1;66;BROUGHTON ST;CAMDEN;2570;;;20010817;20011025;178000;;3;HOME UNIT;1;;;;8178698;
C;217;2280980;19;20020102 12:42;1//42028;
D;217;2280980;19;20020102 12:42;P;;;;;;
D;217;2280980;19;20020102 12:42;P;;;;;;
D;217;2280980;19;20020102 12:42;V;;;;;;
B;217;2281086;20;20020102 12:42;;;18;BUNYA PL;NARELLAN VALE;2567;453.3;M;20011026;20011130;302000;A;R;RESIDENCE;;AT;;;8184359;
C;217;2281086;20;20020102 12:42;22//878819;
D;217;2281086;20;20020102 12:42;P;;;;;;
D;217;2281086;20;20020102 12:42;P;;;;;;
D;217;2281086;20;20020102 12:42;V;;;;;;
B;217;2281186;21;20020102 12:42;;;12;BURRAWONG CRES;ELDERSLIE;2570;575.4;M;20011025;20011122;197500;A;R;RESIDENCE;;AG;;;8150488;
C;217;2281186;21;20020102 12:42;40//36169;
D;217;2281186;21;20020102 12:42;P;;;;;;
D;217;2281186;21;20020102 12:42;P;;;;;;
D;217;2281186;21;20020102 12:42;V;;;;;;
B;217;2281308;22;20020102 12:42;;;8;CALLISTEMON ST;MOUNT ANNAN;2567;720.5;M;20011016;20011127;190000;A;V;VACANT LAND;;AQ;;;8178165;
C;217;2281308;22;20020102 12:42;2138//1006576;
D;217;2281308;22;20020102 12:42;P;;;;;;
D;217;2281308;22;20020102 12:42;P;;;;;;
D;217;2281308;22;20020102 12:42;V;;;;;;
D;217;2281308;22;20020102 12:42;V;;;;;;
B;217;2281522;23;20020102 12:42;;;1067;CAMDEN VALLEY WAY;CATHERINE FIELD;2171;2.249;H;20010802;20010906;430000;R;V;VACANT LAND;;RE;;;8180666;
C;217;2281522;23;20020102 12:42;1//28057;
D;217;2281522;23;20020102 12:42;P;;;;;;
D;217;2281522;23;20020102 12:42;P;;;;;;
D;217;2281522;23;20020102 12:42;V;;;;;;
B;217;2281528;24;20020102 12:42;;;1203;CAMDEN VALLEY WAY;CATHERINE FIELD;2171;4.087;H;20010602;20010720;431000;R;V;VACANT LAND;;RE;;;7868624;
C;217;2281528;24;20020102 12:42;18, 19//200915;
D;217;2281528;24;20020102 12:42;P;;;;;;
D;217;2281528;24;20020102 12:42;V;;;;;;
B;217;2281528;25;20020102 12:42;;;1203;CAMDEN VALLEY WAY;CATHERINE FIELD;2171;4.087;H;20010602;20010720;392000;R;V;VACANT LAND;;RE;;;7868631;
C;217;2281528;25;20020102 12:42;18, 19//200915;
D;217;2281528;25;20020102 12:42;P;;;;;;
D;217;2281528;25;20020102 12:42;V;;;;;;
B;217;2281572;26;20020102 12:42;;;15;CAMELOT CL;KIRKHAM;2570;4406;M;20011107;20011214;575000;R;R;RESIDENCE;;RK;;;8216761;
C;217;2281572;26;20020102 12:42;17//790208;
D;217;2281572;26;20020102 12:42;P;;;;;;
D;217;2281572;26;20020102 12:42;P;;;;;;
D;217;2281572;26;20020102 12:42;V;;;;;;
D;217;2281572;26;20020102 12:42;V;;;;;;
B;217;2281614;27;20020102 12:42;;;26;CAROLINE CHISHOLM DR;CAMDEN SOUTH;2570;701.9;M;20011019;20011114;425000;A;R;RESIDENCE;;AE;;;8193528;
C;217;2281614;27;20020102 12:42;33//241966;
D;217;2281614;27;20020102 12:42;P;;;;;;
D;217;2281614;27;20020102 12:42;P;;;;;;
D;217;2281614;27;20020102 12:42;V;;;;;;
D;217;2281614;27;20020102 12:42;V;;;;;;
B;217;2281656;28;20020102 12:42;;;;CAVERS ST;CURRANS HILL;2567;551;M;20010910;20011023;115000;A;V;VACANT LAND;;AN;;;8162049;
C;217;2281656;28;20020102 12:42;921//1010343;
D;217;2281656;28;20020102 12:42;P;;;;;;
D;217;2281656;28;20020102 12:42;V;;;;;;
B;217;2281708;29;20020102 12:42;;;2;CASSINIA PL;MOUNT ANNAN;2567;633.5;M;20010928;20011212;333000;A;R;RESIDENCE;;AZ;;;8213084;
C;217;2281708;29;20020102 12:42;1819//834581;
D;217;2281708;29;20020102 12:42;P;;;;;;
D;217;2281708;29;20020102 12:42;P;;;;;;
D;217;2281708;29;20020102 12:42;V;;;;;;
D;217;2281708;29;20020102 12:42;V;;;;;;
B;217;2281783;30;20020102 12:42;;;369;CATHERINE FIELDS RD;CATHERINE FIELD;2171;2.077;H;20011123;20011123;210000;R;R;RESIDENCE;;RE;;;8167433;
C;217;2281783;30;20020102 12:42;171//27602;
