A;043;20030619 08:58;PDANN;
B;043;477279;1;20030619 08:58;;;;CARAGABAL QUANDIALLA RD;QUANDIALLA;2721;1.56;H;20021122;20030211;1400;R;V;VACANT LAND;;RR;RV;0;9420428;
C;043;477279;1;20030619 08:58;44//665490;
D;043;477279;1;20030619 08:58;P;;;;;;
D;043;477279;1;20030619 08:58;V;;;;;;
B;043;477557;2;20030619 08:58;;;5282;MID WESTERN HWY;GRENFELL;2810;1.83;H;20030114;20030130;125000;R;R;RESIDENCE;;RR;RR;0;9409659;
C;043;477557;2;20030619 08:58;1//801070;
D;043;477557;2;20030619 08:58;P;;;;;;
D;043;477557;2;20030619 08:58;P;;;;;;
D;043;477557;2;20030619 08:58;V;;;;;;
B;043;479410;3;20030619 08:58;;;10;NORTH ST;GRENFELL;2810;4338;M;20021125;20030220;15000;A;R;RESIDENCE;;RA;AC;0;9456832;
C;043;479410;3;20030619 08:58;981//754578;
D;043;479410;3;20030619 08:58;P;;;;;;
D;043;479410;3;20030619 08:58;V;;;;;;
B;043;2974797;4;20030619 08:58;;;;MANGANESE RD;GRENFELL;2810;4.856;H;20021210;20030109;30000;R;V;VACANT LAND;;RU;RV;0;9390237;
C;043;2974797;4;20030619 08:58;;
D;043;2974797;4;20030619 08:58;P;;;;;;
D;043;2974797;4;20030619 08:58;V;;;;;;
B;043;2976684;5;20030619 08:58;;;;BIMBI RD;GRENFELL;2810;2.747;H;20030203;20030310;35000;R;R;RESIDENCE;;RU;RV;0;9449764;
C;043;2976684;5;20030619 08:58;1//857827;
D;043;2976684;5;20030619 08:58;P;;;;;;
D;043;2976684;5;20030619 08:58;P;;;;;;
D;043;2976684;5;20030619 08:58;V;;;;;;
D;043;2976684;5;20030619 08:58;V;;;;;;
D;043;2976684;5;20030619 08:58;V;;;;;;
Z;26;5;5;14;
