A;060;20011109 11:05;CDIXON;
B;060;529248;1;20011109 11:05;;;;TABLE TOP RD;TABLE TOP;2640;1.256;H;20010606;20010727;285000;R;R;RESIDENCE;;HA;;;7825065;
C;060;529248;1;20011109 11:05;1//831943;
D;060;529248;1;20011109 11:05;P;;;;;;
D;060;529248;1;20011109 11:05;V;;;;;;
D;060;529248;1;20011109 11:05;V;;;;;;
B;060;529268;2;20011109 11:05;;;;SOMERSET RD;BOWNA;2644;4.046;H;20010717;20010803;105000;R;3;HAYSHED;;HA;;;7855169;
C;060;529268;2;20011109 11:05;2//1014715;
D;060;529268;2;20011109 11:05;P;;;;;;
D;060;529268;2;20011109 11:05;V;;;;;;
B;060;529730;3;20011109 11:05;;;;ROSE ST;GEROGERY;2642;1012;M;20010615;20010715;64000;A;R;RESIDENCE;;BC;;;7856871;
C;060;529730;3;20011109 11:05;14/2/758435;
D;060;529730;3;20011109 11:05;P;;;;;;
D;060;529730;3;20011109 11:05;V;;;;;;
B;060;530022;4;20011109 11:05;;;153;BANK ST;HOWLONG;2643;2023;M;20010523;20010712;137000;A;R;RESIDENCE;;AJ;;;7840788;
C;060;530022;4;20011109 11:05;4/8/758528;
D;060;530022;4;20011109 11:05;P;;;;;;
D;060;530022;4;20011109 11:05;V;;;;;;
B;060;530166;5;20011109 11:05;;;170;GOLF CLUB DR;HOWLONG;2643;2023;M;20010528;20010727;94000;A;R;RESIDENCE;;AG;;;7868704;
C;060;530166;5;20011109 11:05;8/34/758528;
D;060;530166;5;20011109 11:05;P;;;;;;
D;060;530166;5;20011109 11:05;P;;;;;;
D;060;530166;5;20011109 11:05;V;;;;;;
D;060;530166;5;20011109 11:05;V;;;;;;
B;060;530168;6;20011109 11:05;;;162;GOLF CLUB DR;HOWLONG;2643;2023;M;20010528;20010720;152000;A;R;RESIDENCE;;AG;;;7828046;
C;060;530168;6;20011109 11:05;10/34/758528;
D;060;530168;6;20011109 11:05;P;;;;;;
D;060;530168;6;20011109 11:05;P;;;;;;
D;060;530168;6;20011109 11:05;V;;;;;;
D;060;530168;6;20011109 11:05;V;;;;;;
B;060;530240;7;20011109 11:05;;;55;HAWKINS ST;HOWLONG;2643;1482;M;20010525;20010626;23300;B;V;VACANT LAND;;CA;;;7851294;
C;060;530240;7;20011109 11:05;1//779214;
D;060;530240;7;20011109 11:05;P;;;;;;
D;060;530240;7;20011109 11:05;P;;;;;;
D;060;530240;7;20011109 11:05;V;;;;;;
D;060;530240;7;20011109 11:05;V;;;;;;
B;060;530273;8;20011109 11:05;;;122;HAWKINS ST;HOWLONG;2643;2011;M;20010529;20010601;90000;A;R;RESIDENCE;;AE;;;7821399;
C;060;530273;8;20011109 11:05;10/105/758528;
D;060;530273;8;20011109 11:05;P;;;;;;
D;060;530273;8;20011109 11:05;V;;;;;;
B;060;530338;9;20011109 11:05;;;141;HODDLE ST;HOWLONG;2643;2023;M;20010712;20010718;18000;A;V;VACANT LAND;;AL;;;7817689;
C;060;530338;9;20011109 11:05;1/15/758528;
D;060;530338;9;20011109 11:05;P;;;;;;
D;060;530338;9;20011109 11:05;P;;;;;;
D;060;530338;9;20011109 11:05;V;;;;;;
B;060;530908;10;20011109 11:05;;;162;VICTORIA ST;HOWLONG;2643;2023;M;20010619;20010713;46000;A;R;RESIDENCE;;AG;;;7856382;
C;060;530908;10;20011109 11:05;18//247771;
D;060;530908;10;20011109 11:05;P;;;;;;
D;060;530908;10;20011109 11:05;V;;;;;;
