A;186;20020603 10:43;PTHIRLWELL;
B;186;1845661;1;20020603 10:43;;;;ARCHERS RD;GLEN INNES;2370;1.275;H;20020406;20020517;25000;R;V;VACANT LAND;;RR;;;8621322;
C;186;1845661;1;20020603 10:43;4//839708;
D;186;1845661;1;20020603 10:43;P;;;;;;
D;186;1845661;1;20020603 10:43;P;;;;;;
D;186;1845661;1;20020603 10:43;V;;;;;;
B;186;1846084;2;20020603 10:43;;;80;CHURCH ST;GLEN INNES;2370;1012;M;20020221;20020412;65000;A;R;RESIDENCE;;AC;AC;;8575460;
C;186;1846084;2;20020603 10:43;1//587137;
D;186;1846084;2;20020603 10:43;P;;;;;;
D;186;1846084;2;20020603 10:43;V;;;;;;
D;186;1846084;2;20020603 10:43;V;;;;;;
B;186;1846360;3;20020603 10:43;;;;DERBY ST;GLEN INNES;2370;712.8;M;20020219;20020320;89000;A;R;RESIDENCE;;AE;AC;;8542594;
C;186;1846360;3;20020603 10:43;6//804786;
D;186;1846360;3;20020603 10:43;P;;;;;;
D;186;1846360;3;20020603 10:43;V;;;;;;
B;186;1846377;4;20020603 10:43;;;;DERBY ST;GLEN INNES;2370;3920;M;20020327;20020426;41000;A;R;RESIDENCE;;AF;;;8567821;
C;186;1846377;4;20020603 10:43;1, 2/49/758447;
D;186;1846377;4;20020603 10:43;P;;;;;;
D;186;1846377;4;20020603 10:43;V;;;;;;
B;186;1846537;5;20020603 10:43;;;;FERGUSON ST;GLEN INNES;2370;2067;M;20020219;20020313;100000;I;3;FLATS;;XL;AM;;8559797;
C;186;1846537;5;20020603 10:43;3//564699;
D;186;1846537;5;20020603 10:43;P;;;;;;
D;186;1846537;5;20020603 10:43;P;;;;;;
D;186;1846537;5;20020603 10:43;V;;;;;;
B;186;1846557;6;20020603 10:43;;;263;FERGUSON ST;GLEN INNES;2370;645;M;20020313;20020422;61000;B;R;RESIDENCE;;BB;AC;;4346023;
C;186;1846557;6;20020603 10:43;PT 8/26/758447;
D;186;1846557;6;20020603 10:43;P;;;;;;
D;186;1846557;6;20020603 10:43;V;;;;;;
B;186;1846627;7;20020603 10:43;;;;GLEN LEGH RD;GLEN INNES;2370;1.25;H;20020322;20020430;255000;R;R;RESIDENCE;;RR;RR;;8566873;
C;186;1846627;7;20020603 10:43;3//814192;
D;186;1846627;7;20020603 10:43;P;;;;;;
D;186;1846627;7;20020603 10:43;P;;;;;;
D;186;1846627;7;20020603 10:43;V;;;;;;
B;186;1846930;8;20020603 10:43;;;16;HEALEYS LANE;GLEN INNES;2370;746.1;M;20020311;20020426;37100;A;R;RESIDENCE;;AB;AC;;8576960;
C;186;1846930;8;20020603 10:43;2//103732;
D;186;1846930;8;20020603 10:43;P;;;;;;
D;186;1846930;8;20020603 10:43;V;;;;;;
D;186;1846930;8;20020603 10:43;V;;;;;;
B;186;1846952;9;20020603 10:43;;;148;HERBERT ST;GLEN INNES;2370;1948;M;20020325;20020426;63000;A;R;RESIDENCE;;AF;AC;;8579408;
C;186;1846952;9;20020603 10:43;1/79/758447;
D;186;1846952;9;20020603 10:43;P;;;;;;
D;186;1846952;9;20020603 10:43;V;;;;;;
B;186;1847083;10;20020603 10:43;;;;HUNTER ST;GLEN INNES;2370;777.8;M;20020220;20020327;75000;A;R;RESIDENCE;;AA;;;8599198;
C;186;1847083;10;20020603 10:43;6//24028;
D;186;1847083;10;20020603 10:43;P;;;;;;
D;186;1847083;10;20020603 10:43;P;;;;;;
D;186;1847083;10;20020603 10:43;V;;;;;;
B;186;1847112;11;20020603 10:43;;;88;HUNTER ST;GLEN INNES;2370;908.9;M;20020301;20020409;133000;A;R;RESIDENCE;;AA;AC;;8553334;
C;186;1847112;11;20020603 10:43;1//573046;
D;186;1847112;11;20020603 10:43;P;;;;;;
D;186;1847112;11;20020603 10:43;P;;;;;;
D;186;1847112;11;20020603 10:43;V;;;;;;
B;186;1847165;12;20020603 10:43;;;71;LAMBETH ST;GLEN INNES;2370;1492;M;20020221;20020320;90000;A;R;RESIDENCE;;AB;;;8599105;
C;186;1847165;12;20020603 10:43;15/11/758447;
D;186;1847165;12;20020603 10:43;P;;;;;;
D;186;1847165;12;20020603 10:43;P;;;;;;
D;186;1847165;12;20020603 10:43;V;;;;;;
