A;RTSALEDATA;529;20250512 01:29;VALNET;
B;529;2881348;1;20250512 01:29;;;27;GEORGE ST;MARULAN;2579;834.8;M;20250328;20250508;670000;R1;R;RESIDENCE;;GCF;;0;AV42098;
C;529;2881348;1;20250512 01:29;4/1035982;
D;529;2881348;1;20250512 01:29;P;;;;;;
D;529;2881348;1;20250512 01:29;P;;;;;;
D;529;2881348;1;20250512 01:29;V;;;;;;
B;529;4162102;2;20250512 01:29;;;19;QUIBERON WAY;GOULBURN;2580;700.3;M;20250326;20250507;850000;R2;R;RESIDENCE;;GAP;;0;AV38511;
C;529;4162102;2;20250512 01:29;127/1243802;
D;529;4162102;2;20250512 01:29;P;;;;;;
D;529;4162102;2;20250512 01:29;P;;;;;;
D;529;4162102;2;20250512 01:29;V;;;;;;
D;529;4162102;2;20250512 01:29;V;;;;;;
B;529;430106;3;20250512 01:29;;;9;ALBERT ST;GOULBURN;2580;670.3;M;20250326;20250507;530000;R1;R;RESIDENCE;;GAC;;0;AV37570;
C;529;430106;3;20250512 01:29;17/15384;
D;529;430106;3;20250512 01:29;P;;;;;;
D;529;430106;3;20250512 01:29;V;;;;;;
D;529;430106;3;20250512 01:29;V;;;;;;
B;529;432629;4;20250512 01:29;;;12;CRESTWOOD DR;GOULBURN;2580;894;M;20250407;20250505;815000;R2;R;RESIDENCE;;GAP;;0;AV31555;
C;529;432629;4;20250512 01:29;43/809677;
D;529;432629;4;20250512 01:29;P;;;;;;
D;529;432629;4;20250512 01:29;V;;;;;;
B;529;430611;5;20250512 01:29;;;6;AUDUBON CRES;GOULBURN;2580;771.4;M;20250404;20250502;580000;R1;R;RESIDENCE;;GAC;;0;AV25737;
C;529;430611;5;20250512 01:29;16/26348;
D;529;430611;5;20250512 01:29;P;;;;;;
D;529;430611;5;20250512 01:29;P;;;;;;
D;529;430611;5;20250512 01:29;V;;;;;;
B;529;433971;6;20250512 01:29;;;44;GRAFTON ST;GOULBURN;2580;632.3;M;20250326;20250507;720000;MU1;R;RESIDENCE;;GBG;;0;AV38854;
C;529;433971;6;20250512 01:29;K/19353;
