A;698;20030501 13:05;PBARBER;
B;698;2755047;1;20030501 13:05;;;16;ALEXANDRA ST;OXLEY VALE;2340;604.2;M;20030314;20030328;175000;A;R;RESIDENCE;;AU;;;9528565;
C;698;2755047;1;20030501 13:05;127//251134;
D;698;2755047;1;20030501 13:05;P;;;;;;
D;698;2755047;1;20030501 13:05;P;;;;;;
D;698;2755047;1;20030501 13:05;V;;;;;;
B;698;2755613;2;20030501 13:05;;;485;ARMIDALE RD;EAST TAMWORTH;2340;1612;M;20030206;20030307;163000;A;R;RESIDENCE;;AR;;;9536917;
C;698;2755613;2;20030501 13:05;16//518744;
D;698;2755613;2;20030501 13:05;P;;;;;;
D;698;2755613;2;20030501 13:05;V;;;;;;
B;698;2756149;3;20030501 13:05;;;118;BELMORE ST;WEST TAMWORTH;2340;518.5;M;20030212;20030321;95000;A;R;RESIDENCE;;WT;;;9534344;
C;698;2756149;3;20030501 13:05;1//743350;
D;698;2756149;3;20030501 13:05;P;;;;;;
D;698;2756149;3;20030501 13:05;V;;;;;;
B;698;2756547;4;20030501 13:05;;;6;BRADLEY PL;NORTH TAMWORTH;2340;703.6;M;20030327;20030414;292000;A;R;RESIDENCE;;AW;;;9546580;
C;698;2756547;4;20030501 13:05;6//807724;
D;698;2756547;4;20030501 13:05;P;;;;;;
D;698;2756547;4;20030501 13:05;P;;;;;;
D;698;2756547;4;20030501 13:05;V;;;;;;
B;698;2756657;5;20030501 13:05;;;26;BRIDGE ST;WEST TAMWORTH;2340;566.3;M;20030221;20030315;122500;R;3;COMMERCIAL;;RB;;;9549762;
C;698;2756657;5;20030501 13:05;1//656069;
D;698;2756657;5;20030501 13:05;P;;;;;;
D;698;2756657;5;20030501 13:05;V;;;;;;
B;698;2757160;6;20030501 13:05;;;112;CALALA LANE;CALALA;2340;4595;M;20030306;20030404;245000;A;V;VACANT LAND;;AQ;;;9538612;
C;698;2757160;6;20030501 13:05;1//635402;
D;698;2757160;6;20030501 13:05;P;;;;;;
D;698;2757160;6;20030501 13:05;V;;;;;;
