A;RTSALEDATA;149;20250707 01:08;VALNET;
B;149;1660768;1;20250707 01:08;;;30;BURRAWONG PDE;URUNGA;2455;1040;M;20250430;20250627;889000;R1;R;RESIDENCE;;RUR;;;AV190756;
C;149;1660768;1;20250707 01:08;106/803983;
D;149;1660768;1;20250707 01:08;P;;;;;;
D;149;1660768;1;20250707 01:08;P;;;;;;
D;149;1660768;1;20250707 01:08;V;;;;;;
D;149;1660768;1;20250707 01:08;V;;;;;;
B;149;1660937;2;20250707 01:08;;;10;HIGH ST;URUNGA;2455;373.1;M;20250516;20250627;620000;R1;R;RESIDENCE;;RUR;;;AV190759;
C;149;1660937;2;20250707 01:08;1/206530;
D;149;1660937;2;20250707 01:08;P;;;;;;
D;149;1660937;2;20250707 01:08;P;;;;;;
D;149;1660937;2;20250707 01:08;V;;;;;;
D;149;1660937;2;20250707 01:08;V;;;;;;
B;149;4534137;3;20250707 01:08;;;34;ANGOPHORA CRES;URUNGA;2455;607.7;M;20240212;20250630;385000;R1;R;RESIDENCE;;RUR;;;AV201255;
C;149;4534137;3;20250707 01:08;29/1301107;
D;149;4534137;3;20250707 01:08;P;;;;;;
D;149;4534137;3;20250707 01:08;V;;;;;;
Z;18;3;3;10;
