A;108;20020603 10:14;PTHIRLWELL;
B;108;1200861;1;20020603 10:14;;;28;ALCHERINGA RD;KELSO;2795;860.1;M;20020125;20020222;160500;A;R;RESIDENCE;;AK;;;8576793;
C;108;1200861;1;20020603 10:14;167//244006;
D;108;1200861;1;20020603 10:14;P;;;;;;
D;108;1200861;1;20020603 10:14;V;;;;;;
B;108;1200949;2;20020603 10:14;;;5;APPLEBLOSSOM GR;ABERCROMBIE;2795;1177;M;20020211;20020405;297000;A;R;RESIDENCE;;AW;;;8565886;
C;108;1200949;2;20020603 10:14;312//876536;
D;108;1200949;2;20020603 10:14;P;;;;;;
D;108;1200949;2;20020603 10:14;V;;;;;;
D;108;1200949;2;20020603 10:14;V;;;;;;
B;108;1200981;3;20020603 10:14;;;19;ASHWORTH ST;KELSO;2795;1043;M;20020412;20020509;220000;A;R;RESIDENCE;;AK;;;8636085;
C;108;1200981;3;20020603 10:14;5//1017758;
D;108;1200981;3;20020603 10:14;P;;;;;;
D;108;1200981;3;20020603 10:14;P;;;;;;
D;108;1200981;3;20020603 10:14;V;;;;;;
B;108;1200984;4;20020603 10:14;;;11;BAILLIE ST;BATHURST;2795;;;20011221;20020201;72000;A;R;RESIDENCE;;AF;AC;;8346864;
C;108;1200984;4;20020603 10:14;3, 4//998657;
D;108;1200984;4;20020603 10:14;P;;;;;;
D;108;1200984;4;20020603 10:14;P;;;;;;
D;108;1200984;4;20020603 10:14;V;;;;;;
B;108;1201022;5;20020603 10:14;;5;;BANNERMAN CRES;KELSO;2795;;;20020409;20020509;50000;;R;RESIDENCE;5;;;;8604594;
C;108;1201022;5;20020603 10:14;5//SP 32473;
D;108;1201022;5;20020603 10:14;P;;;;;;
D;108;1201022;5;20020603 10:14;V;;;;;;
B;108;1201081;6;20020603 10:14;;;7;BANNERMAN CRES;KELSO;2795;558;M;20020411;20020516;112000;A;R;RESIDENCE;;AV;;;8636194;
C;108;1201081;6;20020603 10:14;52//806996;
D;108;1201081;6;20020603 10:14;P;;;;;;
D;108;1201081;6;20020603 10:14;V;;;;;;
B;108;1201136;7;20020603 10:14;;;65;BANT ST;SOUTH BATHURST;2795;405.1;M;20011022;20020405;115000;A;R;RESIDENCE;;AS;;;8592978;
C;108;1201136;7;20020603 10:14;1//1016761;
D;108;1201136;7;20020603 10:14;P;;;;;;
D;108;1201136;7;20020603 10:14;V;;;;;;
D;108;1201136;7;20020603 10:14;V;;;;;;
B;108;1201153;8;20020603 10:14;;;4;BANT ST;BATHURST;2795;301.8;M;20020430;20020517;108000;A;R;RESIDENCE;;AS;;;8625612;
C;108;1201153;8;20020603 10:14;1//195043;
D;108;1201153;8;20020603 10:14;P;;;;;;
D;108;1201153;8;20020603 10:14;V;;;;;;
B;108;1201232;9;20020603 10:14;;;31;BARKER CCT;KELSO;2795;743.4;M;20020313;20020417;183000;A;R;RESIDENCE;;AK;;;8568657;
C;108;1201232;9;20020603 10:14;370//859151;
D;108;1201232;9;20020603 10:14;P;;;;;;
D;108;1201232;9;20020603 10:14;V;;;;;;
D;108;1201232;9;20020603 10:14;V;;;;;;
B;108;1201240;10;20020603 10:14;;;47;BARKER CCT;KELSO;2795;791.5;M;20020218;20020325;197000;A;R;RESIDENCE;;AK;;;8577172;
C;108;1201240;10;20020603 10:14;9//800317;
D;108;1201240;10;20020603 10:14;P;;;;;;
D;108;1201240;10;20020603 10:14;P;;;;;;
D;108;1201240;10;20020603 10:14;V;;;;;;
B;108;1201324;11;20020603 10:14;;;8;BAYLISS ST;ABERCROMBIE;2795;1085;M;20020327;20020422;219252;A;R;RESIDENCE;;AW;;;8638331;
C;108;1201324;11;20020603 10:14;52//815555;
D;108;1201324;11;20020603 10:14;P;;;;;;
D;108;1201324;11;20020603 10:14;P;;;;;;
D;108;1201324;11;20020603 10:14;V;;;;;;
D;108;1201324;11;20020603 10:14;V;;;;;;
B;108;1201537;12;20020603 10:14;;;14;BEYERS PL;KELSO;2795;724.4;M;20020322;20020415;140000;A;R;RESIDENCE;;AK;;;8542525;
C;108;1201537;12;20020603 10:14;7//260651;
D;108;1201537;12;20020603 10:14;P;;;;;;
D;108;1201537;12;20020603 10:14;V;;;;;;
D;108;1201537;12;20020603 10:14;V;;;;;;
B;108;1201701;13;20020603 10:14;;;20;BOYD ST;KELSO;2795;1031;M;20020408;20020507;115000;A;R;RESIDENCE;;AK;;;8613856;
C;108;1201701;13;20020603 10:14;11//501722;
D;108;1201701;13;20020603 10:14;P;;;;;;
D;108;1201701;13;20020603 10:14;V;;;;;;
B;108;1201799;14;20020603 10:14;;;6;BRAHAM ST;LLANARTH;2795;804.8;M;20020325;20020419;357000;A;R;RESIDENCE;;AL;;;8588574;
C;108;1201799;14;20020603 10:14;2//800657;
D;108;1201799;14;20020603 10:14;P;;;;;;
D;108;1201799;14;20020603 10:14;P;;;;;;
D;108;1201799;14;20020603 10:14;V;;;;;;
D;108;1201799;14;20020603 10:14;V;;;;;;
B;108;1201826;15;20020603 10:14;;;42;BRILLIANT ST;BATHURST;2795;923;M;20020104;20020131;205000;A;R;RESIDENCE;;AS;AC;;8339776;
C;108;1201826;15;20020603 10:14;2//16915;
D;108;1201826;15;20020603 10:14;P;;;;;;
D;108;1201826;15;20020603 10:14;V;;;;;;
B;108;1201930;16;20020603 10:14;;;190;BROWNING ST;MITCHELL;2795;767;M;20020411;20020501;140000;A;R;RESIDENCE;;AC;;;8606299;
C;108;1201930;16;20020603 10:14;6//813492;
D;108;1201930;16;20020603 10:14;P;;;;;;
D;108;1201930;16;20020603 10:14;P;;;;;;
D;108;1201930;16;20020603 10:14;V;;;;;;
B;108;1202015;17;20020603 10:14;;;16;BUSBY ST;SOUTH BATHURST;2795;374.5;M;20020322;20020503;156000;A;R;RESIDENCE;;AS;;;8601795;
C;108;1202015;17;20020603 10:14;1//781209;
D;108;1202015;17;20020603 10:14;P;;;;;;
D;108;1202015;17;20020603 10:14;P;;;;;;
D;108;1202015;17;20020603 10:14;V;;;;;;
B;108;1202225;18;20020603 10:14;;;78;CEDAR DR;LLANARTH;2795;932.2;M;20020308;20020426;345000;A;R;RESIDENCE;;AL;;;8578106;
C;108;1202225;18;20020603 10:14;73//877604;
D;108;1202225;18;20020603 10:14;P;;;;;;
D;108;1202225;18;20020603 10:14;P;;;;;;
D;108;1202225;18;20020603 10:14;V;;;;;;
D;108;1202225;18;20020603 10:14;V;;;;;;
B;108;1202418;19;20020603 10:14;;;62;COLLEGE RD;SOUTH BATHURST;2795;603.9;M;20020311;20020416;130000;A;R;RESIDENCE;;AS;;;8548665;
C;108;1202418;19;20020603 10:14;277//779063;
D;108;1202418;19;20020603 10:14;P;;;;;;
D;108;1202418;19;20020603 10:14;V;;;;;;
D;108;1202418;19;20020603 10:14;V;;;;;;
B;108;1202506;20;20020603 10:14;;;6;COLVILLE ST;WINDRADYNE;2795;2247;M;20020326;20020402;190000;A;R;RESIDENCE;;AL;;;8586672;
C;108;1202506;20;20020603 10:14;41//259103;
D;108;1202506;20;20020603 10:14;P;;;;;;
D;108;1202506;20;20020603 10:14;P;;;;;;
D;108;1202506;20;20020603 10:14;V;;;;;;
B;108;1202632;21;20020603 10:14;;;71;CORRY PL;WINDRADYNE;2795;954.7;M;20020129;20020305;110000;A;R;RESIDENCE;;AA;AC;;8444489;
C;108;1202632;21;20020603 10:14;212//249576;
D;108;1202632;21;20020603 10:14;P;;;;;;
D;108;1202632;21;20020603 10:14;P;;;;;;
D;108;1202632;21;20020603 10:14;V;;;;;;
B;108;1202657;22;20020603 10:14;;;59;COUNTRY WAY;BATHURST;2795;1074;M;20020121;20020225;57500;A;V;VACANT LAND;;AW;;;8619883;
C;108;1202657;22;20020603 10:14;107//1013084;
D;108;1202657;22;20020603 10:14;P;;;;;;
D;108;1202657;22;20020603 10:14;V;;;;;;
D;108;1202657;22;20020603 10:14;V;;;;;;
B;108;1202675;23;20020603 10:14;;;14;COUSINS PL;WINDRADYNE;2795;772.3;M;20020201;20020312;180000;A;R;RESIDENCE;;AW;;;8546142;
C;108;1202675;23;20020603 10:14;330//251989;
