A;RTSALEDATA;269;20250127 01:04;VALNET;
B;269;2976105;1;20250127 01:04;;;4;OBAN CT;MOAMA;2731;775;M;20241218;20250116;630000;R1;R;RESIDENCE;;ZA1;;0;AU753570;
C;269;2976105;1;20250127 01:04;88/1050525;
D;269;2976105;1;20250127 01:04;P;;;;;;
D;269;2976105;1;20250127 01:04;P;;;;;;
D;269;2976105;1;20250127 01:04;V;;;;;;
D;269;2976105;1;20250127 01:04;V;;;;;;
B;269;2999164;2;20250127 01:04;;;192;LITTLE FOREST LANE;BARHAM;2732;2.184;H;20241220;20250122;1635000;RU1;R;RESIDENCE;;RM1;;0;AU771840;
C;269;2999164;2;20250127 01:04;3/715435;
D;269;2999164;2;20250127 01:04;P;;;;;;
D;269;2999164;2;20250127 01:04;V;;;;;;
D;269;2999164;2;20250127 01:04;V;;;;;;
B;269;4584852;3;20250127 01:04;PART;;;32 GRIMISON ROAD RD;MOAMA;2731;;;20240520;20241204;80000;;V;VACANT LAND;;;;0;AU645727;
C;269;4584852;3;20250127 01:04;1/1300417;
D;269;4584852;3;20250127 01:04;P;;;;;;
D;269;4584852;3;20250127 01:04;P;;;;;;
D;269;4584852;3;20250127 01:04;V;;;;;;
D;269;4584852;3;20250127 01:04;V;;;;;;
D;269;4584852;3;20250127 01:04;V;;;;;;
B;269;544238;4;20250127 01:04;;;3;DOLAN CT;MATHOURA;2710;906.2;M;20240926;20250117;522500;RU5;R;RESIDENCE;;ZF1;;0;AU760284;
C;269;544238;4;20250127 01:04;17/793035;
D;269;544238;4;20250127 01:04;P;;;;;;
D;269;544238;4;20250127 01:04;P;;;;;;
D;269;544238;4;20250127 01:04;V;;;;;;
D;269;544238;4;20250127 01:04;V;;;;;;
B;269;544297;5;20250127 01:04;;;12;LAWRENCE ST;MATHOURA;2710;1884;M;20241126;20250120;302000;RU5;R;RESIDENCE;;ZF1;;0;AU761862;
C;269;544297;5;20250127 01:04;9/66/758656;
D;269;544297;5;20250127 01:04;P;;;;;;
D;269;544297;5;20250127 01:04;V;;;;;;
B;269;545903;6;20250127 01:04;ALLEN COURT RETIREMENT VILLAGE;20;61;REGENT ST;MOAMA;2731;;;20241203;20250115;280000;;R;RESIDENCE;35;;;0;AU750185;
C;269;545903;6;20250127 01:04;35/SP34006;
D;269;545903;6;20250127 01:04;P;;;;;;
D;269;545903;6;20250127 01:04;V;;;;;;
D;269;545903;6;20250127 01:04;V;;;;;;
B;269;571191;7;20250127 01:04;;;54;MOULAMEIN RD;BARHAM;2732;815.7;M;20241023;20250121;205000;E3;3;COMMERCIAL;;BPS;;0;AU767152;
C;269;571191;7;20250127 01:04;11/220703;
D;269;571191;7;20250127 01:04;P;;;;;;
D;269;571191;7;20250127 01:04;V;;;;;;
B;269;571236;8;20250127 01:04;;;122;PUNT RD;BARHAM;2732;4.674;H;20241025;20250121;1270000;R1;R;RESIDENCE;;BR2;;0;AU767139;
C;269;571236;8;20250127 01:04;122/707774;
D;269;571236;8;20250127 01:04;P;;;;;;
D;269;571236;8;20250127 01:04;P;;;;;;
D;269;571236;8;20250127 01:04;V;;;;;;
D;269;571236;8;20250127 01:04;V;;;;;;
B;269;4386185;9;20250127 01:04;;;4;HERMITAGE DR;MOAMA;2731;1231;M;20241118;20250117;820000;R1;R;RESIDENCE;;ZA1;;0;AU755001;
C;269;4386185;9;20250127 01:04;195/1257195;
D;269;4386185;9;20250127 01:04;P;;;;;;
D;269;4386185;9;20250127 01:04;V;;;;;;
D;269;4386185;9;20250127 01:04;V;;;;;;
B;269;3950082;10;20250127 01:04;;;10;MARION CT;MOAMA;2731;605;M;20241011;20250117;825000;R1;R;RESIDENCE;;ZA1;;0;AU756967;
C;269;3950082;10;20250127 01:04;15/1209212;
D;269;3950082;10;20250127 01:04;P;;;;;;
D;269;3950082;10;20250127 01:04;P;;;;;;
D;269;3950082;10;20250127 01:04;V;;;;;;
D;269;3950082;10;20250127 01:04;V;;;;;;
Z;56;10;10;34;
