A;058;20011109 13:09;CDIXON;
B;058;525194;1;20011109 13:09;;;67;EAGLE ST;GUNDAGAI;2722;2023;M;20010816;20010921;21840;Z;R;RESIDENCE;;AG;;;7977576;
C;058;525194;1;20011109 13:09;8/28/758915;
D;058;525194;1;20011109 13:09;P;;;;;;
D;058;525194;1;20011109 13:09;P;;;;;;
D;058;525194;1;20011109 13:09;V;;;;;;
B;058;525223;2;20011109 13:09;;;78;FIRST AVE;GUNDAGAI;2722;674.2;M;20010723;20010903;96000;Z;R;RESIDENCE;;AD;;;7935900;
C;058;525223;2;20011109 13:09;1//633930;
D;058;525223;2;20011109 13:09;P;;;;;;
D;058;525223;2;20011109 13:09;P;;;;;;
D;058;525223;2;20011109 13:09;V;;;;;;
B;058;525242;3;20011109 13:09;;;22;FRANCIS AVE;GUNDAGAI;2722;8487;M;20010302;20010831;190000;Z;3;;;AD;;;7935869;
C;058;525242;3;20011109 13:09;1, 19, 20, 21/68/758785 2//876040;
D;058;525242;3;20011109 13:09;P;;;;;;
D;058;525242;3;20011109 13:09;P;;;;;;
D;058;525242;3;20011109 13:09;V;;;;;;
B;058;525443;4;20011109 13:09;;;;LAWSON;GUNDAGAI;2722;1250;M;20010821;20010901;19300;Z;V;VACANT LAND;;AN;;;7922788;
C;058;525443;4;20011109 13:09;14//851885;
D;058;525443;4;20011109 13:09;P;;;;;;
D;058;525443;4;20011109 13:09;V;;;;;;
B;058;525445;5;20011109 13:09;;;;LAWSON;GUNDAGAI;2722;1082;M;20010721;20010903;21700;Z;V;VACANT LAND;;AN;;;7922782;
C;058;525445;5;20011109 13:09;12//851885;
D;058;525445;5;20011109 13:09;P;;;;;;
D;058;525445;5;20011109 13:09;V;;;;;;
B;058;525499;6;20011109 13:09;;;22;MOUNT ST;GUNDAGAI;2722;2023;M;20010809;20010911;105000;Z;R;RESIDENCE;;AD;;;7957939;
C;058;525499;6;20011109 13:09;2/6/758915;
D;058;525499;6;20011109 13:09;P;;;;;;
D;058;525499;6;20011109 13:09;P;;;;;;
D;058;525499;6;20011109 13:09;V;;;;;;
