A;109;20030501 12:43;PBARBER;
B;109;1214247;1;20030501 12:43;;;8;MOLONG ST;YEOVAL;2868;3592;M;20030313;20030410;80000;Z;R;RESIDENCE;;VY;;;9528970;
C;109;1214247;1;20030501 12:43;2//502515;
D;109;1214247;1;20030501 12:43;P;;;;;;
D;109;1214247;1;20030501 12:43;P;;;;;;
D;109;1214247;1;20030501 12:43;V;;;;;;
B;109;1214445;2;20030501 12:43;;;97;OBLEY ST;CUMNOCK;2867;2004;M;20030303;20030402;33000;Z;R;RESIDENCE;;VF;;;9518362;
C;109;1214445;2;20030501 12:43;9//924408;
D;109;1214445;2;20030501 12:43;P;;;;;;
D;109;1214445;2;20030501 12:43;P;;;;;;
D;109;1214445;2;20030501 12:43;V;;;;;;
B;109;1214728;3;20030501 12:43;;;;RADNOR ST;CANOWINDRA;2804;2023;M;20030224;20030407;35000;Z;R;RESIDENCE;;SC;;;9541262;
C;109;1214728;3;20030501 12:43;1/14/758221;
D;109;1214728;3;20030501 12:43;P;;;;;;
D;109;1214728;3;20030501 12:43;P;;;;;;
D;109;1214728;3;20030501 12:43;V;;;;;;
D;109;1214728;3;20030501 12:43;V;;;;;;
B;109;1215119;4;20030501 12:43;;;;LAKES AVE;LEWIS PONDS;2800;2.632;H;20030217;20030314;125000;R;V;VACANT LAND;;HB;;;9531009;
C;109;1215119;4;20030501 12:43;33//1014699;
D;109;1215119;4;20030501 12:43;P;;;;;;
D;109;1215119;4;20030501 12:43;P;;;;;;
D;109;1215119;4;20030501 12:43;V;;;;;;
D;109;1215119;4;20030501 12:43;V;;;;;;
B;109;1215474;5;20030501 12:43;;;;FERGUSON ST;CANOWINDRA;2804;982.5;M;20030130;20030307;38000;Z;R;RESIDENCE;;NC;;;9462225;
C;109;1215474;5;20030501 12:43;2//846034;
D;109;1215474;5;20030501 12:43;P;;;;;;
D;109;1215474;5;20030501 12:43;V;;;;;;
B;109;1215525;6;20030501 12:43;;;82;GASKILL ST;CANOWINDRA;2804;550.1;M;20030224;20030324;94997;Z;R;RESIDENCE;;VG;;;9536324;
C;109;1215525;6;20030501 12:43;3//568820;
D;109;1215525;6;20030501 12:43;P;;;;;;
D;109;1215525;6;20030501 12:43;V;;;;;;
D;109;1215525;6;20030501 12:43;V;;;;;;
B;109;1215611;7;20030501 12:43;;;;GASKILL ST;CANOWINDRA;2804;945;M;20030218;20030401;95000;Z;R;RESIDENCE;;NC;;;9521681;
C;109;1215611;7;20030501 12:43;161//709182;
D;109;1215611;7;20030501 12:43;P;;;;;;
D;109;1215611;7;20030501 12:43;P;;;;;;
D;109;1215611;7;20030501 12:43;V;;;;;;
B;109;1215663;8;20030501 12:43;;;;RODD ST;CANOWINDRA;2804;809.4;M;20030210;20030404;115000;Z;R;RESIDENCE;;NC;;;9532831;
C;109;1215663;8;20030501 12:43;16/41/758221;
D;109;1215663;8;20030501 12:43;P;;;;;;
D;109;1215663;8;20030501 12:43;P;;;;;;
D;109;1215663;8;20030501 12:43;V;;;;;;
D;109;1215663;8;20030501 12:43;V;;;;;;
B;109;1215958;9;20030501 12:43;;;46;WADDELL ST;CANOWINDRA;2804;1031;M;20030228;20030331;69000;Z;R;RESIDENCE;;NC;;;9518102;
C;109;1215958;9;20030501 12:43;13//36264;
D;109;1215958;9;20030501 12:43;P;;;;;;
D;109;1215958;9;20030501 12:43;P;;;;;;
D;109;1215958;9;20030501 12:43;V;;;;;;
B;109;1216213;10;20030501 12:43;;;;LONG ST;CUDAL;2864;7778;M;20021125;20030204;16500;Z;V;VACANT LAND;;VD;;;9463333;
C;109;1216213;10;20030501 12:43;1, 2, 9, 10/18/758311;
D;109;1216213;10;20030501 12:43;P;;;;;;
D;109;1216213;10;20030501 12:43;P;;;;;;
D;109;1216213;10;20030501 12:43;V;;;;;;
B;109;1216513;11;20030501 12:43;;;;BROAD ST;EUGOWRA;2806;4022;M;20030304;20030401;127000;Z;R;RESIDENCE;;VE;;;9530005;
C;109;1216513;11;20030501 12:43;5, 6/10/758396;
D;109;1216513;11;20030501 12:43;P;;;;;;
D;109;1216513;11;20030501 12:43;P;;;;;;
D;109;1216513;11;20030501 12:43;V;;;;;;
B;109;1218036;12;20030501 12:43;;;6;GIDLEY ST;MOLONG;2866;1031;M;20030319;20030402;65000;Z;R;RESIDENCE;;AB;;;9529257;
C;109;1218036;12;20030501 12:43;1//730639;
D;109;1218036;12;20030501 12:43;P;;;;;;
D;109;1218036;12;20030501 12:43;V;;;;;;
D;109;1218036;12;20030501 12:43;V;;;;;;
B;109;1219072;13;20030501 12:43;;;;'MILLVIEW';MILLTHORPE;2798;73.35;H;20030128;20030221;340000;R;3;FARM/RURAL;;HG;;;9471100;
C;109;1219072;13;20030501 12:43;86//750406;
D;109;1219072;13;20030501 12:43;P;;;;;;
D;109;1219072;13;20030501 12:43;P;;;;;;
D;109;1219072;13;20030501 12:43;V;;;;;;
B;109;2912766;14;20030501 12:43;;;;OFF GASKILL ST;CANOWINDRA;2804;4.128;H;20030310;20030402;37000;Z;V;VACANT LAND;;NC;;;9523629;
C;109;2912766;14;20030501 12:43;2, 3//150114;
D;109;2912766;14;20030501 12:43;P;;;;;;
D;109;2912766;14;20030501 12:43;P;;;;;;
D;109;2912766;14;20030501 12:43;V;;;;;;
Z;74;14;14;44;
