A;084;20110801 02:03;VALNET;
B;084;3369943;1;20110801 02:03;ARBORIA-BLOCK A;104;4;BOBBIN HEAD RD;PYMBLE;2073;;;20110512;20110713;675000;;R;RESIDENCE;4;;;0;AG372356;
C;084;3369943;1;20110801 02:03;4/SP80282;
D;084;3369943;1;20110801 02:03;P;;;;;;
D;084;3369943;1;20110801 02:03;V;;;;;;
D;084;3369943;1;20110801 02:03;V;;;;;;
B;084;3465379;2;20110801 02:03;;16;29;LORNE AVE;KILLARA;2071;;;20110421;20110602;850000;;R;RESIDENCE;16;;;0;AG370075;
C;084;3465379;2;20110801 02:03;16/SP82150;
D;084;3465379;2;20110801 02:03;P;;;;;;
D;084;3465379;2;20110801 02:03;V;;;;;;
B;084;3444974;3;20110801 02:03;;34;2;FINLAY RD;TURRAMURRA;2074;;;20110419;20110701;550500;;R;RESIDENCE;34;;;0;AG373727;
C;084;3444974;3;20110801 02:03;34/SP82042;
D;084;3444974;3;20110801 02:03;P;;;;;;
D;084;3444974;3;20110801 02:03;V;;;;;;
B;084;3439262;4;20110801 02:03;;553;17;MEMORIAL AVE;ST IVES;2075;;;20110428;20110715;540000;;R;RESIDENCE;177;;;0;AG382682;
C;084;3439262;4;20110801 02:03;177/SP82186;
D;084;3439262;4;20110801 02:03;P;;;;;;
D;084;3439262;4;20110801 02:03;V;;;;;;
B;084;3507129;5;20110801 02:03;;8;6;CULWORTH AVE;KILLARA;2071;;;20110523;20110704;465000;;R;RESIDENCE;8;;;0;AG382390;
C;084;3507129;5;20110801 02:03;8/SP83405;
D;084;3507129;5;20110801 02:03;P;;;;;;
D;084;3507129;5;20110801 02:03;P;;;;;;
D;084;3507129;5;20110801 02:03;V;;;;;;
B;084;3507129;6;20110801 02:03;;55;6;CULWORTH AVE;KILLARA;2071;;;20110606;20110718;755000;;R;RESIDENCE;55;;;0;AG383353;
C;084;3507129;6;20110801 02:03;55/SP83405;
D;084;3507129;6;20110801 02:03;P;;;;;;
D;084;3507129;6;20110801 02:03;V;;;;;;
B;084;3014471;7;20110801 02:03;;50;1740;PACIFIC HWY;WAHROONGA;2076;;;20110616;20110616;87000;;R;RESIDENCE;50;;;20;AG367849;
C;084;3014471;7;20110801 02:03;50/SP38227;
D;084;3014471;7;20110801 02:03;P;;;;;;
D;084;3014471;7;20110801 02:03;P;;;;;;
D;084;3014471;7;20110801 02:03;P;;;;;;
D;084;3014471;7;20110801 02:03;V;;;;;;
D;084;3014471;7;20110801 02:03;V;;;;;;
D;084;3014471;7;20110801 02:03;V;;;;;;
D;084;3014471;7;20110801 02:03;V;;;;;;
D;084;3014471;7;20110801 02:03;V;;;;;;
D;084;3014471;7;20110801 02:03;V;;;;;;
D;084;3014471;7;20110801 02:03;V;;;;;;
B;084;3014471;8;20110801 02:03;;50;1740;PACIFIC HWY;WAHROONGA;2076;;;20110616;20110616;148000;;R;RESIDENCE;50;;;30;AG367850;
C;084;3014471;8;20110801 02:03;50/SP38227;
D;084;3014471;8;20110801 02:03;P;;;;;;
D;084;3014471;8;20110801 02:03;P;;;;;;
D;084;3014471;8;20110801 02:03;V;;;;;;
D;084;3014471;8;20110801 02:03;V;;;;;;
D;084;3014471;8;20110801 02:03;V;;;;;;
D;084;3014471;8;20110801 02:03;V;;;;;;
D;084;3014471;8;20110801 02:03;V;;;;;;
D;084;3014471;8;20110801 02:03;V;;;;;;
