A;RTSALEDATA;666;20250331 01:09;VALNET;
B;666;2956666;1;20250331 01:09;;;1816;NEW ENGLAND HWY;MOONBI;2353;4.004;H;20250218;20250326;1150000;R5;R;RESIDENCE;;AFT;;0;AU925031;
C;666;2956666;1;20250331 01:09;56, 57/237123 10/1046684;
D;666;2956666;1;20250331 01:09;P;;;;;;
D;666;2956666;1;20250331 01:09;V;;;;;;
B;666;4198888;2;20250331 01:09;;;46 A;DARRELL RD;CALALA;2340;2439;M;20250220;20250320;295000;R2;R;RESIDENCE;;AAQ;;0;AU907162;
C;666;4198888;2;20250331 01:09;58/1245748;
D;666;4198888;2;20250331 01:09;P;;;;;;
D;666;4198888;2;20250331 01:09;P;;;;;;
D;666;4198888;2;20250331 01:09;V;;;;;;
B;666;3611517;3;20250331 01:09;;;19;SHIRAZ RD;NORTH TAMWORTH;2340;741;M;20250211;20250325;765000;R1;R;RESIDENCE;;AAW;;0;AU920410;
C;666;3611517;3;20250331 01:09;108/1170614;
D;666;3611517;3;20250331 01:09;P;;;;;;
D;666;3611517;3;20250331 01:09;P;;;;;;
D;666;3611517;3;20250331 01:09;V;;;;;;
D;666;3611517;3;20250331 01:09;V;;;;;;
B;666;4574681;4;20250331 01:09;;;39;EXPLORERS WAY;WESTDALE;2340;600;M;20250220;20250321;212000;R1;V;VACANT LAND;;AOV;;0;AU910392;
C;666;4574681;4;20250331 01:09;207/1307241;
D;666;4574681;4;20250331 01:09;P;;;;;;
D;666;4574681;4;20250331 01:09;V;;;;;;
B;666;4601323;5;20250331 01:09;;;42;CLIFFDALE PL;KOOTINGAL;2352;704.8;M;20241016;20250325;205000;R1;V;VACANT LAND;;AZK;;0;AU918871;
C;666;4601323;5;20250331 01:09;118/1306213;
D;666;4601323;5;20250331 01:09;P;;;;;;
D;666;4601323;5;20250331 01:09;V;;;;;;
B;666;4601324;6;20250331 01:09;;;40;CLIFFDALE PL;KOOTINGAL;2352;704.9;M;20241016;20250325;205000;R1;V;VACANT LAND;;AZK;;0;AU918862;
C;666;4601324;6;20250331 01:09;119/1306213;
D;666;4601324;6;20250331 01:09;P;;;;;;
D;666;4601324;6;20250331 01:09;V;;;;;;
B;666;1841405;7;20250331 01:09;;;5;CAMBRIDGE ST;BARRABA;2347;904.2;M;20250303;20250325;345000;RU5;R;RESIDENCE;;AZJ;;0;AU920573;
C;666;1841405;7;20250331 01:09;30/241336;
D;666;1841405;7;20250331 01:09;P;;;;;;
D;666;1841405;7;20250331 01:09;V;;;;;;
B;666;1863209;8;20250331 01:09;;;37;ROWAN ST;MANILLA;2346;919.9;M;20250226;20250326;280000;R1;R;RESIDENCE;;AZC;;0;AU924714;
C;666;1863209;8;20250331 01:09;2/19494;
D;666;1863209;8;20250331 01:09;P;;;;;;
D;666;1863209;8;20250331 01:09;P;;;;;;
D;666;1863209;8;20250331 01:09;V;;;;;;
D;666;1863209;8;20250331 01:09;V;;;;;;
B;666;1876752;9;20250331 01:09;TANGLEWOOD;;159;DURI-WINTON RD;DURI;2344;7.648;H;20250211;20250325;675000;RU4;R;RESIDENCE;;RHL;;0;AU918976;
C;666;1876752;9;20250331 01:09;482/575966;
D;666;1876752;9;20250331 01:09;P;;;;;;
D;666;1876752;9;20250331 01:09;P;;;;;;
D;666;1876752;9;20250331 01:09;V;;;;;;
B;666;1874832;10;20250331 01:09;;;8;STATION ST;KOOTINGAL;2352;1151;M;20250214;20250325;560000;MU1;R;RESIDENCE;;MUK;;0;AU919268;
C;666;1874832;10;20250331 01:09;1/576262;
D;666;1874832;10;20250331 01:09;P;;;;;;
D;666;1874832;10;20250331 01:09;P;;;;;;
D;666;1874832;10;20250331 01:09;V;;;;;;
D;666;1874832;10;20250331 01:09;V;;;;;;
B;666;2755599;11;20250331 01:09;;;533;ARMIDALE RD;EAST TAMWORTH;2340;3819;M;20250305;20250326;545000;R1;R;RESIDENCE;;AAN;;0;AU924068;
C;666;2755599;11;20250331 01:09;3A/163899;
D;666;2755599;11;20250331 01:09;P;;;;;;
D;666;2755599;11;20250331 01:09;P;;;;;;
D;666;2755599;11;20250331 01:09;V;;;;;;
B;666;2758233;12;20250331 01:09;;1;11;COWPER CL;NORTH TAMWORTH;2340;153;M;20250221;20250321;394000;;R;RESIDENCE;1;;;0;AU910668;
C;666;2758233;12;20250331 01:09;1/SP39533;
D;666;2758233;12;20250331 01:09;P;;;;;;
D;666;2758233;12;20250331 01:09;P;;;;;;
D;666;2758233;12;20250331 01:09;V;;;;;;
B;666;2759291;13;20250331 01:09;;11;9;DIANE ST;SOUTH TAMWORTH;2340;81;M;20250212;20250326;290000;;R;RESIDENCE;11;;;0;AU924648;
C;666;2759291;13;20250331 01:09;11/SP13957;
D;666;2759291;13;20250331 01:09;P;;;;;;
D;666;2759291;13;20250331 01:09;V;;;;;;
B;666;2765781;14;20250331 01:09;;;91;NAPIER ST;EAST TAMWORTH;2340;607;M;20250207;20250320;745000;R1;R;RESIDENCE;;AET;;0;AU906615;
C;666;2765781;14;20250331 01:09;5/509780;
D;666;2765781;14;20250331 01:09;P;;;;;;
D;666;2765781;14;20250331 01:09;V;;;;;;
D;666;2765781;14;20250331 01:09;V;;;;;;
B;666;2768537;15;20250331 01:09;;;8;STEWART AVE;WEST TAMWORTH;2340;600.7;M;20250221;20250321;320000;R1;R;RESIDENCE;;AAA;;0;AU911924;
C;666;2768537;15;20250331 01:09;33/36804;
D;666;2768537;15;20250331 01:09;P;;;;;;
D;666;2768537;15;20250331 01:09;V;;;;;;
D;666;2768537;15;20250331 01:09;V;;;;;;
D;666;2768537;15;20250331 01:09;V;;;;;;
B;666;2767058;16;20250331 01:09;;;88;PETRA AVE;SOUTH TAMWORTH;2340;739.8;M;20250207;20250321;427000;R1;R;RESIDENCE;;AAA;;0;AU912415;
C;666;2767058;16;20250331 01:09;35/236333;
D;666;2767058;16;20250331 01:09;P;;;;;;
D;666;2767058;16;20250331 01:09;V;;;;;;
B;666;3276018;17;20250331 01:09;;;59;CUNNINGHAM ST;WESTDALE;2340;1376;M;20250314;20250325;650000;R1;R;RESIDENCE;;AOV;;0;AU921084;
C;666;3276018;17;20250331 01:09;39/1102640;
D;666;3276018;17;20250331 01:09;P;;;;;;
D;666;3276018;17;20250331 01:09;P;;;;;;
D;666;3276018;17;20250331 01:09;V;;;;;;
D;666;3276018;17;20250331 01:09;V;;;;;;
D;666;3276018;17;20250331 01:09;V;;;;;;
D;666;3276018;17;20250331 01:09;V;;;;;;
B;666;4499069;18;20250331 01:09;;;6;EVESHAM CCT;NORTH TAMWORTH;2340;840;M;20250211;20250325;238000;R1;R;RESIDENCE;;AAW;;0;AU920377;
