A;013;20011109 15:19;CDIXON;
B;013;305177;1;20011109 15:20;;;40;ALEXANDRA ST;BULAHDELAH;2423;1442;M;20010301;20010405;112500;Z;R;RESIDENCE;;ZA;AC;;7543041;
C;013;305177;1;20011109 15:20;4/18/758177;
D;013;305177;1;20011109 15:20;P;;;;;;
D;013;305177;1;20011109 15:20;V;;;;;;
B;013;305264;2;20011109 15:20;;;36;BOOLOOMBAYT ST;BULAHDELAH;2423;;;20010430;20010604;76000;Z;R;RESIDENCE;;ZA;AC;;7711163;
C;013;305264;2;20011109 15:20;C//359476 PT LOTS 1;
D;013;305264;2;20011109 15:20;P;;;;;;
D;013;305264;2;20011109 15:20;P;;;;;;
D;013;305264;2;20011109 15:20;V;;;;;;
B;013;305372;3;20011109 15:20;;;6;CRAWFORD ST;BULAHDELAH;2423;1657;M;20010613;20010713;180000;Z;R;RESIDENCE;;ZA;AC;;7778345;
C;013;305372;3;20011109 15:20;8/31/758177;
D;013;305372;3;20011109 15:20;P;;;;;;
D;013;305372;3;20011109 15:20;V;;;;;;
B;013;305477;4;20011109 15:20;;;19;MEADE ST;BULAHDELAH;2423;1094;M;20010523;20010620;40000;Z;R;RESIDENCE;;ZA;AC;;7724787;
C;013;305477;4;20011109 15:20;1//556434;
D;013;305477;4;20011109 15:20;P;;;;;;
D;013;305477;4;20011109 15:20;V;;;;;;
D;013;305477;4;20011109 15:20;V;;;;;;
B;013;305615;5;20011109 15:20;;;7 A;STROUD ST;BULAHDELAH;2423;824.1;M;20010718;20010815;84000;Z;R;RESIDENCE;;ZA;AC;;7896278;
C;013;305615;5;20011109 15:20;1//813959;
D;013;305615;5;20011109 15:20;P;;;;;;
D;013;305615;5;20011109 15:20;P;;;;;;
D;013;305615;5;20011109 15:20;V;;;;;;
B;013;305807;6;20011109 15:20;;;20;ALICE ST;FORSTER;2428;663.9;M;20010628;20010809;162500;A;R;RESIDENCE;;AG;AC;;7909175;
C;013;305807;6;20011109 15:20;9//23070;
D;013;305807;6;20011109 15:20;P;;;;;;
D;013;305807;6;20011109 15:20;P;;;;;;
D;013;305807;6;20011109 15:20;V;;;;;;
D;013;305807;6;20011109 15:20;V;;;;;;
B;013;305822;7;20011109 15:20;;;7;ALICE ST;FORSTER;2428;600.7;M;20010514;20010618;162000;A;R;RESIDENCE;;AG;AC;;7977969;
C;013;305822;7;20011109 15:20;33//23070;
D;013;305822;7;20011109 15:20;P;;;;;;
D;013;305822;7;20011109 15:20;P;;;;;;
D;013;305822;7;20011109 15:20;V;;;;;;
D;013;305822;7;20011109 15:20;V;;;;;;
B;013;306339;8;20011109 15:20;;;12;BERNHARDT CL;FORSTER;2428;1081;M;20010730;20010914;150000;A;V;VACANT LAND;;ER;AV;;7981913;
C;013;306339;8;20011109 15:20;24//229919;
D;013;306339;8;20011109 15:20;P;;;;;;
D;013;306339;8;20011109 15:20;V;;;;;;
B;013;306380;9;20011109 15:20;;;24;BLUNDELL AVE;FORSTER;2428;556.4;M;20010730;20010827;155000;A;R;RESIDENCE;;DL;AC;;7912667;
C;013;306380;9;20011109 15:20;12/3/22958;
D;013;306380;9;20011109 15:20;P;;;;;;
D;013;306380;9;20011109 15:20;P;;;;;;
D;013;306380;9;20011109 15:20;V;;;;;;
D;013;306380;9;20011109 15:20;V;;;;;;
B;013;306436;10;20011109 15:20;;1;36;BOUNDARY ST;FORSTER;2428;;;20010731;20010919;310000;;R;RESIDENCE;1;;;;7969955;
C;013;306436;10;20011109 15:20;1//SP 61075;
D;013;306436;10;20011109 15:20;P;;;;;;
D;013;306436;10;20011109 15:20;V;;;;;;
B;013;306480;11;20011109 15:20;;;20;BOUNTY KEY;FORSTER;2428;694.4;M;20010614;20010726;347000;A;R;RESIDENCE;;DJ;AC;;7958564;
C;013;306480;11;20011109 15:20;55//255649;
D;013;306480;11;20011109 15:20;P;;;;;;
D;013;306480;11;20011109 15:20;P;;;;;;
D;013;306480;11;20011109 15:20;V;;;;;;
B;013;306590;12;20011109 15:20;;21;1;BREESE PDE;FORSTER;2428;;;20010731;20010816;149000;;3;VILLA;21;;;;7911542;
C;013;306590;12;20011109 15:20;21//56241;
D;013;306590;12;20011109 15:20;P;;;;;;
D;013;306590;12;20011109 15:20;V;;;;;;
B;013;306854;13;20011109 15:20;;;10;CALAMAS PL;FORSTER;2428;815.6;M;20010305;20010409;85500;A;V;VACANT LAND;;DN;AV;;7914536;
C;013;306854;13;20011109 15:20;654//1002872;
D;013;306854;13;20011109 15:20;P;;;;;;
D;013;306854;13;20011109 15:20;P;;;;;;
D;013;306854;13;20011109 15:20;V;;;;;;
B;013;306938;14;20011109 15:20;;;18;CARRIBEAN AVE;FORSTER;2428;365.3;M;20010803;20010907;195000;A;R;RESIDENCE;;DL;AC;;7937870;
C;013;306938;14;20011109 15:20;2//1018304;
D;013;306938;14;20011109 15:20;P;;;;;;
D;013;306938;14;20011109 15:20;V;;;;;;
B;013;307086;15;20011109 15:20;;1;23;CHRISTIAN CRES;FORSTER;2428;;;20010711;20010814;147000;;3;STRATA UNIT;1;;;;7964077;
C;013;307086;15;20011109 15:20;1//SP 39791;
D;013;307086;15;20011109 15:20;P;;;;;;
B;013;307476;16;20011109 15:20;;;12;DISCOVERY DR;FORSTER;2428;596.5;M;20010727;20010824;192000;A;R;RESIDENCE;;DL;AC;;7930931;
C;013;307476;16;20011109 15:20;78//255648;
D;013;307476;16;20011109 15:20;P;;;;;;
D;013;307476;16;20011109 15:20;V;;;;;;
D;013;307476;16;20011109 15:20;V;;;;;;
B;013;307696;17;20011109 15:20;;;11;ENDEAVOUR CT;FORSTER;2428;665.2;M;20010814;20010814;142000;A;R;RESIDENCE;;DL;AC;;7965619;
C;013;307696;17;20011109 15:20;89//255648;
D;013;307696;17;20011109 15:20;P;;;;;;
D;013;307696;17;20011109 15:20;V;;;;;;
B;013;307818;18;20011109 15:20;;;14;GARDEN ST;FORSTER;2428;328.8;M;20010712;20010824;157500;A;R;RESIDENCE;;AG;AC;;7897795;
C;013;307818;18;20011109 15:20;181A, 182//30310;
D;013;307818;18;20011109 15:20;P;;;;;;
D;013;307818;18;20011109 15:20;V;;;;;;
D;013;307818;18;20011109 15:20;V;;;;;;
B;013;308291;19;20011109 15:20;;10;7;HEAD ST;FORSTER;2428;;;20010702;20010813;300000;;R;RESIDENCE;10;;;;7914259;
C;013;308291;19;20011109 15:20;10//SP 60088;
D;013;308291;19;20011109 15:20;P;;;;;;
D;013;308291;19;20011109 15:20;V;;;;;;
B;013;308428;20;20011109 15:20;"HI-SURF";3;92;HEAD ST;FORSTER;2428;;;20010702;20010813;380000;;R;RESIDENCE;3;;;;7939503;
C;013;308428;20;20011109 15:20;3//SP 56651;
D;013;308428;20;20011109 15:20;P;;;;;;
D;013;308428;20;20011109 15:20;V;;;;;;
D;013;308428;20;20011109 15:20;V;;;;;;
B;013;308597;21;20011109 15:20;;;;HESPER DR;FORSTER;2428;646.2;M;20010828;20010926;239000;A;R;RESIDENCE;;DN;AC;;7981512;
C;013;308597;21;20011109 15:20;675//853182;
D;013;308597;21;20011109 15:20;P;;;;;;
D;013;308597;21;20011109 15:20;P;;;;;;
D;013;308597;21;20011109 15:20;V;;;;;;
D;013;308597;21;20011109 15:20;V;;;;;;
B;013;308666;22;20011109 15:20;;2;59;ARGO PL;FORSTER;2428;;;20010726;20010905;200000;;3;VILLA;2;;;;7923602;
C;013;308666;22;20011109 15:20;2//64287;
D;013;308666;22;20011109 15:20;P;;;;;;
D;013;308666;22;20011109 15:20;P;;;;;;
D;013;308666;22;20011109 15:20;V;;;;;;
D;013;308666;22;20011109 15:20;V;;;;;;
B;013;308755;23;20011109 15:20;;8;;HIND AVE;FORSTER;2428;;;20010613;20010827;182500;;R;RESIDENCE;8;;;;7915374;
C;013;308755;23;20011109 15:20;8//SP 56695;
D;013;308755;23;20011109 15:20;P;;;;;;
D;013;308755;23;20011109 15:20;V;;;;;;
D;013;308755;23;20011109 15:20;V;;;;;;
B;013;308834;24;20011109 15:20;;2;25;KARLOO ST;FORSTER;2428;;;20010319;20010406;160000;;R;RESIDENCE;2;;;;7952911;
C;013;308834;24;20011109 15:20;2//SP 50005;
D;013;308834;24;20011109 15:20;P;;;;;;
D;013;308834;24;20011109 15:20;V;;;;;;
D;013;308834;24;20011109 15:20;V;;;;;;
B;013;308917;25;20011109 15:20;;;17;KENROSE ST;FORSTER;2428;736.6;M;20010717;20010911;445000;A;R;RESIDENCE;;DJ;AC;;7952937;
C;013;308917;25;20011109 15:20;90//771229;
D;013;308917;25;20011109 15:20;P;;;;;;
D;013;308917;25;20011109 15:20;V;;;;;;
B;013;308951;26;20011109 15:20;;2;26;KENROSE ST;FORSTER;2428;;;20010730;20010814;175000;;R;RESIDENCE;2;;;;7922690;
C;013;308951;26;20011109 15:20;2//SP 51195;
D;013;308951;26;20011109 15:20;P;;;;;;
D;013;308951;26;20011109 15:20;P;;;;;;
D;013;308951;26;20011109 15:20;V;;;;;;
D;013;308951;26;20011109 15:20;V;;;;;;
B;013;308990;27;20011109 15:20;;1;64;KENROSE ST;FORSTER;2428;;;20010727;20010912;219000;;R;RESIDENCE;1;;;;7943625;
C;013;308990;27;20011109 15:20;1//SP 53309;
D;013;308990;27;20011109 15:20;P;;;;;;
D;013;308990;27;20011109 15:20;V;;;;;;
D;013;308990;27;20011109 15:20;V;;;;;;
B;013;309148;28;20011109 15:20;;;180;KULAROO DVE;FORSTER;2428;592;M;20010718;20010822;265000;A;R;RESIDENCE;;DN;AC;;7926975;
C;013;309148;28;20011109 15:20;2//793497;
D;013;309148;28;20011109 15:20;P;;;;;;
D;013;309148;28;20011109 15:20;P;;;;;;
D;013;309148;28;20011109 15:20;V;;;;;;
D;013;309148;28;20011109 15:20;V;;;;;;
B;013;309169;29;20011109 15:20;;;;KULAROO DR;FORSTER;2428;657.9;M;20010326;20010831;275000;A;R;RESIDENCE;;DN;AC;;7926895;
C;013;309169;29;20011109 15:20;902//846318;
D;013;309169;29;20011109 15:20;P;;;;;;
